COUNTY AREA TOTAL DEM REP LIB GRN WI1 WI2 WI3
COUNTY AREA TOTAL Cordray DeWine Irvine GadellNewton Ayres Duncan Turner
Hamilton "COLUMBIA C" 346 240 95 3 4 0 0 0
Hamilton "COLUMBIA D" 319 280 29 3 3 0 0 0
Hamilton "COLUMBIA E" 218 130 84 3 1 0 0 0
Hamilton "COLUMBIA F" 357 215 131 7 2 0 0 0
Hamilton "COLUMBIA G" 488 249 215 13 5 0 0 0
Hamilton "COLUMBIA H" 4 3 1 0 0 0 0 0
Hamilton "COLUMBIA I" 10 2 7 0 1 0 0 0
Hamilton "COLUMBIA J" 2 0 2 0 0 0 0 0
Hamilton "COLUMBIA K" 4 0 4 0 0 0 0 0
Hamilton "COLUMBIA L" 44 27 13 1 2 0 0 0
Hamilton "FAIRFAX A" 806 360 408 17 7 0 0 0
Hamilton "CROSBY A" 626 134 466 9 9 0 0 0
Hamilton "CROSBY B" 791 132 627 19 8 0 0 0
Hamilton "DELHI A" 582 209 336 17 9 0 0 0
Hamilton "DELHI B" 565 213 324 15 6 0 0 0
Hamilton "DELHI C" 787 199 557 11 12 0 0 0
Hamilton "DELHI D" 585 175 389 9 7 0 0 0
Hamilton "DELHI E" 720 121 569 12 3 0 0 0
Hamilton "DELHI F" 853 239 568 18 16 0 0 0
Hamilton "DELHI G" 782 160 602 5 6 0 0 0
Hamilton "DELHI H" 860 211 597 20 16 0 0 0
Hamilton "DELHI I" 384 107 258 9 4 0 0 0
Hamilton "DELHI J" 853 272 542 20 5 0 0 0
Hamilton "DELHI K" 559 156 380 9 5 0 0 0
Hamilton "DELHI L" 566 151 399 4 7 0 0 0
Hamilton "DELHI M" 645 185 432 14 5 0 0 0
Hamilton "DELHI N" 334 117 193 6 6 0 0 0
Hamilton "DELHI O" 815 227 547 21 9 0 0 0
Hamilton "DELHI P" 667 188 460 6 7 0 0 0
Hamilton "DELHI Q" 882 189 667 9 9 0 0 0
Hamilton "DELHI R" 602 213 361 9 9 0 0 0
Hamilton "DELHI S" 761 210 509 14 10 0 0 0
Hamilton "ELMWOOD A" 420 181 213 10 8 0 0 0
Hamilton "EVENDALE A" 876 397 454 10 7 0 0 0
Hamilton "EVENDALE B" 677 201 451 7 8 0 0 0
Hamilton "EVENDALE C" 174 88 80 3 2 0 0 0
Hamilton "GLENDALE A" 710 324 362 9 7 0 0 0
Hamilton "GLENDALE B" 794 378 391 12 5 0 0 0
Hamilton "GOLF MANOR A" 808 601 174 18 5 0 0 0
Hamilton "GOLF MANOR B" 728 638 66 7 6 0 0 0
Hamilton "GREENHILLS A" 317 147 156 5 5 0 0 0
Hamilton "GREENHILLS B" 700 291 367 18 10 0 0 0
Hamilton "GREENHILLS C" 646 276 330 18 11 0 0 0
Hamilton "GREEN A" 797 217 540 22 8 0 0 0
Hamilton "GREEN AA" 721 168 528 13 11 0 0 0
Hamilton "GREEN B" 767 298 449 9 6 0 0 0
Hamilton "GREEN BB" 661 191 441 13 8 0 0 0
Hamilton "GREEN C" 611 262 331 12 1 0 0 0
Hamilton "GREEN CC" 682 187 466 9 12 0 0 0
Hamilton "GREEN D" 901 267 608 13 8 0 0 0
Hamilton "GREEN DD" 638 172 439 11 7 0 0 0
Hamilton "GREEN E" 933 231 655 9 7 0 0 0
Hamilton "GREEN EE" 634 219 391 9 10 0 0 0
Hamilton "GREEN F" 683 173 472 28 4 0 0 0
Hamilton "GREEN FF" 655 211 422 8 7 0 0 0
Hamilton "GREEN G" 649 141 489 5 8 0 0 0
Hamilton "GREEN GG" 878 199 646 12 11 0 0 0
Hamilton "GREEN H" 511 224 271 4 10 0 0 0
Hamilton "GREEN HH" 740 217 488 15 12 0 0 0
Hamilton "GREEN I" 634 198 405 14 14 0 0 0
Hamilton "GREEN II" 420 245 163 6 5 0 0 0
Hamilton "GREEN J" 655 171 465 11 4 0 0 0
Hamilton "GREEN JJ" 739 212 494 11 9 0 0 0
Hamilton "GREEN K" 866 195 643 13 5 0 0 0
Hamilton "GREEN KK" 767 169 568 14 6 0 0 0
Hamilton "GREEN L" 907 251 612 16 11 0 0 0
Hamilton "GREEN LL" 649 141 488 11 8 0 0 0
Hamilton "GREEN M" 546 98 438 4 0 0 0 0
Hamilton "GREEN MM" 524 102 399 9 8 0 0 0
Hamilton "GREEN N" 722 199 484 21 8 0 0 0
Hamilton "GREEN NN" 465 100 347 5 8 0 0 0
Hamilton "GREEN O" 787 318 441 11 7 0 0 0
Hamilton "GREEN OO" 440 90 329 9 4 0 0 0
Hamilton "GREEN P" 735 165 543 14 9 0 0 0
Hamilton "GREEN PP" 613 138 457 8 5 0 0 0
Hamilton "GREEN Q" 862 158 644 14 8 0 0 0
Hamilton "GREEN QQ" 848 178 647 7 5 0 0 0
Hamilton "GREEN R" 479 106 354 6 6 0 0 0
Hamilton "GREEN S" 727 199 482 22 10 0 0 0
Hamilton "GREEN T" 303 104 187 4 6 0 0 0
Hamilton "GREEN U" 469 82 374 5 4 0 0 0
Hamilton "GREEN V" 663 216 422 14 6 0 0 0
Hamilton "GREEN W" 963 185 749 8 11 0 0 0
Hamilton "GREEN X" 908 225 651 10 11 0 0 0
Hamilton "GREEN Y" 672 160 489 9 7 0 0 0
Hamilton "GREEN Z" 936 282 612 17 11 0 0 0
Hamilton "HARR TWP AA" 514 96 403 7 6 0 0 0
Hamilton "HARR TWP BB" 857 148 677 17 4 0 0 0
Hamilton "HARR TWP CC" 394 90 280 5 10 0 0 0
Hamilton "HARRISON A" 619 134 455 17 10 0 0 0
Hamilton "HARRISON B" 653 165 458 15 7 0 0 0
Hamilton "HARRISON C" 953 195 723 16 14 0 0 0
Hamilton "HARRISON D" 658 162 467 8 10 0 0 0
Hamilton "HARRISON E" 906 185 688 20 6 0 0 0
Hamilton "HARRISON F" 611 170 419 9 2 0 0 0
Hamilton "LOCKLAND A" 378 139 224 6 3 0 0 0
Hamilton "LOCKLAND B" 515 293 199 4 7 0 0 0
Hamilton "MARIEMONT A" 842 443 352 19 8 0 0 0
Hamilton "MARIEMONT B" 1125 597 486 11 6 0 0 0
Hamilton "MIAMI TWP H" 324 66 253 3 1 0 0 0
Hamilton "NORTH BEND A" 540 82 446 0 6 0 0 0
Hamilton "ADDYSTON A" 234 66 157 7 2 0 0 0
Hamilton "CLEVES A" 318 84 213 8 6 0 0 0
Hamilton "CLEVES B" 840 173 630 23 9 0 0 0
Hamilton "MIAMI TWP A" 906 197 681 13 6 0 0 0
Hamilton "MIAMI TWP B" 1114 173 909 14 9 0 0 0
Hamilton "MIAMI TWP C" 732 161 546 12 6 0 0 0
Hamilton "MIAMI TWP D" 920 156 734 12 6 0 0 0
Hamilton "MIAMI TWP E" 643 116 509 8 5 0 0 0
Hamilton "MIAMI TWP F" 386 93 274 6 5 0 0 0
Hamilton "MIAMI TWP G" 605 131 442 18 5 0 0 0
Hamilton "NEWTOWN A" 518 189 306 8 6 0 0 0
Hamilton "NEWTOWN B" 697 255 419 9 10 0 0 0
Hamilton "SPRINGFIELD A" 399 343 39 4 5 0 0 0
Hamilton "SPRINGFIELD AA" 680 417 237 11 6 0 0 0
Hamilton "SPRINGFIELD B" 437 268 159 4 2 0 0 0
Hamilton "SPRINGFIELD BB" 502 207 279 10 4 0 0 0
Hamilton "SPRINGFIELD C" 736 478 240 10 5 0 0 0
Hamilton "SPRINGFIELD D" 560 337 207 8 5 0 0 0
Hamilton "SPRINGFIELD E" 351 244 95 4 4 0 0 0
Hamilton "SPRINGFIELD F" 493 259 216 11 3 0 0 0
Hamilton "SPRINGFIELD G" 979 580 353 11 20 0 0 0
Hamilton "SPRINGFIELD H" 743 318 399 9 9 0 0 0
Hamilton "SPRINGFIELD I" 248 125 108 10 4 0 0 0
Hamilton "SPRINGFIELD J" 574 263 125 5 2 0 0 0
Hamilton "SPRINGFIELD K" 433 328 88 8 2 0 0 0
Hamilton "SPRINGFIELD L" 158 119 32 4 0 0 0 0
Hamilton "SPRINGFIELD M" 678 388 275 6 3 0 0 0
Hamilton "SPRINGFIELD N" 731 407 293 20 4 0 0 0
Hamilton "SPRINGFIELD O" 373 311 42 7 5 0 0 0
Hamilton "SPRINGFIELD P" 509 372 130 4 3 0 0 0
Hamilton "SPRINGFIELD Q" 738 474 235 17 4 0 0 0
Hamilton "SPRINGFIELD R" 735 477 230 13 9 0 0 0
Hamilton "SPRINGFIELD S" 839 500 315 11 7 0 0 0
Hamilton "SPRINGFIELD T" 890 564 300 8 10 0 0 0
Hamilton "SPRINGFIELD U" 898 490 378 14 7 0 0 0
Hamilton "SPRINGFIELD V" 764 329 405 14 9 0 0 0
Hamilton "SPRINGFIELD W" 849 493 337 9 5 0 0 0
Hamilton "SPRINGFIELD X" 481 331 139 5 3 0 0 0
Hamilton "SPRINGFIELD Y" 530 359 145 6 3 0 0 0
Hamilton "SPRINGFIELD Z" 415 248 150 8 5 0 0 0
Hamilton "SYCAMORE A" 76 69 6 0 0 0 0 0
Hamilton "SYCAMORE B" 770 293 440 21 9 0 0 0
Hamilton "SYCAMORE C" 893 378 468 23 16 0 0 0
Hamilton "SYCAMORE D" 547 225 302 9 9 0 0 0
Hamilton "SYCAMORE E" 912 355 534 4 4 0 0 0
Hamilton "SYCAMORE F" 610 288 303 12 1 0 0 0
Hamilton "SYCAMORE G" 779 330 430 8 5 0 0 0
Hamilton "SYCAMORE H" 582 317 247 6 8 0 0 0
Hamilton "SYCAMORE I" 817 292 511 5 1 0 0 0
Hamilton "SYCAMORE J" 498 292 182 11 5 0 0 0
Hamilton "SYCAMORE K" 702 363 314 9 4 0 0 0
Hamilton "SYCAMORE L" 629 231 363 17 12 0 0 0
Hamilton "SYCAMORE M" 482 177 286 10 4 0 0 0
Hamilton "SYCAMORE N" 830 339 459 16 9 0 0 0
Hamilton "SYMMES A" 193 94 85 6 5 0 0 0
Hamilton "SYMMES B" 738 330 389 8 4 0 0 0
Hamilton "SYMMES C" 918 358 534 11 6 0 0 0
Hamilton "SYMMES D" 697 322 349 10 7 0 0 0
Hamilton "SYMMES E" 797 346 432 7 4 0 0 0
Hamilton "SYMMES F" 815 371 413 15 9 0 0 0
Hamilton "SYMMES G" 479 210 254 7 2 0 0 0
Hamilton "SYMMES H" 336 120 199 10 4 0 0 0
Hamilton "SYMMES I" 519 286 223 4 3 0 0 0
Hamilton "SYMMES J" 776 283 464 13 8 0 0 0
Hamilton "SYMMES K" 269 84 175 2 5 0 0 0
Hamilton "SYMMES L" 742 265 452 10 10 0 0 0
Hamilton "TERRACE PARK A" 897 353 505 11 6 0 0 0
Hamilton "TERRACE PARK B" 512 203 297 6 2 0 0 0
Hamilton "WHITEWATER A" 879 181 651 25 9 0 0 0
Hamilton "WHITEWATER B" 724 152 530 18 13 0 0 0
Hamilton "WHITEWATER C" 251 56 185 2 5 0 0 0
Hamilton "WOODLAWN A" 643 553 70 8 5 0 0 0
Hamilton "WOODLAWN B" 800 677 90 11 13 0 0 0
Hamilton "LINCOLN HGTS A" 716 679 17 3 3 0 0 0
Hamilton "LINCOLN HGTS B" 348 326 14 2 1 0 0 0
Hamilton "CINCINNATI 12-D" 688 540 112 23 8 0 0 0
Hamilton "CINCINNATI 12-E" 707 555 113 20 15 0 0 0
Hamilton "CINCINNATI 13-H" 300 210 70 6 10 0 0 0
Hancock "FINDLAY 1A" 320 133 168 14 4 0 0 0
Hancock "FINDLAY 1B" 432 167 248 6 6 0 0 0
Hancock "FINDLAY 1C" 315 151 145 8 7 0 0 0
Hancock "FINDLAY 2C" 490 152 320 6 7 0 0 0
Hancock "FINDLAY 2E" 621 137 473 5 2 0 0 0
Hancock "FINDLAY 2A" 747 234 490 8 7 0 0 0
Hancock "FINDLAY 2B" 461 161 281 8 3 0 0 0
Hancock "FINDLAY 2D" 498 124 358 6 2 0 0 0
Hancock "FINDLAY 3A" 697 198 478 15 4 0 0 0
Hancock "FINDLAY 3B" 499 167 312 12 4 0 0 0
Hancock "FINDLAY 3C" 611 193 397 11 3 0 0 0
Hancock "FINDLAY 3D" 332 128 186 8 6 0 0 0
Hancock "FINDLAY 4A" 322 119 177 10 9 0 0 0
Hancock "FINDLAY 4B" 273 102 147 11 8 0 0 0
Hancock "FINDLAY 4C" 306 145 142 8 5 0 0 0
Hancock "FINDLAY 4D" 514 240 256 13 4 0 0 0
Hancock "FINDLAY 1D" 680 213 440 13 4 0 0 0
Hancock "FINDLAY 5A" 615 249 331 18 7 0 0 0
Hancock "FINDLAY 5B" 508 140 348 11 4 0 0 0
Hancock "FINDLAY 5C" 465 145 306 8 1 0 0 0
Hancock "FINDLAY 5D" 654 213 424 11 3 0 0 0
Hancock "FINDLAY 5E" 291 96 182 7 3 0 0 0
Hancock "FINDLAY 6A" 225 107 107 3 8 0 0 0
Hancock "FINDLAY 6B" 255 116 126 7 4 0 0 0
Hancock "FINDLAY 6C" 335 132 187 8 6 0 0 0
Hancock "FINDLAY 6D" 280 110 140 13 11 0 0 0
Hancock "FINDLAY 4E" 339 119 207 9 2 0 0 0
Hancock "FOSTORIA N" 564 244 290 16 6 0 0 0
Hancock "FOSTORIA S" 458 195 247 9 3 0 0 0
Hancock "ALLEN E" 536 102 416 9 3 0 0 0
Hancock "ALLEN W" 641 158 460 9 7 0 0 0
Hancock AMANDA 482 80 383 6 8 0 0 0
Hancock BIGLICK 584 134 430 8 8 0 0 0
Hancock BLANCHARD 505 93 390 11 7 0 0 0
Hancock CASS 453 114 323 12 2 0 0 0
Hancock DELAWARE 497 141 335 8 7 0 0 0
Hancock EAGLE 564 87 459 11 3 0 0 0
Hancock JACKSON 471 84 366 14 4 0 0 0
Hancock "LIBERTY N" 482 138 327 9 1 0 0 0
Hancock "LIBERTY NE" 489 156 322 8 1 0 0 0
Hancock "LIBERTY NW" 700 155 533 4 6 0 0 0
Hancock "LIBERTY SE" 552 169 354 20 7 0 0 0
Hancock "LIBERTY SW" 589 124 449 10 2 0 0 0
Hancock "MADISON E" 391 87 288 9 3 0 0 0
Hancock "MADISON W" 517 80 423 9 3 0 0 0
Hancock "MARION S" 877 237 611 20 6 0 0 0
Hancock ORANGE 618 111 485 7 9 0 0 0
Hancock PLEASANT 325 57 259 3 3 0 0 0
Hancock MCCOMB 450 120 308 8 7 0 0 0
Hancock PORTAGE 358 81 258 10 5 0 0 0
Hancock "UNION E" 344 75 259 4 4 0 0 0
Hancock "UNION W" 395 57 320 9 3 0 0 0
Hancock "VAN BUREN" 444 82 351 7 3 0 0 0
Hancock WASHINGTON 633 161 441 20 7 0 0 0
Hancock "MARION N" 746 191 534 10 4 0 0 0
Hancock "FINDLAY 7A" 507 179 305 11 7 0 0 0
Hancock "FINDLAY 7B" 389 157 213 14 2 0 0 0
Hancock "FINDLAY 7C" 449 159 267 11 5 0 0 0
Hancock "FINDLAY 7D" 368 133 212 14 2 0 0 0
Hancock "FINDLAY 7E" 228 95 118 12 2 0 0 0
Hardin "KENTON 1" 444 165 259 8 6 0 0 0
Hardin "KENTON 2" 738 239 459 17 8 0 0 0
Hardin "KENTON 3" 481 171 270 19 9 0 0 0
Hardin "KENTON 4" 316 99 197 12 6 0 0 0
Hardin "DUNKIRK / BLANCHARD" 525 141 362 6 12 0 0 0
Hardin BUCK 298 71 210 7 4 0 0 0
Hardin CESSNA 245 68 161 4 2 0 0 0
Hardin DUDLEY 346 86 234 16 5 0 0 0
Hardin GOSHEN 266 54 199 6 2 0 0 0
Hardin "MOUNT VICTORY / RIDGEWAY / HALE" 539 145 363 17 6 0 0 0
Hardin "FOREST / JACKSON" 612 181 385 26 11 0 0 0
Hardin LIBERTY 779 154 589 14 12 0 0 0
Hardin "ADA NORTH" 526 189 302 14 10 0 0 0
Hardin "ADA SOUTH" 613 258 329 11 5 0 0 0
Hardin LYNN 242 78 144 10 5 0 0 0
Hardin "ALGER / MCGUFFEY / MARION" 750 200 508 23 7 0 0 0
Hardin MCDONALD 364 85 261 5 4 0 0 0
Hardin PLEASANT 690 150 500 17 11 0 0 0
Hardin ROUNDHEAD 280 58 203 4 9 0 0 0
Hardin "TAYLOR CREEK" 236 58 161 6 4 0 0 0
Hardin WASHINGTON 290 64 213 6 4 0 0 0
Harrison "ARCHER TWP" 132 33 93 3 1 0 0 0
Harrison "ATHENS TWP/VIL" 221 77 140 4 0 0 0 0
Harrison "CADIZ TWP/VIL NE" 649 207 400 18 11 0 0 0
Harrison "CADIZ VIL SW" 672 239 400 11 5 0 0 0
Harrison "FRANKLIN TWP/VIL" 262 65 184 3 8 0 0 0
Harrison "FREEPORT TWP/VIL" 318 100 202 7 3 0 0 0
Harrison "GERMAN TWP" 314 87 217 5 2 0 0 0
Harrison "GREEN TWP/VIL" 734 249 453 15 5 0 0 0
Harrison "MONROE TWP/VIL" 363 80 255 8 11 0 0 0
Harrison "MOOREFIELD TWP" 181 49 123 2 3 0 0 0
Harrison "NORTH TWP/VIL" 526 141 343 19 9 0 0 0
Harrison "NOTTINGHAM TWP" 144 43 96 2 1 0 0 0
Harrison "RUMLEY TWP/VIL" 497 121 351 11 5 0 0 0
Harrison "SHORTCREEK TWP/VIL" 469 150 302 4 2 0 0 0
Harrison "STOCK TWP" 224 65 148 2 3 0 0 0
Harrison "WASHINGTON TWP" 235 74 144 4 7 0 0 0
Henry "NAPOLEON CITY 01.1" 321 131 164 10 7 0 0 0
Henry "NAPOLEON CITY 02.0" 330 117 193 8 5 0 0 0
Henry "NAPOLEON CITY 03.0" 657 225 399 10 9 0 0 0
Henry "NAPOLEON CITY 04.0" 578 197 356 13 5 0 0 0
Henry "NAPOLEON CITY 05.0" 582 196 359 17 1 0 0 0
Henry "NAPOLEON CITY 06.0" 516 154 346 4 3 0 0 0
Henry "BARTLOW TWP 08.0" 294 47 230 6 0 0 0 0
Henry "MCCLURE VILL 09.0" 664 219 411 12 16 0 0 0
Henry "DESHLER VILLAGE 07.0" 564 157 366 15 6 0 0 0
Henry "FLORIDA VILL 10.0" 554 167 348 8 16 0 0 0
Henry "FREEDOM TWP 11.0" 434 79 336 8 3 0 0 0
Henry "HARRISON TWP 12.0" 458 110 327 13 5 0 0 0
Henry "HOLGATE VILLAGE 19.0" 363 141 201 14 5 0 0 0
Henry "LIBERTY TWP 14.0" 543 158 364 6 11 0 0 0
Henry "LIBERTY CENTER VILLAGE 13.0" 347 124 198 12 5 0 0 0
Henry "HAMLER VILL 15.0" 578 143 403 13 8 0 0 0
Henry "MALINTA VILL MONROE TWP 16.0" 465 92 348 11 3 0 0 0
Henry "NAPOLEON EAST TWP 17.0" 276 77 191 5 1 0 0 0
Henry "NAPOLEON WEST TWP 18.0" 442 82 344 11 4 0 0 0
Henry "PLEASANT TWP 20.0" 440 113 307 11 3 0 0 0
Henry "RICHFIELD TWP 21.0" 293 54 224 4 3 0 0 0
Henry "RIDGEVILLE TWP 22.0" 492 84 391 7 6 0 0 0
Henry "WASHINGTON TWP 23.0" 728 224 449 27 19 0 0 0
Highland "GREENFIELD N" 516 200 296 5 7 0 0 0
Highland "GREENFIELD S" 407 148 238 7 8 0 0 0
Highland "HILLSBORO NE" 468 151 292 9 4 0 0 0
Highland "HILLSBORO NW" 516 161 330 12 7 0 0 0
Highland "HILLSBORO SE" 303 103 185 6 4 0 0 0
Highland "HILLSBORO SW-A" 336 109 216 5 3 0 0 0
Highland "HILLSBORO SW-B" 272 73 182 11 2 0 0 0
Highland BRUSHCREEK 430 84 324 10 7 0 0 0
Highland CLAY 507 107 379 8 6 0 0 0
Highland CONCORD 520 88 399 17 5 0 0 0
Highland DODSON 395 64 318 2 3 0 0 0
Highland LYNCHBURG 450 66 358 14 6 0 0 0
Highland "FAIRFIELD E" 555 103 433 3 8 0 0 0
Highland "FAIRFIELD W" 247 45 183 4 7 0 0 0
Highland LEESBURG 318 81 227 8 0 0 0 0
Highland HAMER 279 58 212 6 2 0 0 0
Highland JACKSON 389 95 279 4 7 0 0 0
Highland "LIBERTY NE" 382 91 275 7 3 0 0 0
Highland "LIBERTY NW" 417 67 325 16 5 0 0 0
Highland "LIBERTY S" 670 108 537 10 5 0 0 0
Highland MADISON 653 172 448 17 10 0 0 0
Highland MARSHALL 385 90 285 4 2 0 0 0
Highland "NEW MARKET" 750 143 577 18 6 0 0 0
Highland "PAINT N" 341 89 237 6 3 0 0 0
Highland "PAINT SE" 417 133 263 10 7 0 0 0
Highland "PAINT SW" 473 115 339 7 6 0 0 0
Highland PENN 545 103 421 10 4 0 0 0
Highland SALEM 309 64 234 5 2 0 0 0
Highland UNION 612 119 467 13 5 0 0 0
Highland WASHINGTON 419 79 319 11 10 0 0 0
Highland WHITEOAK 500 113 364 10 7 0 0 0
Hocking "LOGAN 1" 732 317 377 15 7 0 0 0
Hocking "LOGAN 2" 518 197 278 12 14 0 0 0
Hocking "LOGAN 3" 710 260 415 9 8 0 0 0
Hocking "LOGAN 4" 451 178 231 12 12 0 0 0
Hocking BENTON 310 135 164 2 4 0 0 0
Hocking "FALLS 1" 702 267 400 14 11 0 0 0
Hocking "FALLS 2" 410 112 280 10 4 0 0 0
Hocking "FALLS 3" 709 238 438 17 6 0 0 0
Hocking "GOOD HOPE" 558 169 356 15 10 0 0 0
Hocking "GREEN 1" 512 160 332 7 8 0 0 0
Hocking "GREEN 2" 356 107 235 5 5 0 0 0
Hocking LAUREL 501 189 288 15 6 0 0 0
Hocking "MARION 1" 694 208 461 16 5 0 0 0
Hocking "MARION 2" 284 87 189 2 0 0 0 0
Hocking "PERRY 1" 549 197 309 14 11 0 0 0
Hocking SALTCREEK 418 153 234 6 4 0 0 0
Hocking STARR 541 196 321 13 7 0 0 0
Hocking "CARBON HILL" 293 126 143 13 3 0 0 0
Hocking "MURRAY CITY" 155 81 63 3 3 0 0 0
Hocking WASHINGTON 429 132 278 13 4 0 0 0
Hocking "PERRY 2" 320 95 196 13 4 0 0 0
Holmes "BERLIN NORTH" 496 43 433 5 0 0 0 0
Holmes "BERLIN SOUTH" 409 42 350 6 2 0 0 0
Holmes "CLARK TOWNSHIP" 288 12 237 6 1 0 0 0
Holmes "HARDY TOWNSHIP" 812 128 631 21 10 0 0 0
Holmes "MILLERSBURG EAST" 675 207 431 15 6 0 0 0
Holmes "MILLERSBURG WEST" 289 94 177 13 1 0 0 0
Holmes "KILLBUCK TOWNSHIP" 600 128 441 11 10 0 0 0
Holmes "KNOX TOWNSHIP" 467 95 350 6 5 0 0 0
Holmes "MECHANIC TOWNSHIP" 693 138 524 8 1 0 0 0
Holmes "MONROE TOWNSHIP" 602 115 453 12 8 0 0 0
Holmes "PAINT TOWNSHIP" 549 29 459 6 0 0 0 0
Holmes "PRAIRIE TOWNSHIP" 623 90 488 14 7 0 0 0
Holmes "RICHLAND TOWNSHIP" 353 70 266 7 5 0 0 0
Holmes "RIPLEY TOWNSHIP" 640 151 441 20 12 0 0 0
Holmes "SALTCREEK TOWNSHIP" 425 30 350 8 1 0 0 0
Holmes "WALNUT CREEK TOWNSHIP" 678 83 562 8 1 0 0 0
Holmes "WASHINGTON TOWNSHIP" 613 140 438 14 6 0 0 0
Huron "BELLEVUE 3" 463 197 229 15 12 0 0 0
Huron "BELLEVUE 4" 516 218 263 22 8 0 0 0
Huron "NORWALK 1-A" 616 245 316 28 12 0 0 0
Huron "NORWALK 1-B" 622 273 313 19 10 0 0 0
Huron "NORWALK 1-C" 369 161 183 5 7 0 0 0
Huron "NORWALK 2-A" 616 198 383 14 9 0 0 0
Huron "NORWALK 2-B" 407 154 222 15 10 0 0 0
Huron "NORWALK 2-C" 566 215 311 15 8 0 0 0
Huron "NORWALK 3-A" 223 113 97 5 4 0 0 0
Huron "NORWALK 3-B" 415 163 221 16 11 0 0 0
Huron "NORWALK 3-C" 447 159 247 14 10 0 0 0
Huron "NORWALK 4-A" 294 133 133 12 15 0 0 0
Huron "NORWALK 4-B" 292 124 154 5 4 0 0 0
Huron "NORWALK 4-C" 535 210 295 17 6 0 0 0
Huron "WILLARD 1" 236 92 134 3 1 0 0 0
Huron "WILLARD 2" 173 75 89 5 2 0 0 0
Huron "WILLARD 3" 529 170 328 9 10 0 0 0
Huron "WILLARD 4" 540 179 332 12 8 0 0 0
Huron "BRONSON TWP 1" 385 107 264 7 2 0 0 0
Huron "BRONSON TWP 2" 535 135 366 12 7 0 0 0
Huron "CLARKSFIELD TWP" 619 185 407 11 7 0 0 0
Huron "FAIRFIELD TWP" 414 95 295 9 4 0 0 0
Huron "FITCHVILLE TWP" 385 83 282 9 6 0 0 0
Huron "GREENFIELD TWP" 650 167 445 21 5 0 0 0
Huron "GREENWICH TWP" 258 67 175 11 2 0 0 0
Huron "GREENWICH VILLAGE" 408 88 288 15 9 0 0 0
Huron "HARTLAND TWP" 354 104 214 12 12 0 0 0
Huron "LYME TWP" 419 160 234 15 5 0 0 0
Huron "NEW HAVEN TWP" 581 152 397 16 5 0 0 0
Huron "PLYMOUTH VILLAGE" 211 63 135 8 2 0 0 0
Huron "NEW LONDON TWP" 368 105 235 11 8 0 0 0
Huron "NEW LONDON VILL 1" 304 125 160 6 4 0 0 0
Huron "NEW LONDON VILL 2" 380 122 230 9 7 0 0 0
Huron "NORWALK TWP NORTH" 540 165 329 22 16 0 0 0
Huron "NORWALK-MILAN TWP" 385 141 220 7 10 0 0 0
Huron "NORWALK TWP SOUTH" 271 92 174 3 1 0 0 0
Huron "NORWICH TWP" 402 121 263 10 3 0 0 0
Huron "PERU TWP" 490 147 293 23 11 0 0 0
Huron "RICHMOND TWP" 340 73 244 5 8 0 0 0
Huron "RIDGEFIELD TWP" 390 108 253 10 5 0 0 0
Huron "MONROEVILLE VILLAGE" 418 177 217 6 9 0 0 0
Huron "RIPLEY TWP" 286 50 217 5 11 0 0 0
Huron "SHERMAN TWP" 196 59 110 7 10 0 0 0
Huron "TOWNSEND TWP" 632 230 346 24 14 0 0 0
Huron "WAKEMAN TWP" 506 177 310 6 7 0 0 0
Huron "WAKEMAN VILLAGE" 343 140 183 11 2 0 0 0
Jackson "JACKSON 1-A" 665 202 443 5 1 0 0 0
Jackson "JACKSON 2-A" 405 141 243 7 3 0 0 0
Jackson "JACKSON 3-A" 412 135 252 8 8 0 0 0
Jackson "JACKSON 4-A" 564 158 376 16 4 0 0 0
Jackson "WELLSTON 1-A" 350 111 227 2 5 0 0 0
Jackson "WELLSTON 2-A" 217 54 155 4 0 0 0 0
Jackson "WELLSTON 2-B" 349 121 216 7 4 0 0 0
Jackson "WELLSTON 3-A" 204 75 121 4 1 0 0 0
Jackson "WELLSTON 4-A" 370 126 229 3 5 0 0 0
Jackson BLOOMFIELD 380 93 276 7 1 0 0 0
Jackson "COAL II" 462 120 311 16 6 0 0 0
Jackson "COAL I" 124 42 76 3 2 0 0 0
Jackson "FRANKLIN II" 379 97 272 6 2 0 0 0
Jackson HAMILTON 204 59 135 5 2 0 0 0
Jackson JACKSON 437 150 265 10 4 0 0 0
Jackson "JEFFERSON I" 302 82 211 4 2 0 0 0
Jackson "JEFFERSON II" 354 116 233 1 3 0 0 0
Jackson "OAK HILL II" 267 63 190 4 2 0 0 0
Jackson "LIBERTY II" 446 153 279 6 2 0 0 0
Jackson "LICK I" 502 161 323 6 6 0 0 0
Jackson "LICK II" 423 124 279 5 5 0 0 0
Jackson "MADISON I" 197 44 147 1 1 0 0 0
Jackson "MADISON II" 291 73 206 2 3 0 0 0
Jackson "OAK HILL I" 156 42 110 0 1 0 0 0
Jackson "MILTON I" 359 101 244 5 6 0 0 0
Jackson "SCIOTO II" 277 65 202 4 4 0 0 0
Jackson WASHINGTON 263 69 176 5 5 0 0 0
Jackson "FRANKLIN I" 451 115 326 1 3 0 0 0
Jackson "LIBERTY I" 243 70 165 2 4 0 0 0
Jackson "SCIOTO I" 325 85 225 6 2 0 0 0
Jefferson "STEUBENVILLE 1-1" 251 143 98 3 4 0 0 0
