DIST COUNTY AREA TOTAL DEM REP IND OTHER
1 Calumet "City Of Menasha Wards 16-20" 0 702 716 0 0
1 Calumet "Town Of Brillion Wards 1-2" 0 226 478 0 0
1 Calumet "Town Of Harrison Ward 10" 0 0 0 0 0
1 Calumet "Town Of Stockbridge Wards 1-3" 0 251 517 0 0
1 Calumet "Town Of Woodville Ward 1" 0 140 304 0 0
1 Calumet "Village Of Harrison Ward 15" 0 46 116 0 0
1 Calumet "Village Of Harrison Ward 16" 0 107 172 0 0
1 Calumet "Village Of Harrison Ward 17" 0 48 30 0 0
1 Calumet "Village Of Harrison Ward 18" 0 239 249 0 0
1 Calumet "Village Of Harrison Wards 11-13" 0 621 884 0 0
1 Calumet "Village Of Harrison Wards 3-4" 0 405 561 0 0
1 Calumet "Village Of Harrison Wards 5-6,10" 0 459 605 0 0
1 Calumet "Village Of Harrison Wards 7-9,14" 0 428 600 0 0
1 Calumet "Village Of Hilbert Ward 3" 0 0 0 0 0
1 Calumet "Village Of Sherwood Wards 1-5" 0 690 1013 0 0
1 Calumet "Village Of Stockbridge Ward 1" 0 120 201 0 0
1 Door "City Of Sturgeon Bay Wards 1-6,22-24,29" 0 1277 742 0 1
1 Door "City Of Sturgeon Bay Wards 11-17,28" 0 748 470 0 0
1 Door "City Of Sturgeon Bay Wards 7-10,18-21,25-27,30" 0 779 519 0 2
1 Door "Town Of Baileys Harbor Wards 1-2" 0 505 309 0 0
1 Door "Town Of Brussels Wards 1-2" 0 253 283 0 1
1 Door "Town Of Clay Banks Ward 1" 0 118 109 0 0
1 Door "Town Of Egg Harbor Wards 1-3" 0 484 411 0 1
1 Door "Town Of Forestville Wards 1-2" 0 269 265 0 1
1 Door "Town Of Gardner Wards 1-2" 0 332 354 0 1
1 Door "Town Of Gibraltar Wards 1-2" 0 464 322 0 1
1 Door "Town Of Jacksonport Wards 1-2" 0 252 259 0 1
1 Door "Town Of Liberty Grove Wards 1-3" 0 797 562 0 3
1 Door "Town Of Nasewaupee Wards 1-3" 0 557 574 0 0
1 Door "Town Of Sevastopol Wards 1-5" 0 936 879 0 2
1 Door "Town Of Sturgeon Bay Wards 1-2" 0 250 225 0 0
1 Door "Town Of Union Ward 1" 0 246 357 0 0
1 Door "Town Of Washington Ward 1" 0 277 280 0 0
1 Door "Village Of Egg Harbor Ward 1" 0 136 83 0 1
1 Door "Village Of Ephraim Ward 1" 0 140 102 0 0
1 Door "Village Of Forestville Ward 1" 0 119 113 0 0
1 Door "Village Of Sister Bay Ward 1" 0 398 263 0 1
1 Kewaunee "City Of Algoma Wards 1-6" 0 737 570 0 4
1 Kewaunee "City Of Kewaunee Wards 1-5" 0 597 588 0 2
1 Kewaunee "Town Of Ahnapee Ward 1" 0 210 206 0 2
1 Kewaunee "Town Of Carlton Wards 1-2" 0 201 315 0 1
1 Kewaunee "Town Of Casco Wards 1-3" 0 189 363 0 2
1 Kewaunee "Town Of Franklin Ward 1" 0 208 286 0 1
1 Kewaunee "Town Of Lincoln Ward 1" 0 211 225 0 0
1 Kewaunee "Town Of Luxemburg Wards 1-3" 0 248 514 0 1
1 Kewaunee "Town Of Montpelier Wards 1-3" 0 244 474 0 0
1 Kewaunee "Town Of Pierce Wards 1-2" 0 201 212 0 0
1 Kewaunee "Town Of Red River Wards 1-3" 0 263 423 0 1
1 Kewaunee "Town Of West Kewaunee Wards 1-2" 0 239 381 0 0
1 Kewaunee "Village Of Casco Ward 1" 0 77 157 0 0
1 Kewaunee "Village Of Luxemburg Wards 1-5" 0 442 604 0 1
1 Manitowoc "City Of Two Rivers Wards 1-2" 0 486 504 0 0
1 Manitowoc "City Of Two Rivers Wards 3-4" 0 686 809 0 5
1 Manitowoc "City Of Two Rivers Wards 5-6" 0 506 547 0 0
1 Manitowoc "City Of Two Rivers Wards 7-8" 0 507 461 0 1
1 Manitowoc "Town Of Cooperstown Wards 1-2" 0 201 443 0 2
1 Manitowoc "Town Of Franklin Wards 1-3" 0 191 421 0 0
1 Manitowoc "Town Of Gibson Wards 1-2" 0 213 446 0 0
1 Manitowoc "Town Of Kossuth Wards 1-3" 0 368 653 0 0
1 Manitowoc "Town Of Mishicot Wards 1-2" 0 180 413 0 0
1 Manitowoc "Town Of Two Creeks Ward 1" 0 67 149 0 0
1 Manitowoc "Town Of Two Rivers Wards 1-2" 0 354 522 0 0
1 Manitowoc "Village Of Francis Creek Ward 1" 0 119 184 0 1
1 Manitowoc "Village Of Kellnersville Ward 1" 0 56 76 0 0
1 Manitowoc "Village Of Maribel Ward 1" 0 42 95 0 0
1 Manitowoc "Village Of Mishicot Wards 1-4" 0 225 394 0 1
1 Outagamie "City Of Appleton Ward 59" 0 3 4 0 0
1 Outagamie "City Of Kaukauna Ward 12" 0 0 0 0 0
1 Outagamie "City Of Kaukauna Wards 13-14" 0 0 0 0 0
1 Outagamie "Town Of Buchanan Wards 1-10" 0 1536 1845 0 0
1 Outagamie "Village Of Combined Locks Wards 1-6" 0 801 954 0 0
1 Outagamie "Village Of Harrison Wards 1-2" 0 0 0 0 0
1 Outagamie "Village Of Kimberly Wards 1-9" 0 1609 1485 0 0
1 Outagamie "Village Of Little Chute Ward 7" 0 388 429 0 0
1 Outagamie "Village Of Little Chute Wards 3,9-11" 0 789 808 0 0
1 Outagamie "Village Of Wrightstown Ward 4" 0 41 101 0 0
3 Milwaukee "City Of Greenfield Ward 1" 0 621 0 0 29
3 Milwaukee "City Of Greenfield Ward 18" 0 462 0 0 22
3 Milwaukee "City Of Greenfield Ward 3" 0 547 0 0 13
3 Milwaukee "City Of Greenfield Ward 4" 0 493 0 0 18
3 Milwaukee "City Of Milwaukee Ward 206" 0 418 0 0 11
3 Milwaukee "City Of Milwaukee Ward 207" 0 503 0 0 25
3 Milwaukee "City Of Milwaukee Ward 213" 0 573 0 0 24
3 Milwaukee "City Of Milwaukee Ward 215" 0 241 0 0 5
3 Milwaukee "City Of Milwaukee Ward 216" 0 218 0 0 4
3 Milwaukee "City Of Milwaukee Ward 217" 0 466 0 0 6
3 Milwaukee "City Of Milwaukee Ward 218" 0 527 0 0 9
3 Milwaukee "City Of Milwaukee Ward 219" 0 343 0 0 8
3 Milwaukee "City Of Milwaukee Ward 220" 0 412 0 0 14
3 Milwaukee "City Of Milwaukee Ward 221" 0 692 0 0 11
3 Milwaukee "City Of Milwaukee Ward 222" 0 386 0 0 6
3 Milwaukee "City Of Milwaukee Ward 223" 0 457 0 0 8
3 Milwaukee "City Of Milwaukee Ward 224" 0 314 0 0 3
3 Milwaukee "City Of Milwaukee Ward 225" 0 321 0 0 9
3 Milwaukee "City Of Milwaukee Ward 226" 0 185 0 0 1
3 Milwaukee "City Of Milwaukee Ward 227" 0 476 0 0 8
3 Milwaukee "City Of Milwaukee Ward 228" 0 248 0 0 0
3 Milwaukee "City Of Milwaukee Ward 229" 0 236 0 0 1
3 Milwaukee "City Of Milwaukee Ward 230" 0 453 0 0 0
3 Milwaukee "City Of Milwaukee Ward 231" 0 190 0 0 6
3 Milwaukee "City Of Milwaukee Ward 232" 0 130 0 0 0
3 Milwaukee "City Of Milwaukee Ward 233" 0 147 0 0 3
3 Milwaukee "City Of Milwaukee Ward 234" 0 324 0 0 7
3 Milwaukee "City Of Milwaukee Ward 235" 0 1137 0 0 26
3 Milwaukee "City Of Milwaukee Ward 236" 0 316 0 0 3
3 Milwaukee "City Of Milwaukee Ward 237" 0 420 0 0 4
3 Milwaukee "City Of Milwaukee Ward 238" 0 330 0 0 3
3 Milwaukee "City Of Milwaukee Ward 239" 0 303 0 0 2
3 Milwaukee "City Of Milwaukee Ward 240" 0 390 0 0 7
3 Milwaukee "City Of Milwaukee Ward 249" 0 274 0 0 6
3 Milwaukee "City Of Milwaukee Ward 250" 0 242 0 0 3
3 Milwaukee "City Of Milwaukee Ward 251" 0 187 0 0 4
3 Milwaukee "City Of Milwaukee Ward 252" 0 329 0 0 6
3 Milwaukee "City Of Milwaukee Ward 253" 0 152 0 0 3
3 Milwaukee "City Of Milwaukee Ward 254" 0 150 0 0 1
3 Milwaukee "City Of Milwaukee Ward 255" 0 163 0 0 2
3 Milwaukee "City Of Milwaukee Ward 256" 0 191 0 0 0
3 Milwaukee "City Of Milwaukee Ward 257" 0 444 0 0 7
3 Milwaukee "City Of Milwaukee Ward 258" 0 522 0 0 4
3 Milwaukee "City Of Milwaukee Ward 259" 0 369 0 0 10
3 Milwaukee "City Of Milwaukee Ward 260" 0 279 0 0 2
3 Milwaukee "City Of Milwaukee Ward 261" 0 352 0 0 14
3 Milwaukee "City Of Milwaukee Ward 262" 0 669 0 0 16
3 Milwaukee "City Of Milwaukee Ward 263" 0 379 0 0 6
3 Milwaukee "City Of Milwaukee Ward 264" 0 692 0 0 21
3 Milwaukee "City Of Milwaukee Ward 265" 0 403 0 0 7
3 Milwaukee "City Of Milwaukee Ward 266" 0 402 0 0 21
3 Milwaukee "City Of Milwaukee Ward 267" 0 379 0 0 13
3 Milwaukee "City Of Milwaukee Ward 268" 0 879 0 0 32
3 Milwaukee "City Of Milwaukee Ward 279" 0 578 0 0 29
3 Milwaukee "City Of Milwaukee Ward 280" 0 1094 0 0 35
3 Milwaukee "City Of Milwaukee Ward 281" 0 513 0 0 11
3 Milwaukee "City Of Milwaukee Ward 282" 0 206 0 0 6
3 Milwaukee "City Of Milwaukee Ward 283" 0 454 0 0 15
3 Milwaukee "City Of Milwaukee Ward 284" 0 489 0 0 13
3 Milwaukee "City Of Milwaukee Ward 285" 0 110 0 0 3
3 Milwaukee "City Of Milwaukee Ward 286" 0 323 0 0 11
3 Milwaukee "City Of Milwaukee Ward 287" 0 346 0 0 15
3 Milwaukee "City Of Milwaukee Ward 288" 0 736 0 0 19
3 Milwaukee "City Of Milwaukee Ward 289" 0 415 0 0 8
3 Milwaukee "City Of Milwaukee Ward 290" 0 377 0 0 7
3 Milwaukee "City Of Milwaukee Ward 291" 0 366 0 0 10
3 Milwaukee "City Of Milwaukee Ward 292" 0 420 0 0 8
3 Milwaukee "City Of Milwaukee Ward 306" 0 501 0 0 8
3 Milwaukee "City Of Milwaukee Ward 307" 0 490 0 0 11
3 Milwaukee "City Of Milwaukee Ward 308" 0 450 0 0 9
3 Milwaukee "City Of Milwaukee Ward 309" 0 761 0 0 16
3 Milwaukee "City Of Milwaukee Ward 310" 0 197 0 0 4
3 Milwaukee "City Of Milwaukee Ward 311" 0 399 0 0 19
3 Milwaukee "City Of Milwaukee Ward 312" 0 582 0 0 16
3 Milwaukee "City Of Milwaukee Ward 320" 0 35 0 0 1
3 Milwaukee "City Of Milwaukee Ward 321" 0 130 0 0 1
3 Milwaukee "City Of Milwaukee Ward 322" 0 77 0 0 1
3 Milwaukee "City Of Milwaukee Ward 323" 0 164 0 0 2
3 Milwaukee "City Of Milwaukee Ward 324" 0 76 0 0 1
3 Milwaukee "City Of Milwaukee Ward 325" 0 323 0 0 0
3 Milwaukee "City Of Milwaukee Ward 326" 0 1 0 0 2
3 Milwaukee "City Of Milwaukee Ward 327" 0 0 0 0 0
3 Milwaukee "City Of West Allis Ward 1" 0 554 0 0 25
3 Milwaukee "City Of West Allis Ward 10" 0 681 0 0 39
3 Milwaukee "City Of West Allis Ward 2" 0 713 0 0 26
3 Milwaukee "City Of West Allis Ward 20" 0 603 0 0 25
3 Milwaukee "City Of West Allis Ward 3" 0 537 0 0 18
3 Milwaukee "City Of West Allis Ward 4" 0 757 0 0 42
3 Milwaukee "City Of West Allis Ward 5" 0 609 0 0 22
3 Milwaukee "Village Of West Milwaukee Wards 1-2,5" 0 515 0 0 13
3 Milwaukee "Village Of West Milwaukee Wards 3-4,6" 0 557 0 0 20
5 Milwaukee "City Of Milwaukee Ward 208" 0 437 262 0 4
5 Milwaukee "City Of Milwaukee Ward 209" 0 346 293 0 4
5 Milwaukee "City Of Milwaukee Ward 210" 0 298 305 0 2
5 Milwaukee "City Of Milwaukee Ward 211" 0 372 225 0 0
5 Milwaukee "City Of Milwaukee Ward 212" 0 449 265 0 2
5 Milwaukee "City Of Milwaukee Ward 82" 0 396 301 0 0
5 Milwaukee "City Of Milwaukee Ward 85" 0 527 313 0 2
5 Milwaukee "City Of Milwaukee Ward 86" 0 531 296 0 0
5 Milwaukee "City Of Milwaukee Ward 87" 0 351 155 0 0
5 Milwaukee "City Of Milwaukee Ward 93" 0 402 175 0 0
5 Milwaukee "City Of Wauwatosa Ward 1" 0 762 413 0 1
5 Milwaukee "City Of Wauwatosa Ward 10" 0 751 364 0 1
5 Milwaukee "City Of Wauwatosa Ward 11" 0 789 362 0 2
5 Milwaukee "City Of Wauwatosa Ward 12" 0 762 617 0 0
5 Milwaukee "City Of Wauwatosa Ward 13" 0 418 208 0 1
5 Milwaukee "City Of Wauwatosa Ward 14" 0 792 414 0 1
5 Milwaukee "City Of Wauwatosa Ward 15" 0 920 346 0 1
5 Milwaukee "City Of Wauwatosa Ward 16" 0 782 619 0 0
5 Milwaukee "City Of Wauwatosa Ward 17" 0 554 631 0 0
5 Milwaukee "City Of Wauwatosa Ward 18" 0 564 382 0 1
5 Milwaukee "City Of Wauwatosa Ward 19" 0 617 425 0 0
5 Milwaukee "City Of Wauwatosa Ward 2" 0 785 353 0 0
5 Milwaukee "City Of Wauwatosa Ward 20" 0 724 635 0 3
5 Milwaukee "City Of Wauwatosa Ward 21" 0 502 481 0 2
5 Milwaukee "City Of Wauwatosa Ward 22" 0 623 474 0 0
5 Milwaukee "City Of Wauwatosa Ward 23" 0 559 491 0 0
5 Milwaukee "City Of Wauwatosa Ward 3" 0 785 437 0 2
5 Milwaukee "City Of Wauwatosa Ward 4" 0 980 673 0 0
5 Milwaukee "City Of Wauwatosa Ward 5" 0 539 348 0 0
5 Milwaukee "City Of Wauwatosa Ward 6" 0 612 282 0 1
5 Milwaukee "City Of Wauwatosa Ward 7" 0 831 563 0 3
5 Milwaukee "City Of Wauwatosa Ward 8" 0 313 324 0 0
5 Milwaukee "City Of Wauwatosa Ward 9" 0 642 574 0 0
5 Milwaukee "City Of West Allis Ward 11" 0 599 571 0 2
5 Milwaukee "City Of West Allis Ward 12" 0 502 545 0 2
5 Milwaukee "City Of West Allis Ward 13" 0 698 708 0 3
5 Milwaukee "City Of West Allis Ward 14" 0 473 322 0 1
5 Milwaukee "City Of West Allis Ward 15" 0 460 369 0 3
5 Milwaukee "City Of West Allis Ward 16" 0 410 404 0 3
5 Milwaukee "City Of West Allis Ward 17" 0 597 539 0 1
5 Milwaukee "City Of West Allis Ward 18" 0 686 685 0 3
5 Milwaukee "City Of West Allis Ward 19" 0 601 592 0 4
5 Milwaukee "City Of West Allis Ward 21" 0 589 461 0 1
5 Milwaukee "City Of West Allis Ward 22" 0 468 384 0 3
5 Milwaukee "City Of West Allis Ward 23" 0 582 633 0 2
5 Milwaukee "City Of West Allis Ward 24" 0 411 300 0 2
5 Milwaukee "City Of West Allis Ward 25" 0 549 607 0 2
5 Milwaukee "City Of West Allis Ward 6" 0 457 319 0 4
5 Milwaukee "City Of West Allis Ward 7" 0 548 379 0 1
5 Milwaukee "City Of West Allis Ward 8" 0 514 338 0 3
5 Milwaukee "City Of West Allis Ward 9" 0 624 465 0 1
5 Waukesha "City Of Brookfield Ward 1" 0 392 663 0 0
5 Waukesha "City Of Brookfield Ward 10" 0 431 687 0 0
5 Waukesha "City Of Brookfield Ward 11" 0 421 561 0 0
5 Waukesha "City Of Brookfield Ward 12" 0 382 756 0 0
5 Waukesha "City Of Brookfield Ward 13" 0 386 734 0 1
5 Waukesha "City Of Brookfield Ward 14" 0 264 545 0 2
5 Waukesha "City Of Brookfield Ward 15" 0 301 643 0 0
5 Waukesha "City Of Brookfield Ward 16" 0 128 284 0 0
5 Waukesha "City Of Brookfield Ward 17" 0 363 707 0 0
5 Waukesha "City Of Brookfield Ward 18" 0 312 547 0 0
5 Waukesha "City Of Brookfield Ward 19" 0 282 442 0 1
5 Waukesha "City Of Brookfield Ward 2" 0 416 702 0 0
5 Waukesha "City Of Brookfield Ward 20" 0 397 630 0 0
5 Waukesha "City Of Brookfield Ward 21" 0 383 505 0 3
5 Waukesha "City Of Brookfield Ward 22" 0 446 611 0 1
5 Waukesha "City Of Brookfield Ward 23" 0 382 498 0 0
5 Waukesha "City Of Brookfield Ward 24" 0 454 694 0 0
5 Waukesha "City Of Brookfield Ward 3" 0 418 769 0 1
5 Waukesha "City Of Brookfield Ward 4" 0 261 396 0 0
5 Waukesha "City Of Brookfield Ward 5" 0 436 845 0 0
5 Waukesha "City Of Brookfield Ward 6" 0 231 497 0 0
5 Waukesha "City Of Brookfield Ward 7" 0 319 517 0 1
5 Waukesha "City Of Brookfield Ward 8" 0 462 767 0 0
5 Waukesha "City Of Brookfield Ward 9" 0 339 628 0 1
5 Waukesha "City Of New Berlin Ward 1" 0 445 675 0 1
5 Waukesha "City Of New Berlin Ward 17" 0 77 100 0 0
5 Waukesha "City Of New Berlin Ward 2" 0 319 506 0 0
5 Waukesha "City Of New Berlin Ward 22" 0 481 633 0 1
5 Waukesha "City Of New Berlin Ward 23" 0 305 505 0 0
5 Waukesha "City Of New Berlin Ward 25" 0 247 486 0 1
5 Waukesha "City Of New Berlin Ward 3" 0 469 692 0 1
5 Waukesha "City Of New Berlin Ward 4" 0 399 571 0 0
5 Waukesha "City Of New Berlin Ward 5" 0 597 927 0 2
5 Waukesha "City Of New Berlin Ward 6" 0 179 152 0 0
5 Waukesha "City Of New Berlin Ward 8" 0 564 845 0 1
5 Waukesha "City Of New Berlin Ward 9" 0 487 694 0 1
5 Waukesha "Town Of Brookfield Ward 9" 0 96 153 0 1
5 Waukesha "Town Of Brookfield Wards 1,3-4,10" 0 583 1020 0 2
5 Waukesha "Town Of Brookfield Wards 2,5-8" 0 731 1153 0 3
5 Waukesha "Village Of Elm Grove Wards 1-4" 0 771 1342 0 1
5 Waukesha "Village Of Elm Grove Wards 5-8" 0 752 1127 0 2
7 Milwaukee "City Of Cudahy Wards 1-3" 0 1056 578 0 2
7 Milwaukee "City Of Cudahy Wards 10-12" 0 814 706 0 2
7 Milwaukee "City Of Cudahy Wards 13-15" 0 1016 794 0 2
7 Milwaukee "City Of Cudahy Wards 4-6" 0 855 556 0 0
7 Milwaukee "City Of Cudahy Wards 7-9" 0 772 485 0 1
7 Milwaukee "City Of Franklin Ward 12" 0 285 413 0 0
7 Milwaukee "City Of Franklin Ward 15B" 0 151 173 0 0
7 Milwaukee "City Of Milwaukee Ward 126" 0 757 46 0 2
7 Milwaukee "City Of Milwaukee Ward 127" 0 987 202 0 2
7 Milwaukee "City Of Milwaukee Ward 128" 0 1080 233 0 6
7 Milwaukee "City Of Milwaukee Ward 129" 0 696 191 0 5
7 Milwaukee "City Of Milwaukee Ward 130" 0 745 249 0 5
7 Milwaukee "City Of Milwaukee Ward 131" 0 762 246 0 6
7 Milwaukee "City Of Milwaukee Ward 132" 0 1065 374 0 3
7 Milwaukee "City Of Milwaukee Ward 133" 0 634 94 0 2
7 Milwaukee "City Of Milwaukee Ward 134" 0 696 120 0 5
7 Milwaukee "City Of Milwaukee Ward 135" 0 848 139 0 4
7 Milwaukee "City Of Milwaukee Ward 136" 0 806 141 0 1
7 Milwaukee "City Of Milwaukee Ward 137" 0 519 73 0 2
7 Milwaukee "City Of Milwaukee Ward 178" 0 1061 244 0 2
7 Milwaukee "City Of Milwaukee Ward 179" 0 1199 197 0 3
7 Milwaukee "City Of Milwaukee Ward 180" 0 813 193 0 3
7 Milwaukee "City Of Milwaukee Ward 181" 0 1056 341 0 1
7 Milwaukee "City Of Milwaukee Ward 182" 0 1116 256 0 4
7 Milwaukee "City Of Milwaukee Ward 183" 0 1439 460 0 3
7 Milwaukee "City Of Milwaukee Ward 184" 0 925 341 0 2
7 Milwaukee "City Of Milwaukee Ward 185" 0 1264 406 0 1
7 Milwaukee "City Of Milwaukee Ward 186" 0 1350 629 0 2
7 Milwaukee "City Of Milwaukee Ward 241" 0 839 166 0 2
7 Milwaukee "City Of Milwaukee Ward 242" 0 638 145 0 0
7 Milwaukee "City Of Milwaukee Ward 243" 0 775 218 0 2
7 Milwaukee "City Of Milwaukee Ward 244" 0 657 152 0 0
7 Milwaukee "City Of Milwaukee Ward 245" 0 519 141 0 1
7 Milwaukee "City Of Milwaukee Ward 246" 0 937 192 0 2
7 Milwaukee "City Of Milwaukee Ward 247" 0 477 103 0 2
7 Milwaukee "City Of Milwaukee Ward 248" 0 949 184 0 3
7 Milwaukee "City Of Milwaukee Ward 293" 0 475 218 0 1
7 Milwaukee "City Of Milwaukee Ward 294" 0 367 179 0 0
7 Milwaukee "City Of Milwaukee Ward 295" 0 517 161 0 0
7 Milwaukee "City Of Milwaukee Ward 296" 0 612 247 0 1
7 Milwaukee "City Of Milwaukee Ward 297" 0 616 164 0 1
7 Milwaukee "City Of Milwaukee Ward 298" 0 525 139 0 3
7 Milwaukee "City Of Milwaukee Ward 299" 0 566 199 0 1
7 Milwaukee "City Of Milwaukee Ward 300" 0 873 236 0 4
7 Milwaukee "City Of Milwaukee Ward 301" 0 699 300 0 0
7 Milwaukee "City Of Milwaukee Ward 302" 0 417 241 0 2
7 Milwaukee "City Of Milwaukee Ward 303" 0 651 374 0 2
7 Milwaukee "City Of Milwaukee Ward 304" 0 458 267 0 0
7 Milwaukee "City Of Milwaukee Ward 305" 0 506 283 0 4
7 Milwaukee "City Of Milwaukee Ward 313" 0 821 580 0 4
7 Milwaukee "City Of Milwaukee Ward 314" 0 316 269 0 3
7 Milwaukee "City Of Milwaukee Ward 315" 0 616 449 0 1
7 Milwaukee "City Of Milwaukee Ward 316" 0 380 249 0 1
7 Milwaukee "City Of Milwaukee Ward 317" 0 489 258 0 3
7 Milwaukee "City Of Oak Creek Wards 1-3" 0 1320 1340 0 4
7 Milwaukee "City Of Oak Creek Wards 10-12" 0 1308 1526 0 5
7 Milwaukee "City Of Oak Creek Wards 13-15" 0 1279 1626 0 1
7 Milwaukee "City Of Oak Creek Wards 16-19" 0 1246 940 0 2
7 Milwaukee "City Of Oak Creek Wards 4-6" 0 1302 1068 0 0
7 Milwaukee "City Of Oak Creek Wards 7-9" 0 1361 1350 0 3
7 Milwaukee "City Of South Milwaukee Wards 1-4" 0 1306 936 0 9
7 Milwaukee "City Of South Milwaukee Wards 13-16" 0 1206 963 0 5
7 Milwaukee "City Of South Milwaukee Wards 5-8" 0 1102 873 0 8
7 Milwaukee "City Of South Milwaukee Wards 9-12" 0 1408 1144 0 4
7 Milwaukee "City Of St. Francis Wards 1-4" 0 866 511 0 5
7 Milwaukee "City Of St. Francis Wards 5-8" 0 942 583 0 3
7 Milwaukee "City Of St. Francis Wards 9-12" 0 1090 605 0 2
9 Calumet "City Of Chilton Wards 1-5" 0 514 907 0 0
9 Calumet "City Of Kiel Ward 7" 0 48 70 0 0
9 Calumet "Town Of Charlestown Ward 1" 0 104 290 0 0
9 Calumet "Town Of Chilton Wards 1-3" 0 137 398 0 0
9 Calumet "Town Of Rantoul Ward 1" 0 92 261 0 0
9 Calumet "Village Of Hilbert Wards 1-2" 0 119 329 0 0
9 Calumet "Village Of Potter Ward 1" 0 29 93 0 0
9 Manitowoc "City Of Kiel Wards 1-6,8-9" 0 632 1057 0 2
9 Manitowoc "City Of Manitowoc Wards 1-2" 0 593 573 0 1
9 Manitowoc "City Of Manitowoc Wards 11-12" 0 683 834 0 1
9 Manitowoc "City Of Manitowoc Wards 13-14" 0 476 551 0 0
9 Manitowoc "City Of Manitowoc Wards 15-16" 0 703 1012 0 0
9 Manitowoc "City Of Manitowoc Wards 17-18,21,23-26,28" 0 561 655 0 0
9 Manitowoc "City Of Manitowoc Wards 19-20,27" 0 738 1144 0 1
9 Manitowoc "City Of Manitowoc Wards 3-4,22" 0 578 661 0 0
9 Manitowoc "City Of Manitowoc Wards 5-6" 0 669 534 0 0
9 Manitowoc "City Of Manitowoc Wards 7-8" 0 396 339 0 2
9 Manitowoc "City Of Manitowoc Wards 9-10,29" 0 602 604 0 0
9 Manitowoc "Town Of Cato Wards 1-2" 0 263 542 0 0
9 Manitowoc "Town Of Centerville Ward 1" 0 124 214 0 0
9 Manitowoc "Town Of Eaton Ward 1" 0 129 293 0 0
9 Manitowoc "Town Of Liberty Wards 1-2" 0 181 490 0 0
9 Manitowoc "Town Of Manitowoc Rapids Wards 1-5" 0 420 836 0 1
9 Manitowoc "Town Of Manitowoc Wards 1-2" 0 204 322 0 0
9 Manitowoc "Town Of Maple Grove Ward 1" 0 89 298 0 0
9 Manitowoc "Town Of Meeme Wards 1,4" 0 133 309 0 2
9 Manitowoc "Town Of Meeme Wards 2-3" 0 99 220 0 0
9 Manitowoc "Town Of Newton Wards 1-3" 0 357 808 0 1
9 Manitowoc "Town Of Rockland Wards 1-2" 0 115 327 0 0
9 Manitowoc "Town Of Schleswig Wards 1-2" 0 364 716 0 0
9 Manitowoc "Village Of Cleveland Wards 1-2" 0 326 362 0 0
9 Manitowoc "Village Of Reedsville Wards 1-3" 0 161 302 0 1
9 Manitowoc "Village Of St. Nazianz Ward 1" 0 92 193 0 0
9 Manitowoc "Village Of Valders Ward 1" 0 136 269 0 0
9 Manitowoc "Village Of Whitelaw Ward 1" 0 112 212 0 0
9 Sheboygan "City Of Plymouth Wards 1-12" 0 1693 2290 0 1
9 Sheboygan "City Of Sheboygan Falls Wards 1-9" 0 1706 2223 0 3
9 Sheboygan "City Of Sheboygan Falls Wards 10-11" 0 0 0 0 0
9 Sheboygan "City Of Sheboygan Ward 1" 0 588 503 0 2
9 Sheboygan "City Of Sheboygan Ward 10" 0 421 227 0 2
9 Sheboygan "City Of Sheboygan Ward 11" 0 394 255 0 1
9 Sheboygan "City Of Sheboygan Ward 12" 0 388 317 0 1
