COUNTY AREA TOTAL DEM REP Blankenship Jorgensen Carroll WRI1 WRI2 WRI3 WRI4 WRI5 WRI6 WRI7 SCATTERING
ASHLAND "Town of JACOBS Ward 1" 367 116 249 0 2 0 0 0 0 0 0 0 0 0
ASHLAND "Town of LA POINTE Ward 1" 294 236 52 0 5 0 0 0 0 0 0 0 0 1
ASHLAND "Town of MARENGO Wards 1-2" 228 110 113 0 3 1 0 0 0 0 0 0 0 1
ASHLAND "Town of MORSE Wards 1-3" 336 158 175 1 2 0 0 0 0 0 0 0 0 0
ASHLAND "Town of PEEKSVILLE Wards 1-2" 99 34 64 0 0 0 0 0 0 0 0 0 0 1
ASHLAND "Town of SANBORN Wards 1-2" 530 442 85 0 2 0 0 0 0 0 0 0 0 1
ASHLAND "Town of SHANAGOLDEN Ward 1" 83 38 45 0 0 0 0 0 0 0 0 0 0 0
ASHLAND "Town of WHITE RIVER Wards 1-2" 559 162 396 0 1 0 0 0 0 0 0 0 0 0
ASHLAND "Village of BUTTERNUT Wards 1-2" 184 74 110 0 0 0 0 0 0 0 0 0 0 0
ASHLAND "City of ASHLAND Wards 1-5" 2044 1259 749 4 24 4 0 0 0 1 0 0 0 3
ASHLAND "City of ASHLAND Wards 6-11" 2209 1401 769 4 20 5 0 0 0 5 0 1 0 4
ASHLAND "City of MELLEN Ward 1" 345 173 170 1 1 0 0 0 0 0 0 0 0 0
BARRON "Town of ALMENA Wards 1-2" 583 171 405 3 4 0 0 0 0 0 0 0 0 0
BARRON "Town of ARLAND Ward 1" 346 123 215 0 6 2 0 0 0 0 0 0 0 0
BARRON "Town of BARRON Wards 1-2" 420 109 304 1 6 0 0 0 0 0 0 0 0 0
BARRON "Town of BEAR LAKE Ward 1" 444 174 266 0 3 1 0 0 0 0 0 0 0 0
BARRON "Town of CEDAR LAKE Ward 1" 785 256 525 0 4 0 0 0 0 0 0 0 0 0
BARRON "Town of CHETEK Wards 1-2" 1189 462 713 4 10 0 0 0 0 0 0 0 0 0
BARRON "Town of CLINTON Ward 1" 396 121 272 0 2 1 0 0 0 0 0 0 0 0
BARRON "Town of CRYSTAL LAKE Ward 1" 469 147 320 1 1 0 0 0 0 0 0 0 0 0
BARRON "Town of CUMBERLAND Ward 1" 492 169 315 2 5 0 0 0 0 0 0 0 0 1
BARRON "Town of DALLAS Ward 1" 311 82 225 0 4 0 0 0 0 0 0 0 0 0
BARRON "Town of DOVRE Ward 1" 443 144 297 0 2 0 0 0 0 0 0 0 0 0
BARRON "Town of DOYLE Wards 1-2" 316 98 214 0 4 0 0 0 0 0 0 0 0 0
BARRON "Town of LAKELAND Wards 1-2" 621 214 401 1 4 1 0 0 0 0 0 0 0 0
BARRON "Town of MAPLE GROVE Wards 1-2" 497 118 371 1 6 0 0 0 0 1 0 0 0 0
BARRON "Town of MAPLE PLAIN Ward 1" 516 219 291 0 5 1 0 0 0 0 0 0 0 0
BARRON "Town of OAK GROVE Wards 1-2" 537 189 343 1 4 0 0 0 0 0 0 0 0 0
BARRON "Town of PRAIRIE FARM Wards 1-2" 328 105 221 0 1 0 0 0 0 0 0 1 0 0
BARRON "Town of PRAIRIE LAKE Wards 1-2" 975 285 683 0 4 1 0 0 0 2 0 0 0 0
BARRON "Town of RICE LAKE Wards 1-4" 1739 674 1039 0 16 2 1 0 0 3 0 1 0 3
BARRON "Town of SIOUX CREEK Ward 1" 367 111 251 1 4 0 0 0 0 0 0 0 0 0
BARRON "Town of STANFOLD Ward 1" 407 129 274 0 4 0 0 0 0 0 0 0 0 0
BARRON "Town of STANLEY Wards 1-4" 1514 476 1017 3 16 1 0 0 0 0 0 0 0 1
BARRON "Town of SUMNER Ward 1" 462 145 308 1 7 1 0 0 0 0 0 0 0 0
BARRON "Town of TURTLE LAKE Ward 1" 360 108 244 1 3 0 0 0 0 2 0 0 0 2
BARRON "Town of VANCE CREEK Ward 1" 382 131 248 0 1 0 0 0 0 2 0 0 0 0
BARRON "Village of ALMENA Ward 1" 338 85 246 1 5 1 0 0 0 0 0 0 0 0
BARRON "Village of CAMERON Wards 1-3" 933 298 615 1 17 0 0 0 0 0 0 0 0 2
BARRON "Village of DALLAS Ward 1" 182 44 137 0 1 0 0 0 0 0 0 0 0 0
BARRON "Village of HAUGEN Ward 1" 155 60 90 2 1 0 0 0 0 1 1 0 0 0
BARRON "VILLAGE OF NEW AUBURN Ward 2" 11 5 5 0 1 0 0 0 0 0 0 0 0 0
BARRON "VILLAGE OF NEW AUBURN Ward 3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BARRON "Village of PRAIRIE FARM Ward 1" 218 66 147 2 3 0 0 0 0 0 0 0 0 0
BARRON "Village of TURTLE LAKE Ward 1" 443 161 273 0 9 0 0 0 0 0 0 0 0 0
BARRON "City of BARRON Wards 1-7" 1532 683 837 2 9 1 0 0 0 0 0 0 0 0
BARRON "City of CHETEK Wards 1-4" 1149 415 718 3 9 1 0 0 0 0 0 1 0 2
BARRON "City of CUMBERLAND Wards 1-4" 1185 492 681 2 10 0 0 0 0 0 0 0 0 0
BARRON "City of RICE LAKE Wards 1-13" 4301 1925 2292 4 71 7 0 0 0 2 0 0 0 0
BAYFIELD "Town of BARKSDALE Ward 1" 537 291 241 0 5 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of BARNES Ward 1" 673 321 346 1 5 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of BAYFIELD Ward 1" 564 399 158 0 5 0 0 0 0 2 0 0 0 0
BAYFIELD "Town of BAYVIEW Ward 1" 368 227 137 1 3 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of BELL Ward 1" 266 182 82 0 2 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of CABLE Ward 1" 614 270 339 0 5 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of CLOVER Ward 1" 207 118 88 0 1 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of DELTA Ward 1" 256 120 132 0 3 1 0 0 0 0 0 0 0 0
BAYFIELD "Town of DRUMMOND Ward 1" 372 196 168 0 8 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of EILEEN Wards 1-2" 471 211 258 0 2 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of GRAND VIEW Ward 1" 358 160 192 1 3 0 0 0 0 2 0 0 0 0
BAYFIELD "Town of HUGHES Ward 1" 350 160 189 0 1 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of IRON RIVER Wards 1-2" 812 366 440 0 6 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of KELLY Ward 1" 269 108 157 0 1 3 0 0 0 0 0 0 0 0
BAYFIELD "Town of KEYSTONE Ward 1" 236 89 143 0 3 0 0 0 0 0 0 0 0 1
BAYFIELD "Town of LINCOLN Ward 1" 193 76 114 1 2 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of MASON Ward 1" 191 82 108 0 1 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of NAMAKAGON Ward 1" 265 113 151 0 0 0 0 0 0 0 0 0 0 1
BAYFIELD "Town of ORIENTA Ward 1" 102 44 58 0 0 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of OULU Ward 1" 380 178 200 0 1 0 0 0 0 0 0 0 1 0
BAYFIELD "Town of PILSEN Ward 1" 155 85 65 0 3 2 0 0 0 0 0 0 0 0
BAYFIELD "Town of PORT WING Ward 1" 279 148 126 1 1 1 0 0 0 0 0 0 0 2
BAYFIELD "Town of RUSSELL Wards 1-2" 699 601 91 0 7 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of TRIPP Ward 1" 146 64 82 0 0 0 0 0 0 0 0 0 0 0
BAYFIELD "Town of WASHBURN Ward 1" 405 256 143 0 3 2 0 0 0 1 0 0 0 0
BAYFIELD "Village of MASON Ward 1" 56 24 32 0 0 0 0 0 0 0 0 0 0 0
BAYFIELD "CITY OF ASHLAND Ward 12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BAYFIELD "City of BAYFIELD Wards 1-4" 373 314 57 0 2 0 0 0 0 0 0 0 0 0
BAYFIELD "City of WASHBURN Wards 1-4" 1283 944 320 6 7 4 0 0 0 2 0 0 0 0
BROWN "Town of EATON Wards 1-2" 1061 323 725 0 12 1 0 0 0 0 0 0 0 0
BROWN "Town of GLENMORE Wards 1-2" 682 180 493 0 8 0 0 0 0 0 0 0 0 1
BROWN "Town of GREEN BAY Wards 1-3" 1409 379 1011 4 12 1 0 0 0 0 0 0 0 2
BROWN "Town of HOLLAND Wards 1-2" 1016 302 703 2 7 0 0 0 0 0 0 0 0 2
BROWN "Town of HUMBOLDT Wards 1-2" 848 230 610 1 3 0 0 0 0 0 0 0 0 4
BROWN "Town of LAWRENCE Wards 1-6" 4025 1518 2423 8 63 3 0 0 0 3 0 0 0 7
BROWN "Town of LEDGEVIEW Wards 1-3,8-10" 2843 1237 1553 6 34 2 0 0 0 0 0 0 0 11
BROWN "Town of LEDGEVIEW Wards 4-7" 2505 1089 1348 0 50 6 0 0 0 5 0 0 0 7
BROWN "Town of MORRISON Wards 1-2" 979 196 768 5 8 1 0 0 0 0 0 0 0 1
BROWN "Town of NEW DENMARK Wards 1-3" 1028 324 689 1 11 1 0 0 0 0 0 0 0 2
BROWN "Town of PITTSFIELD Wards 1-3" 1891 525 1336 2 21 0 0 0 0 0 0 0 0 7
BROWN "Town of ROCKLAND Wards 1-3" 1217 408 787 3 11 4 0 0 0 0 0 0 0 4
BROWN "Town of SCOTT Wards 1-4" 2554 1024 1505 6 8 3 0 0 0 0 0 0 0 8
BROWN "Town of WRIGHTSTOWN Wards 1-3" 1519 445 1053 2 16 3 0 0 0 0 0 0 0 0
BROWN "Village of ALLOUEZ Wards 1-2" 2124 1197 867 3 44 5 0 0 0 0 0 0 0 8
BROWN "Village of ALLOUEZ Wards 3-4" 1938 1031 874 2 28 2 0 0 0 1 0 0 0 0
BROWN "Village of ALLOUEZ Wards 5-6" 2421 1196 1180 3 24 5 0 0 0 1 0 1 0 11
BROWN "Village of ALLOUEZ Wards 7-9" 1968 1051 884 2 18 5 0 0 0 1 0 0 0 7
BROWN "Village of ALLOUEZ Ward 10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BROWN "Village of ASHWAUBENON Wards 1-2" 1463 706 722 2 25 1 0 0 0 0 0 0 0 7
BROWN "Village of ASHWAUBENON Wards 3-4" 1357 615 716 2 20 2 0 0 0 0 0 0 0 2
BROWN "Village of ASHWAUBENON Wards 5-6" 1579 710 842 5 16 2 0 0 0 0 0 0 0 4
BROWN "Village of ASHWAUBENON Wards 7-8" 1929 829 1064 0 27 1 0 0 0 1 1 2 0 4
BROWN "Village of ASHWAUBENON Wards 9-10" 2106 870 1207 2 17 8 0 0 0 0 0 0 0 2
BROWN "Village of ASHWAUBENON Wards 11-12" 1842 905 908 1 23 2 0 0 0 0 0 0 0 3
BROWN "Village of BELLEVUE Wards 1-6" 4128 2015 2049 4 43 10 0 0 0 0 0 0 0 7
BROWN "Village of BELLEVUE Wards 7-10" 4741 2038 2645 4 41 7 0 0 0 1 0 0 0 5
BROWN "Village of DENMARK Wards 1-4" 1279 436 820 3 15 3 0 0 0 0 0 0 0 2
BROWN "Village of HOBART Wards 1-8" 5782 2428 3269 2 63 4 0 0 0 1 0 0 0 15
BROWN "Village of HOBART Ward 9" 125 72 45 0 8 0 0 0 0 0 0 0 0 0
BROWN "Village of HOWARD Wards 1,12-14" 2431 967 1428 4 26 5 0 0 0 0 0 1 0 0
BROWN "Village of HOWARD Wards 2,9-11,18" 3797 1672 2065 9 40 0 0 0 0 0 0 0 0 11
BROWN "Village of HOWARD Wards 3-4,6" 1563 695 835 2 23 3 0 0 0 0 0 0 0 5
BROWN "Village of HOWARD Ward 5" 442 167 267 0 3 2 0 0 0 0 0 0 0 3
BROWN "Village of HOWARD Ward 7" 838 343 480 0 12 1 0 0 0 1 0 1 0 0
BROWN "Village of HOWARD Ward 8" 1194 506 674 1 9 0 0 0 0 4 0 0 0 0
BROWN "Village of HOWARD Wards 15-16" 1946 718 1199 2 21 5 0 0 0 0 0 0 0 1
BROWN "Village of PULASKI Wards 1-3,6" 1901 655 1218 3 21 1 0 0 0 0 0 0 0 3
BROWN "Village of SUAMICO Wards 1-4" 3728 1282 2394 7 31 5 0 0 0 0 0 1 0 8
BROWN "Village of SUAMICO Wards 5-8" 4621 1612 2939 8 46 10 0 0 0 0 0 0 0 6
BROWN "Village of WRIGHTSTOWN Wards 1-3" 1676 558 1081 2 29 1 0 0 0 0 0 2 0 3
BROWN "City of DE PERE Wards 1-4" 3982 2050 1849 4 57 5 0 0 0 1 0 2 0 14
BROWN "City of DE PERE Ward 5" 266 149 111 2 3 0 0 0 0 0 0 0 0 1
BROWN "City of DE PERE Wards 6-8" 2759 1400 1310 2 33 4 0 0 0 2 0 1 0 7
BROWN "City of DE PERE Wards 9,18" 851 422 413 2 6 2 0 0 0 0 0 0 0 6
BROWN "City of DE PERE Wards 10-12" 2769 1322 1381 7 44 4 0 0 0 0 0 0 0 11
BROWN "City of DE PERE Wards 13-15" 3762 1677 2004 8 63 4 0 0 0 0 0 0 0 6
BROWN "City of DE PERE Wards 16-17" 4 1 2 0 1 0 0 0 0 0 0 0 0 0
BROWN "City of GREEN BAY Ward 1" 28 10 18 0 0 0 0 0 0 0 0 0 0 0
BROWN "City of GREEN BAY Ward 2" 1523 721 775 5 15 6 0 0 0 0 0 0 0 1
BROWN "City of GREEN BAY Ward 3" 1205 633 549 1 13 5 0 0 0 0 0 0 0 4
BROWN "City of GREEN BAY Ward 4" 2334 1041 1249 8 25 2 0 0 0 1 0 1 0 7
BROWN "City of GREEN BAY Ward 5" 794 373 404 0 11 1 0 0 0 0 0 1 0 4
BROWN "City of GREEN BAY Ward 6" 1777 826 919 1 23 4 0 0 0 0 0 0 0 4
BROWN "City of GREEN BAY Ward 7" 992 480 488 1 19 2 0 0 0 0 0 0 0 2
BROWN "City of GREEN BAY Ward 8" 1751 890 834 3 22 0 0 0 0 0 0 1 0 1
BROWN "City of GREEN BAY Ward 9" 658 372 274 1 7 1 0 0 0 0 0 0 0 3
BROWN "City of GREEN BAY Ward 10" 695 383 303 0 7 0 0 0 0 0 0 1 0 1
BROWN "City of GREEN BAY Ward 11" 746 367 367 0 7 4 0 0 0 0 0 0 0 1
BROWN "City of GREEN BAY Ward 12" 742 423 293 0 20 1 0 0 0 2 0 0 0 3
BROWN "City of GREEN BAY Ward 13" 742 483 239 2 16 1 0 0 0 0 0 0 0 1
BROWN "City of GREEN BAY Ward 14" 714 408 292 4 10 0 0 0 0 0 0 0 0 0
BROWN "City of GREEN BAY Ward 15" 1277 778 467 1 25 2 0 0 0 0 0 0 0 4
BROWN "City of GREEN BAY Ward 16" 1028 699 306 0 21 1 0 0 0 0 0 0 0 1
BROWN "City of GREEN BAY Ward 17" 937 564 357 1 8 0 0 0 0 0 0 2 0 5
BROWN "City of GREEN BAY Ward 18" 918 506 393 2 11 1 0 0 0 0 0 0 0 5
BROWN "City of GREEN BAY Ward 19" 770 452 297 2 14 0 0 0 0 2 0 1 0 2
BROWN "City of GREEN BAY Ward 20" 775 456 300 2 12 2 0 0 0 1 0 1 0 1
BROWN "City of GREEN BAY Ward 21" 676 427 237 2 8 1 0 0 0 0 0 0 0 1
BROWN "City of GREEN BAY Ward 22" 359 198 151 1 7 0 0 0 0 0 0 0 0 2
BROWN "City of GREEN BAY Ward 23" 726 449 258 1 14 1 0 0 0 1 0 0 0 2
BROWN "City of GREEN BAY Ward 24" 921 538 363 0 15 1 0 0 0 0 0 0 0 4
BROWN "City of GREEN BAY Ward 25" 854 458 371 3 19 2 0 0 0 0 0 0 0 1
BROWN "City of GREEN BAY Ward 26" 875 578 273 4 17 1 0 0 0 0 0 0 0 2
BROWN "City of GREEN BAY Ward 27" 358 243 110 0 3 1 0 0 0 0 0 0 0 1
BROWN "City of GREEN BAY Ward 28" 865 503 336 1 23 1 0 0 0 0 0 0 0 1
BROWN "City of GREEN BAY Ward 29" 1255 649 573 4 26 3 0 0 0 0 0 0 0 0
BROWN "City of GREEN BAY Ward 30" 1046 646 368 3 21 2 0 0 0 0 0 0 1 5
BROWN "City of GREEN BAY Ward 31" 1121 578 517 1 23 0 0 0 0 0 0 0 0 2
BROWN "City of GREEN BAY Ward 32" 959 509 427 0 20 1 0 0 0 0 0 0 0 2
BROWN "City of GREEN BAY Ward 33" 645 336 297 0 11 0 0 0 0 0 0 0 0 1
BROWN "City of GREEN BAY Ward 34" 1238 596 620 1 16 1 0 0 0 0 0 0 0 4
BROWN "City of GREEN BAY Ward 35" 847 398 437 0 9 1 0 0 0 0 0 0 0 2
BROWN "City of GREEN BAY Ward 36" 545 320 208 2 11 3 0 0 0 0 0 0 0 1
BROWN "City of GREEN BAY Ward 37" 886 450 425 1 6 0 1 0 0 0 0 0 0 3
BROWN "City of GREEN BAY Ward 38" 1185 673 490 3 15 0 0 0 0 0 0 0 0 4
BROWN "City of GREEN BAY Ward 39" 1331 693 608 3 20 2 0 0 0 1 0 0 0 4
BROWN "City of GREEN BAY Ward 40" 828 449 363 3 11 1 0 0 0 0 0 0 0 1
BROWN "City of GREEN BAY Ward 41" 489 243 237 1 4 2 0 0 0 0 0 0 0 2
BROWN "City of GREEN BAY Ward 42" 756 423 318 2 9 1 0 0 0 1 1 0 0 1
BROWN "City of GREEN BAY Ward 43" 1241 646 571 1 20 0 0 0 0 0 0 0 0 3
BROWN "City of GREEN BAY Ward 44" 1654 801 824 0 17 9 0 0 0 1 0 0 0 2
BROWN "City of GREEN BAY Ward 45" 1902 804 1075 0 17 1 0 0 0 1 0 0 0 4
BROWN "City of GREEN BAY Ward 46" 1477 796 658 2 17 0 0 0 0 0 0 0 1 3
BROWN "City of GREEN BAY Ward 47" 1683 767 886 4 20 4 0 0 0 0 0 0 0 2
BUFFALO "Town of ALMA Ward 1" 180 82 96 0 2 0 0 0 0 0 0 0 0 0
BUFFALO "Town of BELVIDERE Ward 1" 282 84 194 1 2 0 0 0 0 0 0 0 1 0
BUFFALO "Town of BUFFALO Ward 1" 498 201 283 0 10 4 0 0 0 0 0 0 0 0
BUFFALO "Town of CANTON Ward 1" 173 56 115 1 1 0 0 0 0 0 0 0 0 0
BUFFALO "Town of CROSS Ward 1" 232 78 150 0 3 0 0 0 0 0 0 0 0 1
BUFFALO "Town of DOVER Ward 1" 261 98 161 1 1 0 0 0 0 0 0 0 0 0
BUFFALO "Town of GILMANTON Ward 1" 244 77 162 2 3 0 0 0 0 0 0 0 0 0
BUFFALO "Town of GLENCOE Ward 1" 245 75 169 0 1 0 0 0 0 0 0 0 0 0
BUFFALO "Town of LINCOLN Ward 1" 127 47 78 0 1 1 0 0 0 0 0 0 0 0
BUFFALO "Town of MAXVILLE Ward 1" 201 44 152 1 3 1 0 0 0 0 0 0 0 0
BUFFALO "Town of MILTON Ward 1" 376 146 223 3 4 0 0 0 0 0 0 0 0 0
BUFFALO "Town of MODENA Ward 1" 170 72 98 0 0 0 0 0 0 0 0 0 0 0
BUFFALO "Town of MONDOVI Ward 1" 283 83 195 0 5 0 0 0 0 0 0 0 0 0
BUFFALO "Town of MONTANA Ward 1" 159 45 110 3 0 1 0 0 0 0 0 0 0 0
BUFFALO "Town of NAPLES Ward 1" 419 122 289 1 7 0 0 0 0 0 0 0 0 0
BUFFALO "Town of NELSON Ward 1" 348 105 240 0 3 0 0 0 0 0 0 0 0 0
BUFFALO "Town of WAUMANDEE Ward 1" 329 110 214 0 5 0 0 0 0 0 0 0 0 0
BUFFALO "Village of COCHRANE Ward 1" 231 91 136 1 2 0 0 0 0 0 0 0 0 1
BUFFALO "Village of NELSON Ward 1" 162 69 93 0 0 0 0 0 0 0 0 0 0 0
BUFFALO "City of ALMA Wards 1-2" 476 213 254 1 6 1 0 0 0 0 0 0 0 1
BUFFALO "City of BUFFALO CITY Ward 1" 636 275 356 1 2 1 0 0 0 0 0 0 0 1
BUFFALO "City of FOUNTAIN CITY Wards 1-2" 456 222 224 1 7 0 0 0 0 0 0 0 0 2
BUFFALO "City of MONDOVI Wards 1-3" 1328 465 842 3 12 1 0 0 0 0 0 0 0 5
BURNETT "Town of ANDERSON Ward 1" 263 69 190 0 4 0 0 0 0 0 0 0 0 0
BURNETT "Town of BLAINE Ward 1" 146 37 106 0 3 0 0 0 0 0 0 0 0 0
BURNETT "Town of DANIELS Ward 1" 414 128 282 0 1 2 0 0 0 0 0 0 1 0
BURNETT "Town of DEWEY Ward 1" 309 92 216 0 1 0 0 0 0 0 0 0 0 0
BURNETT "Town of GRANTSBURG Wards 1-3" 680 208 465 1 5 1 0 0 0 0 0 0 0 0
BURNETT "Town of JACKSON Ward 1" 706 299 400 1 6 0 0 0 0 0 0 0 0 0
BURNETT "Town of LA FOLLETTE Wards 1-2" 338 143 189 2 4 0 0 0 0 0 0 0 0 0
BURNETT "Town of LINCOLN Ward 1" 196 47 147 0 2 0 0 0 0 0 0 0 0 0
BURNETT "Town of MEENON Wards 1-3" 665 195 467 0 3 0 0 0 0 0 0 0 0 0
BURNETT "Town of OAKLAND Wards 1-2" 684 299 381 0 4 0 0 0 0 0 0 0 0 0
BURNETT "Town of ROOSEVELT Ward 1" 132 36 93 0 1 2 0 0 0 0 0 0 0 0
BURNETT "Town of RUSK Ward 1" 286 99 185 0 2 0 0 0 0 0 0 0 0 0
BURNETT "Town of SAND LAKE Ward 1" 334 144 183 2 5 0 0 0 0 0 0 0 0 0
BURNETT "Town of SCOTT Wards 1-2" 452 203 248 0 1 0 0 0 0 0 0 0 0 0
BURNETT "Town of SIREN Wards 1-2" 624 209 410 0 5 0 0 0 0 0 0 0 0 0
BURNETT "Town of SWISS Wards 1-2" 467 206 258 1 2 0 0 0 0 0 0 0 0 0
BURNETT "Town of TRADE LAKE Wards 1-2" 606 197 404 1 2 2 0 0 0 0 0 0 0 0
BURNETT "Town of UNION Ward 1" 247 88 158 0 1 0 0 0 0 0 0 0 0 0
BURNETT "Town of WEBB LAKE Ward 1" 340 148 187 0 5 0 0 0 0 0 0 0 0 0
BURNETT "Town of WEST MARSHLAND Wards 1-2" 222 54 168 0 0 0 0 0 0 0 0 0 0 0
BURNETT "Town of WOOD RIVER Wards 1-3" 581 144 420 3 13 1 0 0 0 0 0 0 0 0
BURNETT "Village of GRANTSBURG Wards 1-3" 707 247 447 2 10 0 0 0 0 1 0 0 0 0
BURNETT "Village of SIREN Wards 1-2" 420 154 262 0 4 0 0 0 0 0 0 0 0 0
BURNETT "Village of WEBSTER Wards 1-2" 322 123 196 0 2 1 0 0 0 0 0 0 0 0
CALUMET "Town of BRILLION Wards 1-2" 948 240 694 3 6 2 0 0 0 0 0 0 0 3
CALUMET "Town of BROTHERTOWN Wards 1-2" 869 214 648 1 5 1 0 0 0 0 0 0 0 0
CALUMET "Town of CHARLESTOWN Ward 1" 496 140 355 0 1 0 0 0 0 0 0 0 0 0
CALUMET "Town of CHILTON Wards 1-3" 717 166 546 0 4 1 0 0 0 0 0 0 0 0
CALUMET "Town of NEW HOLSTEIN Wards 1-3" 908 243 651 2 11 0 0 0 0 0 0 0 0 1
CALUMET "Town of RANTOUL Ward 1" 467 95 368 1 2 1 0 0 0 0 0 0 0 0
CALUMET "Town of STOCKBRIDGE Wards 1-3" 1010 297 704 1 7 0 0 0 0 1 0 0 0 0
CALUMET "Town of WOODVILLE Ward 1" 551 123 419 1 5 3 0 0 0 0 0 0 0 0
CALUMET "Village of HARRISON Wards 3-4,17-18" 2023 928 1061 3 24 3 0 0 0 0 0 2 0 2
CALUMET "Village of HARRISON Wards 5-6,10" 1424 611 792 1 15 5 0 0 0 0 0 0 0 0
CALUMET "Village of HARRISON Wards 7-9,14-16" 2081 757 1269 5 37 11 0 0 0 0 0 0 0 2
CALUMET "Village of HARRISON Wards 11-13" 2189 951 1203 3 29 1 0 0 0 1 0 0 0 1
CALUMET "Village of HILBERT Wards 1-2" 597 133 459 0 3 0 0 0 0 2 0 0 0 0
CALUMET "Village of HILBERT Ward 3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CALUMET "Village of POTTER Ward 1" 158 29 126 1 2 0 0 0 0 0 0 0 0 0
CALUMET "Village of SHERWOOD Wards 1-5" 2188 891 1263 1 30 3 0 0 0 0 0 0 0 0
CALUMET "Village of STOCKBRIDGE Ward 1" 440 126 310 0 2 2 0 0 0 0 0 0 0 0
CALUMET "CITY OF APPLETON Ward 12" 391 216 172 0 3 0 0 0 0 0 0 0 0 0
CALUMET "CITY OF APPLETON Ward 13" 1008 546 447 2 11 2 0 0 0 0 0 0 0 0
CALUMET "CITY OF APPLETON Ward 14" 940 516 408 2 13 1 0 0 0 0 0 0 0 0
CALUMET "CITY OF APPLETON Ward 26" 1126 603 496 2 18 7 0 0 0 0 0 0 0 0
CALUMET "CITY OF APPLETON Ward 44" 1153 573 554 3 19 4 0 0 0 0 0 0 0 0
