DIST COUNTY AREA TOTAL DEM REP OTHER
NA Broward "0056 C026" 0 0 0 784
NA Broward "0057 C027" 0 0 0 570
NA Broward "0058 C028" 0 0 0 3254
NA Broward "0059 C029" 0 0 0 810
NA Broward "0060 C030" 0 0 0 2337
NA Broward "0061 C031" 0 0 0 2399
NA Broward "0062 C032" 0 0 0 595
NA Broward "0063 C033" 0 0 0 1112
NA Broward "0064 C034" 0 0 0 2977
NA Broward "0065 C035" 0 0 0 1566
NA Broward "0066 C036" 0 0 0 540
NA Broward "0067 C037" 0 0 0 1100
NA Broward "0068 C038" 0 0 0 202
NA Broward "0069 D001" 0 0 0 1657
NA Broward "0070 D002" 0 0 0 2085
NA Broward "0071 D003" 0 0 0 1812
NA Broward "0072 D004" 0 0 0 1469
NA Broward "0073 D005" 0 0 0 2560
NA Broward "0074 D006" 0 0 0 1688
NA Broward "0075 D007" 0 0 0 1387
NA Broward "0076 D008" 0 0 0 1726
NA Broward "0077 D009" 0 0 0 2742
NA Broward "0078 D010" 0 0 0 959
NA Broward "0079 D011" 0 0 0 328
NA Broward "0080 D012" 0 0 0 574
NA Broward "0081 D013" 0 0 0 1371
NA Broward "0082 D014" 0 0 0 1526
NA Broward "0083 D015" 0 0 0 2219
NA Broward "0084 D016" 0 0 0 3482
NA Broward "0085 E001" 0 0 0 659
NA Broward "0086 E002" 0 0 0 2649
NA Broward "0087 E003" 0 0 0 2194
NA Broward "0088 E004" 0 0 0 3963
NA Broward "0089 E005" 0 0 0 2468
NA Broward "0090 E006" 0 0 0 5276
NA Broward "0091 E007" 0 0 0 4074
NA Broward "0092 E008" 0 0 0 3233
NA Broward "0093 E009" 0 0 0 1661
NA Broward "0094 E010" 0 0 0 4306
NA Broward "0095 E011" 0 0 0 3709
NA Broward "0096 E012" 0 0 0 1758
NA Broward "0097 E013" 0 0 0 2454
NA Broward "0098 E014" 0 0 0 3800
NA Broward "0099 E015" 0 0 0 1510
NA Broward "0100 E016" 0 0 0 1819
NA Broward "0101 E017" 0 0 0 3224
NA Broward "0102 E018" 0 0 0 1152
NA Broward "0103 E019" 0 0 0 2016
NA Broward "0104 E020" 0 0 0 3666
NA Broward "0105 E021" 0 0 0 2070
NA Broward "0106 E022" 0 0 0 3203
NA Broward "0107 E023" 0 0 0 2176
NA Broward "0108 E024" 0 0 0 3770
NA Broward "0109 E025" 0 0 0 1339
NA Broward "0110 E026" 0 0 0 1847
NA Broward "0111 E027" 0 0 0 3749
NA Broward "0112 E028" 0 0 0 1822
NA Broward "0113 E029" 0 0 0 1470
NA Broward "0114 E030" 0 0 0 738
NA Broward "0115 E031" 0 0 0 2318
NA Broward "0116 E032" 0 0 0 2374
NA Broward "0117 E033" 0 0 0 2249
NA Broward "0118 E034" 0 0 0 1048
NA Broward "0119 F001" 0 0 0 2315
NA Broward "0120 F002" 0 0 0 1675
NA Broward "0121 F003" 0 0 0 1492
NA Broward "0122 F004" 0 0 0 5032
NA Broward "0123 F005" 0 0 0 4636
NA Broward "0124 F006" 0 0 0 2627
NA Broward "0125 F007" 0 0 0 3039
NA Broward "0126 F008" 0 0 0 2511
NA Broward "0127 F009" 0 0 0 2238
NA Broward "0128 F010" 0 0 0 3143
NA Broward "0129 F011" 0 0 0 1481
NA Broward "0130 F012" 0 0 0 4575
NA Broward "0131 F013" 0 0 0 1297
NA Broward "0132 F014" 0 0 0 1691
NA Broward "0133 G001" 0 0 0 2114
NA Broward "0134 G002" 0 0 0 3233
NA Broward "0135 G003" 0 0 0 2904
NA Broward "0136 G004" 0 0 0 3148
NA Broward "0137 G005" 0 0 0 1861
NA Broward "0138 G006" 0 0 0 3595
NA Broward "0139 G007" 0 0 0 708
NA Broward "0140 G008" 0 0 0 3339
NA Broward "0141 G009" 0 0 0 971
NA Broward "0142 G010" 0 0 0 2399
NA Broward "0143 G011" 0 0 0 2900
NA Broward "0144 G012" 0 0 0 2022
NA Broward "0145 G013" 0 0 0 1084
NA Broward "0146 G014" 0 0 0 2573
NA Broward "0147 G015" 0 0 0 2088
NA Broward "0148 G016" 0 0 0 3696
NA Broward "0149 H001" 0 0 0 2960
NA Broward "0150 H002" 0 0 0 1154
NA Broward "0151 H003" 0 0 0 3750
NA Broward "0152 H004" 0 0 0 1459
NA Broward "0153 H005" 0 0 0 3178
NA Broward "0154 H006" 0 0 0 1993
NA Broward "0155 H007" 0 0 0 2446
NA Broward "0156 H008" 0 0 0 1810
NA Broward "0157 H009" 0 0 0 1126
NA Broward "0158 H010" 0 0 0 446
NA Broward "0159 H011" 0 0 0 3096
NA Broward "0160 J001" 0 0 0 1757
NA Broward "0161 J002" 0 0 0 1947
NA Broward "0162 J003" 0 0 0 1861
NA Broward "0163 J004" 0 0 0 2345
NA Broward "0164 J005" 0 0 0 2059
NA Broward "0165 J006" 0 0 0 775
NA Broward "0166 J007" 0 0 0 2194
NA Broward "0167 J008" 0 0 0 509
NA Broward "0168 J009" 0 0 0 1804
NA Broward "0169 J010" 0 0 0 1805
NA Broward "0170 J011" 0 0 0 3717
NA Broward "0171 J012" 0 0 0 4722
NA Broward "0172 J013" 0 0 0 2232
NA Broward "0173 J014" 0 0 0 1967
NA Broward "0174 J015" 0 0 0 1860
NA Broward "0175 J016" 0 0 0 800
NA Broward "0176 J017" 0 0 0 1961
NA Broward "0177 J018" 0 0 0 2196
NA Broward "0178 J019" 0 0 0 4079
NA Broward "0179 J020" 0 0 0 1814
NA Broward "0180 J021" 0 0 0 2603
NA Broward "0181 J022" 0 0 0 2021
NA Broward "0182 J023" 0 0 0 1663
NA Broward "0183 J024" 0 0 0 1128
NA Broward "0184 K001" 0 0 0 1597
NA Broward "0185 K002" 0 0 0 1840
NA Broward "0186 K003" 0 0 0 2860
NA Broward "0187 K004" 0 0 0 2276
NA Broward "0188 K005" 0 0 0 1676
NA Broward "0189 K006" 0 0 0 1843
NA Broward "0190 K007" 0 0 0 2004
NA Broward "0191 K008" 0 0 0 1710
NA Broward "0192 K009" 0 0 0 1900
NA Broward "0193 K010" 0 0 0 701
NA Broward "0194 K011" 0 0 0 2021
NA Broward "0195 L001" 0 0 0 5199
NA Broward "0196 L002" 0 0 0 1421
NA Broward "0197 L003" 0 0 0 1281
NA Broward "0198 L004" 0 0 0 6081
NA Broward "0199 L005" 0 0 0 1909
NA Broward "0200 L006" 0 0 0 3653
NA Broward "0201 L007" 0 0 0 1213
NA Broward "0202 L008" 0 0 0 2313
NA Broward "0203 L009" 0 0 0 2194
NA Broward "0204 L010" 0 0 0 4911
NA Broward "0205 L011" 0 0 0 1335
NA Broward "0206 L012" 0 0 0 1506
NA Broward "0207 L013" 0 0 0 3792
NA Broward "0208 L014" 0 0 0 1463
NA Broward "0209 L015" 0 0 0 990
NA Broward "0210 L016" 0 0 0 1744
NA Broward "0211 L017" 0 0 0 1067
NA Broward "0212 L018" 0 0 0 2000
NA Broward "0213 L019" 0 0 0 664
NA Broward "0214 M001" 0 0 0 2260
NA Broward "0215 M002" 0 0 0 3084
NA Broward "0216 M003" 0 0 0 3466
NA Broward "0217 M004" 0 0 0 1649
NA Broward "0218 M005" 0 0 0 1827
NA Broward "0219 M006" 0 0 0 1085
NA Broward "0220 M007" 0 0 0 1158
NA Broward "0221 M008" 0 0 0 1792
NA Broward "0222 M009" 0 0 0 2492
NA Broward "0223 M010" 0 0 0 1166
NA Broward "0224 M011" 0 0 0 1156
NA Broward "0225 M012" 0 0 0 2542
NA Broward "0226 M013" 0 0 0 1755
NA Broward "0227 M014" 0 0 0 2583
NA Broward "0228 M015" 0 0 0 2432
NA Broward "0229 M016" 0 0 0 731
NA Broward "0230 M017" 0 0 0 1033
NA Broward "0231 M018" 0 0 0 1146
NA Broward "0232 M019" 0 0 0 1505
NA Broward "0233 M020" 0 0 0 3379
NA Broward "0234 M021" 0 0 0 1256
NA Broward "0235 M022" 0 0 0 3236
NA Broward "0236 M023" 0 0 0 2394
NA Broward "0237 M024" 0 0 0 1690
NA Broward "0238 M025" 0 0 0 3647
NA Broward "0239 M026" 0 0 0 2495
NA Broward "0240 M027" 0 0 0 1051
NA Broward "0241 M028" 0 0 0 2166
NA Broward "0242 M029" 0 0 0 2077
NA Broward "0243 M030" 0 0 0 4270
NA Broward "0244 M031" 0 0 0 1047
NA Broward "0245 M032" 0 0 0 1516
NA Broward "0246 N001" 0 0 0 2397
NA Broward "0247 N002" 0 0 0 2158
NA Broward "0248 N003" 0 0 0 1391
NA Broward "0249 N004" 0 0 0 3149
NA Broward "0250 N005" 0 0 0 830
NA Broward "0251 N006" 0 0 0 2161
NA Broward "0252 N007" 0 0 0 1947
NA Broward "0253 N008" 0 0 0 3371
NA Broward "0254 N009" 0 0 0 1285
NA Broward "0255 N010" 0 0 0 1715
NA Broward "0256 N011" 0 0 0 1517
NA Broward "0257 N012" 0 0 0 1875
NA Broward "0258 N013" 0 0 0 1404
NA Broward "0259 N014" 0 0 0 2914
NA Broward "0260 N015" 0 0 0 4192
NA Broward "0261 N016" 0 0 0 2003
NA Broward "0262 N017" 0 0 0 2235
NA Broward "0263 N018" 0 0 0 2661
NA Broward "0264 N019" 0 0 0 1413
NA Broward "0265 N020" 0 0 0 2187
NA Broward "0266 N021" 0 0 0 2021
NA Broward "0267 N022" 0 0 0 3983
NA Broward "0268 N023" 0 0 0 2923
NA Broward "0269 N024" 0 0 0 2014
NA Broward "0270 N025" 0 0 0 3404
NA Broward "0271 N026" 0 0 0 2584
NA Broward "0272 N027" 0 0 0 553
NA Broward "0273 N028" 0 0 0 1961
NA Broward "0274 N029" 0 0 0 3119
NA Broward "0275 P001" 0 0 0 1679
NA Broward "0276 P002" 0 0 0 1507
NA Broward "0277 P003" 0 0 0 2494
NA Broward "0278 P004" 0 0 0 1503
NA Broward "0279 P005" 0 0 0 1231
NA Broward "0280 P006" 0 0 0 1125
NA Broward "0281 Q010" 0 0 0 1680
NA Broward "0282 Q020" 0 0 0 470
NA Broward "0283 Q030" 0 0 0 3068
NA Broward "0284 Q031" 0 0 0 2513
NA Broward "0285 Q040" 0 0 0 3663
NA Broward "0286 Q041" 0 0 0 4143
NA Broward "0287 Q042" 0 0 0 1472
NA Broward "0288 Q043" 0 0 0 2331
NA Broward "0289 Q044" 0 0 0 10845
NA Broward "0290 Q045" 0 0 0 1713
NA Broward "0291 Q050" 0 0 0 1895
NA Broward "0292 Q051" 0 0 0 823
NA Broward "0293 Q060" 0 0 0 4415
NA Broward "0294 Q061" 0 0 0 4814
NA Broward "0295 Q062" 0 0 0 3581
NA Broward "0296 Q063" 0 0 0 1564
NA Broward "0297 Q064" 0 0 0 2346
NA Broward "0298 Q065" 0 0 0 6725
NA Broward "0299 Q066" 0 0 0 2231
NA Broward "0300 Q067" 0 0 0 2809
NA Broward "0301 Q068" 0 0 0 2681
NA Broward "0302 Q069" 0 0 0 2294
NA Broward "0303 Q070" 0 0 0 4196
NA Broward "0304 Q071" 0 0 0 3135
NA Broward "0305 Q072" 0 0 0 2660
NA Broward "0306 Q080" 0 0 0 3427
NA Broward "0307 Q081" 0 0 0 2087
NA Broward "0308 Q082" 0 0 0 2114
NA Broward "0309 Q083" 0 0 0 2219
NA Broward "0310 Q090" 0 0 0 1715
NA Broward "0311 Q091" 0 0 0 4397
NA Broward "0312 R001" 0 0 0 2524
NA Broward "0313 R002" 0 0 0 2819
NA Broward "0314 R003" 0 0 0 1439
NA Broward "0315 R004" 0 0 0 2098
NA Broward "0316 R005" 0 0 0 1176
NA Broward "0317 R006" 0 0 0 1132
NA Broward "0318 R007" 0 0 0 1460
NA Broward "0319 R008" 0 0 0 1398
NA Broward "0320 R009" 0 0 0 1896
NA Broward "0321 R010" 0 0 0 1317
NA Broward "0322 R011" 0 0 0 1578
NA Broward "0323 R012" 0 0 0 1698
NA Broward "0324 R013" 0 0 0 4107
NA Broward "0325 R014" 0 0 0 1746
NA Broward "0326 R015" 0 0 0 3581
NA Broward "0327 R016" 0 0 0 1928
NA Broward "0328 R017" 0 0 0 574
NA Broward "0329 R018" 0 0 0 2776
NA Broward "0330 R019" 0 0 0 1604
NA Broward "0331 R020" 0 0 0 1079
NA Broward "0332 R021" 0 0 0 1921
NA Broward "0333 R022" 0 0 0 1579
NA Broward "0334 R023" 0 0 0 1725
NA Broward "0335 R024" 0 0 0 1330
NA Broward "0336 R025" 0 0 0 2313
NA Broward "0337 R026" 0 0 0 2220
NA Broward "0338 R027" 0 0 0 2098
NA Broward "0339 R028" 0 0 0 2188
NA Broward "0340 R029" 0 0 0 1474
NA Broward "0341 R030" 0 0 0 2644
NA Broward "0342 R031" 0 0 0 2148
NA Broward "0343 R032" 0 0 0 5348
NA Broward "0344 R033" 0 0 0 2336
NA Broward "0345 R034" 0 0 0 3358
NA Broward "0346 R035" 0 0 0 1608
NA Broward "0347 R036" 0 0 0 1537
NA Broward "0348 R037" 0 0 0 1454
NA Broward "0349 R038" 0 0 0 580
NA Broward "0350 R039" 0 0 0 2114
NA Broward "0351 R040" 0 0 0 4339
NA Broward "0352 R041" 0 0 0 1609
NA Broward "0353 R042" 0 0 0 883
NA Broward "0354 R043" 0 0 0 2469
NA Broward "0355 R044" 0 0 0 375
NA Broward "0356 R045" 0 0 0 1723
NA Broward "0357 R046" 0 0 0 2829
NA Broward "0358 R047" 0 0 0 2140
NA Broward "0359 R048" 0 0 0 1819
NA Broward "0360 R049" 0 0 0 1990
NA Broward "0361 R050" 0 0 0 1969
NA Broward "0362 R051" 0 0 0 1368
NA Broward "0363 R052" 0 0 0 1263
NA Broward "0364 R053" 0 0 0 2542
NA Broward "0365 R054" 0 0 0 1181
NA Broward "0366 R055" 0 0 0 1156
NA Broward "0367 R056" 0 0 0 1103
NA Broward "0368 R057" 0 0 0 1121
NA Broward "0369 R058" 0 0 0 1237
NA Broward "0370 R059" 0 0 0 1196
NA Broward "0371 R060" 0 0 0 2437
NA Broward "0372 R061" 0 0 0 1036
NA Broward "0373 R062" 0 0 0 978
NA Broward "0374 R063" 0 0 0 5372
NA Broward "0375 R064" 0 0 0 1218
NA Broward "0376 R065" 0 0 0 690
NA Broward "0377 R066" 0 0 0 866
NA Broward "0378 R067" 0 0 0 1545
NA Broward "0379 R068" 0 0 0 1206
NA Broward "0380 R069" 0 0 0 2524
NA Broward "0381 S001" 0 0 0 2150
NA Broward "0382 S002" 0 0 0 1872
NA Broward "0383 S003" 0 0 0 2597
NA Broward "0384 S004" 0 0 0 3082
NA Broward "0385 S005" 0 0 0 2086
NA Broward "0386 S006" 0 0 0 1378
NA Broward "0387 S007" 0 0 0 1448
NA Broward "0388 S008" 0 0 0 2929
NA Broward "0389 S009" 0 0 0 1875
NA Broward "0390 T001" 0 0 0 2601
NA Broward "0391 T002" 0 0 0 2008
NA Broward "0392 T003" 0 0 0 4401
NA Broward "0393 T004" 0 0 0 2258
NA Broward "0394 T005" 0 0 0 938
NA Broward "0395 T006" 0 0 0 763
NA Broward "0396 T007" 0 0 0 1858
NA Broward "0397 T008" 0 0 0 2366
NA Broward "0398 T009" 0 0 0 3769
NA Broward "0399 T010" 0 0 0 3531
NA Broward "0400 T011" 0 0 0 2021
NA Broward "0401 T012" 0 0 0 1453
NA Broward "0402 T013" 0 0 0 1359
NA Broward "0403 T014" 0 0 0 2485
NA Broward "0404 T015" 0 0 0 2317
NA Broward "0405 T016" 0 0 0 376
NA Broward "0406 T017" 0 0 0 1692
NA Broward "0407 T018" 0 0 0 7237
NA Broward "0408 T019" 0 0 0 2064
NA Broward "0409 T020" 0 0 0 2095
NA Broward "0410 T021" 0 0 0 1873
NA Broward "0411 T022" 0 0 0 787
NA Broward "0412 T023" 0 0 0 2533
NA Broward "0413 T024" 0 0 0 1461
NA Broward "0414 T025" 0 0 0 2421
NA Broward "0415 T026" 0 0 0 2584
NA Broward "0416 T027" 0 0 0 1050
NA Broward "0417 T028" 0 0 0 4527
NA Broward "0418 T029" 0 0 0 2487
NA Broward "0419 T030" 0 0 0 643
NA Broward "0420 U001" 0 0 0 1281
NA Broward "0421 U002" 0 0 0 1557
NA Broward "0422 U003" 0 0 0 3034
NA Broward "0423 U004" 0 0 0 4407
NA Broward "0424 U005" 0 0 0 1793
NA Broward "0425 U006" 0 0 0 3954
NA Broward "0426 U007" 0 0 0 2108
NA Broward "0427 U008" 0 0 0 838
NA Broward "0428 U009" 0 0 0 1086
NA Broward "0429 U010" 0 0 0 2143
NA Broward "0430 U011" 0 0 0 3236
NA Broward "0431 V001" 0 0 0 1306
NA Broward "0432 V002" 0 0 0 4376
NA Broward "0433 V003" 0 0 0 1930
NA Broward "0434 V004" 0 0 0 1829
NA Broward "0435 V005" 0 0 0 1207
NA Broward "0436 V006" 0 0 0 1317
NA Broward "0437 V007" 0 0 0 2332
NA Broward "0438 V008" 0 0 0 1051
NA Broward "0439 V009" 0 0 0 2164
NA Broward "0440 V010" 0 0 0 744
NA Broward "0441 V011" 0 0 0 2053
NA Broward "0442 V012" 0 0 0 3268
NA Broward "0443 V013" 0 0 0 1458
NA Broward "0444 V014" 0 0 0 1633
NA Broward "0445 V015" 0 0 0 1535
NA Broward "0446 V016" 0 0 0 2144
NA Broward "0447 V017" 0 0 0 815
NA Broward "0448 V018" 0 0 0 4047
NA Broward "0449 V019" 0 0 0 1631
NA Broward "0450 V020" 0 0 0 1068
NA Broward "0451 V021" 0 0 0 1847
NA Broward "0452 V022" 0 0 0 1728
NA Broward "0453 V023" 0 0 0 863
NA Broward "0454 V024" 0 0 0 2232
NA Broward "0455 V025" 0 0 0 1449
NA Broward "0456 V026" 0 0 0 1476
NA Broward "0457 V027" 0 0 0 854
NA Broward "0458 V028" 0 0 0 1128
NA Broward "0459 V029" 0 0 0 580
NA Broward "0460 V030" 0 0 0 1684
NA Broward "0461 V031" 0 0 0 1337
NA Broward "0462 V032" 0 0 0 1923
NA Broward "0463 V033" 0 0 0 1569
NA Broward "0464 V034" 0 0 0 2633
NA Broward "0465 V035" 0 0 0 908
NA Broward "0466 V036" 0 0 0 773
NA Broward "0467 V037" 0 0 0 1043
NA Broward "0468 V038" 0 0 0 1830
NA Broward "0469 V039" 0 0 0 1474
NA Broward "0470 V040" 0 0 0 1778
NA Broward "0471 V041" 0 0 0 1273
NA Broward "0472 V042" 0 0 0 2561
NA Broward "0473 V043" 0 0 0 1502
NA Broward "0474 V044" 0 0 0 2104
NA Broward "0475 V045" 0 0 0 1619
NA Broward "0476 V046" 0 0 0 783
NA Broward "0477 V047" 0 0 0 1300
NA Broward "0478 V048" 0 0 0 1314
NA Broward "0479 V049" 0 0 0 1450
NA Broward "0480 V050" 0 0 0 1926
NA Broward "0481 V051" 0 0 0 1646
NA Broward "0482 V052" 0 0 0 1986
NA Broward "0483 V053" 0 0 0 2224
NA Broward "0484 V054" 0 0 0 1191
NA Broward "0485 V055" 0 0 0 2261
NA Broward "0486 V056" 0 0 0 1116
NA Broward "0487 V057" 0 0 0 3374
NA Broward "0488 V058" 0 0 0 862
NA Broward "0489 W001" 0 0 0 4114
NA Broward "0490 W002" 0 0 0 2471
NA Broward "0491 W003" 0 0 0 1365
NA Broward "0492 W004" 0 0 0 1755
NA Broward "0493 W005" 0 0 0 1812
NA Broward "0494 W006" 0 0 0 1494
NA Broward "0495 W007" 0 0 0 2287
NA Broward "0496 W008" 0 0 0 3439
NA Broward "0497 W009" 0 0 0 2553
NA Broward "0498 W010" 0 0 0 1421
NA Broward "0499 W011" 0 0 0 2572
NA Broward "0500 W012" 0 0 0 3308
NA Broward "0501 W013" 0 0 0 4699
NA Broward "0502 W014" 0 0 0 5054
NA Broward "0503 W015" 0 0 0 1507
NA Broward "0504 W016" 0 0 0 7792
NA Broward "0505 W017" 0 0 0 4581
NA Broward "0506 W018" 0 0 0 3126
NA Broward "0507 W019" 0 0 0 4373
NA Broward "0508 W020" 0 0 0 4629
NA Broward "0509 W021" 0 0 0 5079
NA Broward "0510 W022" 0 0 0 3645
NA Broward "0511 W023" 0 0 0 8060
NA Broward "0512 W024" 0 0 0 3339
NA Broward "0513 W025" 0 0 0 4107
NA Broward "0514 X001" 0 0 0 1959
NA Broward "0515 X002" 0 0 0 1534
NA Broward "0516 X003" 0 0 0 1897
NA Broward "0517 X004" 0 0 0 1527
NA Broward "0518 X005" 0 0 0 1697
NA Broward "0519 X006" 0 0 0 2749
NA Broward "0520 X007" 0 0 0 2594
NA Broward "0521 X008" 0 0 0 1418
NA Broward "0522 X009" 0 0 0 3169
NA Broward "0523 X010" 0 0 0 3043
NA Broward "0524 X011" 0 0 0 892
NA Broward "0525 X012" 0 0 0 1586
NA Broward "0526 X013" 0 0 0 2860
NA Broward "0527 X014" 0 0 0 2529
NA Broward "0528 X015" 0 0 0 1066
NA Broward "0529 X016" 0 0 0 2008
NA Broward "0530 X017" 0 0 0 2710
NA Broward "0531 X018" 0 0 0 1266
NA Broward "0532 X019" 0 0 0 2502
NA Broward "0533 X020" 0 0 0 3493
NA Broward "0534 X021" 0 0 0 4941
NA Broward "0535 X022" 0 0 0 2639
NA Broward "0536 X023" 0 0 0 3077
NA Broward "0537 X024" 0 0 0 4345
NA Broward "0538 X025" 0 0 0 815
NA Broward "0539 X026" 0 0 0 1694
NA Broward "0540 X027" 0 0 0 2986
NA Broward "0541 X028" 0 0 0 1940
NA Broward "0542 X029" 0 0 0 3910
NA Broward "0543 X030" 0 0 0 1539
NA Broward "0544 X031" 0 0 0 4019
NA Broward "0545 X032" 0 0 0 1646
NA Broward "0546 X033" 0 0 0 3450
NA Broward "0547 X034" 0 0 0 1664
NA Broward "0548 X035" 0 0 0 2709
NA Broward "0549 X036" 0 0 0 2382
NA Broward "0550 X037" 0 0 0 641
NA Broward "0551 X038" 0 0 0 4187
NA Broward "0552 X039" 0 0 0 1422
NA Broward "0553 X040" 0 0 0 3898
NA Broward "0554 X041" 0 0 0 2336
NA Broward "0555 X042" 0 0 0 2808
NA Broward "0556 X043" 0 0 0 3509
NA Broward "0557 X044" 0 0 0 2663
NA Broward "0558 X045" 0 0 0 2066
NA Broward "0559 X046" 0 0 0 1838
NA Broward "0560 X047" 0 0 0 900
NA Broward "0561 X048" 0 0 0 1189
NA Broward "0562 X049" 0 0 0 2405
NA Broward "0563 X050" 0 0 0 1695
NA Broward "0564 Y001" 0 0 0 1508
NA Broward "0565 Y002" 0 0 0 3094
NA Broward "0566 Y003" 0 0 0 1993
NA Broward "0567 Y004" 0 0 0 2991
NA Broward "0568 Y005" 0 0 0 2475
NA Broward "0569 Y006" 0 0 0 4885
NA Broward "0570 Y007" 0 0 0 3628
NA Broward "0571 Y008" 0 0 0 3079
NA Broward "0572 Z001" 0 0 0 1769
NA Broward "0573 Z002" 0 0 0 3110
NA Broward "0574 Z003" 0 0 0 2177
NA Broward "0575 Z004" 0 0 0 399
NA Broward "0576 Z005" 0 0 0 736
NA Broward "0577 Z073" 0 0 0 1478
NA Calhoun "Altha Old Gym 201" 0 0 0 1047
NA Calhoun "Carr-Clark VFD 302" 0 0 0 688
NA Calhoun "Carr-Clark VFD 502" 0 0 0 221
NA Calhoun "Neal Civic Center 101" 0 0 0 1142
NA Calhoun "Neal Civic Center 202" 0 0 0 1038
NA Calhoun "Shelton Library 301" 0 0 0 1540
NA Calhoun "Westside VFD 102" 0 0 0 785
NA Citrus 100 0 0 0 3075
NA Citrus 101 0 0 0 3440
NA Citrus 102 0 0 0 1021
NA Citrus 103 0 0 0 2657
NA Citrus 104 0 0 0 2390
NA Citrus 105 0 0 0 2374
NA Citrus 107 0 0 0 2940
NA Citrus 108 0 0 0 3470
NA Citrus 109 0 0 0 3679
NA Citrus 110 0 0 0 5434
NA Citrus 200 0 0 0 3071
NA Citrus 201 0 0 0 3538
NA Citrus 202 0 0 0 6273
NA Citrus 203 0 0 0 3035
NA Citrus 204 0 0 0 3694
NA Citrus 205 0 0 0 2318
NA Citrus 206 0 0 0 2574
NA Citrus 208 0 0 0 1806
NA Citrus 300 0 0 0 2805
NA Citrus 301 0 0 0 6793
NA Citrus 302 0 0 0 5743
NA Citrus 305 0 0 0 5498
NA Citrus 307 0 0 0 9492
NA Citrus 400 0 0 0 2331
NA Citrus 402 0 0 0 4511
NA Citrus 403 0 0 0 5126
NA Citrus 404 0 0 0 2958
NA Citrus 405 0 0 0 6545
NA Citrus 406 0 0 0 2883
NA Citrus 407 0 0 0 2559
NA Citrus 408 0 0 0 3061
NA Dixie "1 1ST DIST. COM. BLDG" 0 0 0 2436
NA Dixie "10 COUNTY BLDG 292 Ave" 0 0 0 531
NA Dixie "11 JENA COM. CENTER" 0 0 0 421
NA Dixie "12 HORSESHOE BCH CITY HALL" 0 0 0 377
NA Dixie "2 MASONIC LODGE" 0 0 0 518
NA Dixie "4 Old Town CTR" 0 0 0 2962
NA Dixie "5 SUWANNEE COM. CENTER" 0 0 0 394
NA Dixie "6 COM. BUILDING HWY 55A" 0 0 0 1127
NA Dixie "7 CO BLDG WARD AVE" 0 0 0 379
NA Dixie "9 CITY HALL" 0 0 0 1449
NA Franklin "0001 Eastpoint" 0 0 0 1845
NA Franklin "0002 Alligator Point" 0 0 0 384
NA Franklin "0003 National Guard Armory" 0 0 0 1494
NA Franklin "0004 Fort Coombs Armory" 0 0 0 392
NA Franklin "0005 Carrabelle" 0 0 0 1773
NA Franklin "0006 Lanark Village" 0 0 0 670
