COUNTY AREA TOTAL DEM REP LIB WI
Barbour "CLAYTON COURTHOUSE" 0 485 316 14 0
Barbour "CLIO CITY HALL" 0 230 247 6 1
Barbour "COGGINS STORE VOTING HOUSE" 0 16 49 0 0
Barbour "COWIKEE VOLUNTEER FIRE" 0 42 29 1 0
Barbour "ELAMVILLE VOLUNTEER FIRE" 0 22 60 2 1
Barbour "EUFAULA WATER BOARD" 0 362 270 6 2
Barbour "FELLOWSHIP BAPTIST CHURCH" 0 182 358 8 1
Barbour "GREENS CROSSROADS" 0 51 66 0 0
Barbour "JOHNNY BOYDS STORE" 0 52 62 3 0
Barbour "JUNIOR TURNER STORE" 0 32 27 0 0
Barbour "LOUISVILLE CITY HALL" 0 227 188 11 1
Barbour "MCCOO SCHOOL" 0 429 279 4 1
Barbour "MT_ ANDREW RECREATION CENTER" 0 109 15 4 0
Barbour "NEW ARMORY" 0 323 451 16 1
Barbour "RICHARDS CABINET SHOP" 0 35 46 4 0
Barbour "SANFORD GYM" 0 324 475 9 0
Barbour "SPRINGHILL VOLUNTEER FIRE" 0 174 60 3 0
Barbour "SUTTONS RESTAURANT" 0 53 42 0 0
Barbour "WHITE OAK METHODIST CHURCH" 0 83 92 6 0
Bibb Absentee 0 42 88 0 0
Bibb Brent-North 0 419 598 8 0
Bibb Brent-South 0 307 153 2 0
Bibb "Cedar Grove" 0 126 170 4 0
Bibb Centreville 0 148 402 7 0
Bibb Centreville-Cent. 0 67 42 1 0
Bibb Eoline 0 94 146 2 0
Bibb Furnace 0 187 345 6 0
Bibb Greenpond 0 304 639 27 0
Bibb Harrisburg 0 92 99 2 0
Bibb Pondville 0 36 137 5 0
Bibb Randolph 0 130 166 3 0
Bibb Tabernacle 0 28 63 1 0
Bibb "West Blocton-East" 0 305 299 3 0
Bibb "West Blocton-West" 0 268 320 6 0
Blount "ABSENTEE VOTERS" 0 64 191 8 1
Blount ALLGOOD 0 58 271 7 0
Blount "BLOUNT SPRINGS" 0 42 142 3 0
Blount BLOUNTSVILLE 0 372 728 15 2
Blount BROOKSVILLE 0 81 205 8 1
Blount CLEVELAND 0 271 474 11 3
Blount "DALLAS - SELFVILLE" 0 215 544 19 1
Blount HAYDEN 0 322 926 18 5
Blount "HOLLY SPRINGS" 0 29 163 6 0
Blount "LOCUST FORK" 0 212 581 19 0
Blount "MT_ HIGH" 0 201 661 18 3
Blount "MURPHREE VALLEY" 0 108 334 11 3
Blount NECTAR 0 183 431 9 1
Blount "ONEONTA . 1" 0 254 554 17 5
Blount "ONEONTA . 2" 0 277 654 10 0
Blount "PINE MOUNTAIN" 0 60 224 7 1
Blount REMLAP 0 124 507 10 1
Blount "ROCK SPRINGS" 0 101 257 5 0
Blount ROSA 0 140 334 3 0
Blount ROYAL 0 82 194 5 1
Blount "SMOKE RISE" 0 146 637 15 0
Blount SNEAD 0 194 574 14 2
Blount "ST_ MOUNTAIN" 0 189 859 16 1
Blount "SUGAR CREEK - BANGOR" 0 81 242 9 0
Blount SUMMIT 0 103 151 3 0
Blount "SUSAN MOORE" 0 118 411 15 0
Bullock Absentee 0 62 68 0 0
Bullock Akerfoil 0 104 41 2 0
Bullock Armory-1 0 119 48 4 0
Bullock Armory-2 0 76 37 3 0
Bullock Armory-3 0 161 43 2 0
Bullock Armory-4 0 85 44 0 0
Bullock Armory-5 0 147 42 2 0
Bullock Armory-6 0 85 56 2 0
Bullock Armory-7 0 104 33 2 0
Bullock Armory-8 0 48 45 2 0
Bullock Armory-9 0 145 41 2 0
Bullock Armory-10 0 116 44 2 0
Bullock Gurreyton 0 58 4 0 0
Bullock Cornerstone 0 134 38 1 0
Bullock Cornith 0 22 26 0 0
Bullock Fitzpatrick 0 88 134 1 0
Bullock "Indian Creek" 0 51 20 2 0
Bullock Inverness 0 31 37 2 0
Bullock Midway-1 0 124 22 4 0
Bullock Midway-2 0 152 17 6 0
Bullock Midway-3 0 90 7 0 0
Bullock Peachburg 0 59 25 1 0
Bullock Perote 0 48 60 4 0
Bullock "Post Oak" 0 76 124 0 0
Bullock Sardis 0 88 27 1 0
Bullock Thompson 0 49 41 1 0
Bullock "Three Notch" 0 50 17 1 0
Butler "ABSENTEE VOTERS" 0 136 131 0 0
Butler "BOLLING VOTING HOUSE" 0 36 59 1 1
Butler "CENTER HILL - VOTING HOUSE" 0 61 34 1 0
Butler "CENTRAL VOL_ FIRE DEPT_" 0 177 164 2 2
Butler "CHAPMAN POST OFFICE" 0 50 112 3 0
Butler "DUNBAR COMMUNITY CENTER .1" 0 215 96 6 0
Butler "DUNBAR COMMUNITY CENTER .2" 0 229 100 3 1
Butler "FOREST HOME - VOTING HOUSE" 0 55 56 2 0
Butler FRIENDSHIP 0 30 93 1 0
Butler "GARLAND - VOTING HOUSE" 0 63 117 0 3
Butler "GEORGIANA ARMORY .1" 0 125 130 3 1
Butler "GEORGIANA ARMORY .2" 0 262 155 6 1
Butler "HARRISON - VOTING HOUSE" 0 43 121 2 1
Butler "HEALTH DEPARTMENT .1" 0 100 349 6 1
Butler "HEALTH DEPARTMENT .2" 0 131 358 6 2
Butler INDUSTRY 0 26 97 2 0
Butler "MANNINGHAM - VOTING HOUSE" 0 86 69 1 0
Butler "MCKENZIE TOWN HALL" 0 131 167 3 1
Butler "MCLAINS - VOTING HOUSE" 0 83 247 4 0
Butler "MIDWAY - VOTING HOUSE" 0 76 113 1 0
Butler "MONTEREY-OLD SCHOOL HOUSE" 0 16 16 0 0
Butler "NEW ARMORY .1" 0 79 107 2 0
Butler "NEW ARMORY .2" 0 380 410 9 1
Butler "PROVIDENCE - VOTING HOUSE" 0 139 182 4 1
Butler "ROCKY CREEK - VOTING HOUSE" 0 45 167 3 0
Butler "SEARCY - VOLUNTEER FIRE DEPT_" 0 27 97 1 0
Butler "STEINERS STORE" 0 32 98 3 0
Calhoun "ABSENTEE VOTERS" 0 208 451 6 2
Calhoun "1ST UNITED METHODIST-WEAVER #1" 0 229 460 14 3
Calhoun "1ST UNITED METHODIST-WEAVER #2" 0 263 466 24 0
Calhoun "ALEXANDRIA-CIVITAN CLUB CNTR" 0 443 957 25 3
Calhoun "ANNISTON - CARVER CENTER" 0 397 21 3 0
Calhoun "ANNISTON - FIRST PRESBYTERIAN" 0 348 385 13 1
Calhoun "ANNISTON - MEETING CENTER" 0 419 68 5 1
Calhoun "ANNISTON - MENTAL HEALTH CNTR" 0 130 258 4 0
Calhoun "ANNISTON - THANKFUL BAPTIST" 0 271 35 5 0
Calhoun "ANNISTON-F & WILMER FIRE ST." 0 435 81 8 1
Calhoun "ANNISTON-GOLDEN SPRINGS COMM 1" 0 435 951 8 1
Calhoun "ANNISTON-GOLDEN SPRINGS COMM 2" 0 280 626 8 2
Calhoun "ASBERRY BAPTIST CHURCH" 0 200 422 17 1
Calhoun "BETHEL UNITED METHODIST CHURCH" 0 66 85 2 0
Calhoun "BYNUM SCHOOL" 0 474 954 31 4
Calhoun "CALHOUN COUNTY HEALTH DEPT." 0 253 182 7 0
Calhoun "CHOCCOLOCCO COMMUNITY CENTER" 0 120 264 13 1
Calhoun "CHURCH OF THE COVENANT" 0 177 140 4 0
Calhoun "COOSA VALLEY SADDLE CLUB" 0 77 201 4 0
Calhoun "DEARMANVILLE SCHOOL" 0 153 465 10 0
Calhoun "EULATON-UNITED METHODIST" 0 191 302 9 2
Calhoun "FOUR MILE - METHODIST CHURCH" 0 96 205 11 0
Calhoun "FRIENDSHIP BAPTIST CHURCH" 0 188 355 8 0
Calhoun "FRIENDSHIP COMMUNITY CENTER" 0 223 699 14 4
Calhoun "GLENWOOD MEADOWS MEETING ROOM" 0 324 412 8 1
Calhoun "GODS COVENANT MINISTRY" 0 129 168 6 0
Calhoun "HOBSON CITY - CITY HALL" 0 231 28 5 0
Calhoun "HOLLEYS CROSSROADS BAPTIST" 0 133 198 10 0
Calhoun "JACKSONVILLE-FIRST BAPTIST" 0 361 783 17 1
Calhoun "JACKSONVILLE-WESTSIDE BAPTIST" 0 187 265 23 0
Calhoun "LEATHERWOOD RD CIVIL DEFENSE" 0 229 601 8 1
Calhoun "MOORE AVENUE CHURCH OF CHRIST" 0 401 74 6 1
Calhoun "NATIONAL GUARD ARMORY" 0 320 486 19 0
Calhoun "OHATCHEE FIRE STATION" 0 340 523 17 1
Calhoun "OXFORD - CHEAHA CLUBHOUSE C.C." 0 160 316 4 0
Calhoun "OXFORD - OXFORD LAKE PARK C.C." 0 190 292 6 1
Calhoun "OXFORD CITY HALL" 0 182 304 6 1
Calhoun "OXFORD ELEMENTARY SCHOOL #1" 0 257 674 15 2
Calhoun "OXFORD ELEMENTARY SCHOOL #2" 0 220 478 14 2
Calhoun "PIEDMONT COMMUNITY BUILDING" 0 145 115 8 0
Calhoun "PIEDMONT FIRE STATION" 0 194 278 11 0
Calhoun "PIEDMONT NATIONAL GUARD ARMORY" 0 189 262 8 1
Calhoun "PIEDMONT RECREATION BUILDING" 0 118 148 6 1
Calhoun "READS MILL - READS STORE" 0 142 285 6 0
Calhoun "S.M. MCCURRY RESIDENCE" 0 115 224 8 2
Calhoun "SAKS - HIGH SCHOOL #1" 0 486 1056 29 2
Calhoun "SAKS - HIGH SCHOOL #2" 0 237 558 8 1
Calhoun "THE DONOHO SCHOOL" 0 160 542 9 3
Calhoun "WEBSTERS CHAPEL METHODIST" 0 188 312 14 1
Calhoun "WELLBORN HIGH SCHOOL" 0 401 595 19 2
Calhoun "WELLINGTON - MT.VIEW BAPTIST" 0 125 269 4 1
Calhoun "WHITE PLAINS HIGH SCHOOL" 0 124 358 14 2
Calhoun "WIGGINS COMMUNITY CENTER" 0 418 28 7 1
Chambers Absentee 0 75 131 1 0
Chambers Buffalo 0 89 92 5 0
Chambers Culebra 0 133 27 2 0
Chambers Cusseta 0 87 161 3 0
Chambers Fairfax 0 488 804 15 0
Chambers "Five Points" 0 152 64 2 0
Chambers Fredonia 0 98 114 8 0
Chambers Huguley 0 235 327 14 0
Chambers Lafayette 0 513 372 13 0
Chambers Lakeview 0 50 114 3 0
Chambers Lanett 0 1063 816 15 0
Chambers Langdale 0 266 369 13 0
Chambers Milltown 0 73 60 2 0
Chambers "Mount Olive" 0 51 42 4 0
Chambers Penton 0 32 91 0 0
Chambers Rescue 0 135 225 6 0
Chambers "Ridge Grove" 0 103 112 3 0
Chambers "River View" 0 194 230 11 0
Chambers Shawmut 0 164 546 6 0
Chambers "Sparkling Springs" 0 5 22 0 0
Chambers "Standing Rock" 0 43 71 1 0
Chambers Stroud 0 92 50 4 0
Chambers Sturkie 0 107 96 4 0
Chambers "Union Hall" 0 34 100 1 0
Chambers Waverly 0 31 78 3 0
Cherokee "ABSENTEE VOTERS" 0 78 79 3 0
Cherokee "ADRIANS STORE" 0 62 56 2 1
Cherokee "AMERICAN LEGION BUILDING .1" 0 294 355 7 0
Cherokee "AMERICAN LEGION BUILDING .2" 0 447 496 21 4
Cherokee "BARRETTS CHAPEL FELLOWSHIP" 0 22 41 2 0
Cherokee "BLANCHE CLUBHOUSE" 0 39 66 0 0
Cherokee "BROOMTOWN FIRE DEPARTMENT" 0 28 61 2 0
Cherokee "CEDAR BLUFF COMMUNITY CENTER" 0 282 295 11 1
Cherokee "CURTIS VAUGHN STORE" 0 88 42 4 0
Cherokee "DANIELS CHAPEL FELLOWSHIP HALL" 0 33 47 0 0
Cherokee "ELLISVILLE CLUBHOUSE" 0 31 56 5 0
Cherokee "FRIENDSHIP BAPTIST FELLOWSHIP" 0 29 40 0 0
Cherokee "GAYLESVILLE CITY HALL" 0 52 70 0 0
Cherokee "GOSHEN METHODIST CHURCH" 0 59 55 3 0
Cherokee "LEESBURG CLUBHOUSE" 0 253 264 7 1
Cherokee "LINDSEYS STORE" 0 58 31 0 1
Cherokee "MAYS STORE" 0 108 68 8 0
Cherokee "MCCORDS CROSSROADS FIRE HALL" 0 73 82 1 0
Cherokee "MILL CREEK BAPTIST CHURCH" 0 5 33 1 1
Cherokee "MT CALVARY BAPT_ CHURCH  PAPER" 0 13 21 1 0
Cherokee "MT_ SPRINGS FELLOWSHIP HALL" 0 22 42 0 0
Cherokee "MT_ WEISNER FIRE HALL" 0 39 76 3 0
Cherokee "NEW HOPE METHODIST CHURCH" 0 87 90 3 0
Cherokee "PLEASANT VALLEY BAPTIST .2" 0 42 51 7 0
Cherokee "ROCK RUN CHURCH" 0 36 28 2 0
Cherokee "SAND ROCK TOWN HALL" 0 163 204 2 1
Cherokee "SCHOONHOVEN STORE PAPER" 0 15 13 0 0
Cherokee "SLACKLAND CLUBHOUSE" 0 38 41 0 0
Cherokee "SPRING CREEK FIRE HALL" 0 112 129 5 1
Cherokee "SPRING GARDEN FIRE STATION" 0 88 142 4 1
Cherokee "TUCKERS CHAPEL FIRE DEPARTMENT" 0 30 42 2 0
Cherokee "WATSONS CHAPEL" 0 28 48 3 0
Chilton "ABSENTEE VOTERS" 0 259 242 4 0
Chilton "CANE CREEK-GAP OF MT_ FIRE" 0 148 320 19 2
Chilton "CLANTON FACILITY BLDG_" 0 299 1067 2 1
Chilton "COLLINS CHAPEL-FIRE STATION" 0 66 213 2 0
Chilton COURTHOUSE-CLANTON 0 217 586 15 1
Chilton "ENTERPRISE-FIRE STATION" 0 165 521 9 0
Chilton "FAIRVIEW-FIRE STATION" 0 99 360 7 1
Chilton "ISABELLA-FIRE STATION" 0 137 299 5 0
Chilton "JEMISON FIRE DEPARTMENT" 0 487 809 21 1
Chilton LIBRARY-CLANTON 0 180 742 11 4
Chilton "MAPLESVILLE-NEW FIRE STATION" 0 242 272 5 2
Chilton "MARS HILL-W CHILTON FIRE" 0 162 380 9 1
Chilton "PROVIDENCE-E CHILTON FIRE" 0 185 487 18 6
Chilton "PROVIDENCE-N CHILTON FIRE" 0 85 356 7 1
Chilton "SOUTH CHILTON FIRE STATION" 0 93 436 2 1
Chilton "THORSBY TOWN HALL" 0 197 650 21 2
Chilton "UNION GROVE-FIRE STATION" 0 224 556 15 1
Chilton "VERBENA-FIRE STATION" 0 226 520 23 1
Chilton "VETERANS CLUB-CLANTON" 0 603 462 12 4
Choctaw Absentee 0 71 72 4 0
Choctaw Ararat 0 42 53 1 0
Choctaw Barrytown 0 18 137 0 0
Choctaw "Bladon Sprgs." 0 71 13 0 0
Choctaw Bogueloosa 0 40 179 1 0
Choctaw Branch 0 132 45 2 0
Choctaw Butler 0 344 694 12 0
Choctaw "Chappell Hill" 0 30 112 1 0
Choctaw Cromwell 0 46 20 0 1
Choctaw Crossroads 0 60 24 2 0
Choctaw Cullomburg 0 24 54 1 0
Choctaw Gilbertown 0 69 201 4 1
Choctaw Halsell 0 40 12 1 0
Choctaw Hurricane 0 14 10 1 0
Choctaw Intersection 0 44 1 0 0
Choctaw Isney 0 10 38 0 0
Choctaw Lavaca 0 102 60 0 0
Choctaw Lisman 0 192 24 1 0
Choctaw Lusk 0 25 111 4 0
Choctaw Melvin 0 63 19 0 0
Choctaw "Mt. Sterling" 0 94 38 0 0
Choctaw Pelham 0 84 22 0 0
Choctaw Pennington 0 178 77 3 2
Choctaw "Pleasant Valley" 0 16 98 0 0
Choctaw Pushmataha 0 90 11 1 0
Choctaw Riderwood 0 67 14 0 0
Choctaw "Rock Springs" 0 13 36 1 0
Choctaw Silas 0 81 145 2 0
Choctaw Souwilpa 0 7 34 0 0
Choctaw Toomey 0 52 61 0 0
Choctaw Toxey 0 63 106 2 0
Choctaw "Womack Hill" 0 25 52 0 0
Choctaw Yantley 0 192 12 3 0
Clarke "ABSENTEE VOTERS" 0 47 124 0 0
Clarke "ANTIOCH FIRE STATION" 0 76 146 2 1
Clarke "BASHI - METHODIST CHURCH" 0 18 46 0 0
Clarke "CHOCTAW BLUFF FIRE STATION" 0 149 48 0 0
Clarke "COFFEEVILLE HIGH SCHOOL GYM" 0 190 253 2 0
Clarke "GOOD HOPE AME CHRCH GAINSTOWN" 0 209 37 3 0
Clarke "GOSPORT FIRE STATION" 0 126 17 2 0
Clarke "GROVE HILL - COURTHOUSE" 0 117 238 1 0
Clarke "GROVE HILL-CITY HALL" 0 77 307 0 0
Clarke "GROVE HILL-NATIONAL GUARD" 0 150 65 2 0
Clarke "HELLWESTERN FIRE STATION" 0 46 148 3 0
Clarke "HOPEWELL CHURCH - CHILTON" 0 4 76 0 0
Clarke "JACKSON CITY HALL" 0 493 343 6 2
Clarke "JACKSON-FIRE STATION NO_2" 0 71 359 2 1
Clarke "JACKSON-NATIONAL GUARD ARMORY" 0 77 445 4 0
Clarke "JACKSON-SKIPPERS FIRE STATION" 0 135 347 1 0
Clarke "MORNING STAR BAPTIST CHURCH" 0 104 26 0 0
Clarke "MORVIN CAMP MORVIN" 0 89 34 1 0
Clarke "NETTLESBORO FIRE STATION" 0 49 66 1 0
Clarke "OLD FULTON SCHOOL" 0 152 305 6 1
Clarke "OVERSTREET GROCERY" 0 143 104 1 0
Clarke "SALITPA-ALABAMA SANDBLASTING" 0 73 60 0 0
Clarke "SALTWORKS VOTING HOUSE-CARLTON" 0 72 40 2 0
Clarke "SPRINGFIELD UNITED METHODIST" 0 18 173 2 0
Clarke "TALLAHATTA SPR_-COMM_ HOUSE" 0 5 77 1 0
Clarke "THOMASVILLE FIRE STATION" 0 150 376 4 1
Clarke "THOMASVILLE FIRE STATION .2" 0 60 317 3 0
Clarke "THOMASVILLE-NATIONAL GUARD" 0 527 377 5 1
Clarke "WHATLEY - GARRICKS STORE" 0 84 74 1 0
Clarke "WINN & ZIMCO-FIRE STATION" 0 129 51 1 0
Clay Absentee 0 72 159 3 0
Clay "Ashland National Guard 17" 0 241 454 5 1
Clay "Ashland National Guard 18A" 0 50 131 4 0
Clay "Ashland National Guard 18B" 0 16 84 1 0
Clay "Ashland National Guard 21" 0 158 95 1 0
Clay "Barfield Volunteer" 0 169 246 4 0
Clay "Bluff Springs F.D." 0 78 197 13 0
Clay "Coleta Valley F.D." 0 28 70 4 0
Clay "Cragford F.D." 0 55 138 5 1
Clay "Delta Community Center" 0 53 108 3 0
Clay "Highland/Coppermine FD" 0 42 83 2 0
Clay "Highland/Coppermine FD 2" 0 46 137 3 0
Clay "Hipine F.D." 0 25 73 1 0
Clay "Hollins Community Center" 0 59 139 1 0
Clay "Idaho F.D." 0 45 164 3 0
Clay "Lineville Armory" 0 125 225 6 0
Clay "Lineville National Guard 15" 0 100 198 2 1
Clay "Lineville National Guard 20" 0 209 85 5 0
Clay "Mellow Valley High 01" 0 16 43 1 0
Clay "Mellow Valley High 02" 0 67 157 3 0
Clay "Millerville F.D. 08" 0 19 103 4 0
Clay "Millerville F.D. 22" 0 59 81 6 1
Clay "Tri-Community F.D. 10" 0 20 98 3 0
Clay "Tri-Community F.D. 23" 0 39 61 4 1
Clay Challenged 0 0 0 0 0
Cleburne "ABSENTEE VOTERS" 0 82 100 1 0
Cleburne ABEL 0 28 99 4 0
Cleburne "BEASON MILL" 0 42 79 3 0
Cleburne "BELLS MILL" 0 80 159 4 0
Cleburne "BORDEN SPRINGS VOL_ FIRE" 0 27 52 3 1
Cleburne "BUD BLAKE" 0 44 53 1 0
Cleburne CAVENDER 0 22 58 8 0
Cleburne CHULAFINNIE 0 165 307 11 1
Cleburne EDWARDSVILLE 0 82 140 16 2
Cleburne FRUITHURST 0 70 117 14 0
Cleburne "HEFLIN NATIONAL GUARD ARMORY 1" 0 289 410 21 1
Cleburne "HEFLIN NATIONAL GUARD ARMORY 2" 0 232 350 8 2
Cleburne HIGHTOWER 0 108 206 13 2
Cleburne HOPEWELL 0 59 125 7 0
Cleburne MUSCADINE 0 77 94 9 0
Cleburne "OAK LEVEL VOL FIRE DEPARTMENT" 0 88 78 9 1
Cleburne "PLAINVIEW COMMUNITY CENTER" 0 28 94 5 0
Cleburne "RANBURNE RESCUE SQUAD BUILDING" 0 133 410 14 3
Coffee "ABSENTEE VOTERS" 0 117 218 3 0
Coffee BASIN 0 41 81 1 0
Coffee "BLUFF SPRINGS" 0 17 28 1 0
Coffee "CHESTNUT GROVE" 0 22 70 2 0
Coffee "COOL SPRINGS" 0 50 257 6 0
Coffee DAMASCUS 0 84 274 4 1
Coffee "DANLEYS CROSS ROADS" 0 59 60 3 0
Coffee EANON 0 36 162 1 0
Coffee "ELBA MULBERRY HEIGHTS" 0 174 31 4 0
Coffee "ELBA RESERVE ARMORY" 0 188 360 7 0
Coffee "ENTERPRISE CIVIC CENTER" 0 178 517 14 1
Coffee "ENTERPRISE RECREATION CENTER 1" 0 246 1239 13 4
Coffee "ENTERPRISE RECREATION CENTER 2" 0 99 524 6 1
Coffee "ENTERPRISE YMCA 1" 0 118 546 9 4
Coffee "ENTERPRISE YMCA 2" 0 280 910 15 1
Coffee FAIRVIEW 0 13 30 0 0
Coffee FRESCO 0 104 165 5 0
Coffee GOODMAN 0 65 197 9 0
Coffee "HERITAGE CHURCH - ENTERPRISE" 0 149 451 10 1
Coffee "HOLLEYS STORE" 0 14 28 1 0
Coffee "INO COMMUNITY" 0 34 85 7 1
Coffee "JOHNS CHAPEL AME CHURCH 1" 0 563 321 15 3
Coffee "JOHNS CHAPEL AME CHURCH 2" 0 0 0 0 0
Coffee KINSTON 0 56 161 4 1
Coffee "LEE COMMUNITY" 0 36 69 4 1
Coffee "MOUNT PLEASANT" 0 66 367 4 0
