DIST COUNTY AREA TOTAL DEM REP OverVotes UnderVotes WriteinVotes
DIST COUNTY AREA TOTAL BillNelson RickScott OverVotes UnderVotes WriteinVotes
NA Lake 96 0 329 672 0 2 0
NA Lake 97 0 1334 983 0 17 0
NA Lake 98 0 141 186 0 12 0
NA Lake 99 0 371 689 0 15 0
NA Lee 1 0 350 1275 1 10 10
NA Lee 10 0 886 1333 2 12 4
NA Lee 100 0 792 1507 0 33 14
NA Lee 101 0 720 1807 0 10 13
NA Lee 102 0 947 2105 0 19 12
NA Lee 103 0 1120 1663 1 28 13
NA Lee 104 0 955 1529 2 17 11
NA Lee 105 0 1033 1538 0 23 5
NA Lee 106 0 951 1432 0 32 14
NA Lee 107 0 1188 2472 1 27 9
NA Lee 108 0 1196 1383 2 30 15
NA Lee 109 0 1032 1374 2 21 11
NA Lee 11 0 1017 1427 1 22 4
NA Lee 110 0 852 958 3 14 6
NA Lee 111 0 611 841 1 12 6
NA Lee 112 0 1055 1874 0 26 8
NA Lee 113 0 863 1164 0 19 9
NA Lee 114 0 1011 1307 2 27 7
NA Lee 115 0 1163 1834 2 28 17
NA Lee 116 0 1020 1493 1 36 16
NA Lee 117 0 782 907 0 17 4
NA Lee 118 0 1000 1584 0 29 8
NA Lee 119 0 605 1707 0 9 5
NA Lee 12 0 739 1359 0 18 6
NA Lee 120 0 933 1140 0 25 9
NA Lee 121 0 964 1625 1 21 7
NA Lee 122 0 1017 1740 2 22 3
NA Lee 123 0 841 1881 0 15 3
NA Lee 124 0 1061 1914 1 21 7
NA Lee 125 0 805 2175 0 13 4
NA Lee 126 0 640 779 1 9 3
NA Lee 127 0 317 492 0 6 3
NA Lee 13 0 1068 1496 0 29 7
NA Lee 14 0 444 534 0 7 7
NA Lee 15 0 785 1360 2 28 14
NA Lee 16 0 679 636 0 7 2
NA Lee 17 0 85 148 0 1 0
NA Lee 18 0 238 578 1 6 2
NA Lee 19 0 76 226 0 1 0
NA Lee 2 0 793 1496 0 22 16
NA Lee 20 0 1067 1282 2 30 16
NA Lee 21 0 663 1074 0 15 14
NA Lee 22 0 712 1392 1 23 13
NA Lee 23 0 716 1198 0 11 4
NA Lee 24 0 579 1436 2 8 2
NA Lee 25 0 1142 2208 1 26 3
NA Lee 26 0 868 1178 2 21 13
NA Lee 27 0 560 1473 1 9 5
NA Lee 28 0 935 1579 0 17 12
NA Lee 29 0 1093 1651 0 17 5
NA Lee 3 0 1030 803 2 12 9
NA Lee 30 0 558 1020 0 21 13
NA Lee 31 0 1002 1090 2 17 12
NA Lee 32 0 1878 723 1 32 12
NA Lee 33 0 624 1027 0 14 7
NA Lee 34 0 976 1236 3 15 9
NA Lee 35 0 855 1486 1 25 10
NA Lee 36 0 2483 4913 2 48 13
NA Lee 37 0 556 1058 1 24 14
NA Lee 38 0 854 1377 1 39 17
NA Lee 39 0 862 1599 0 23 13
NA Lee 4 0 1486 1070 0 25 9
NA Lee 40 0 798 1626 1 14 1
NA Lee 41 0 637 1153 0 14 6
NA Lee 42 0 1043 782 1 12 8
NA Lee 43 0 631 2003 0 5 2
NA Lee 44 0 1113 2095 0 17 7
NA Lee 45 0 523 1284 2 13 11
NA Lee 46 0 1422 1324 1 31 17
NA Lee 47 0 1371 1214 5 35 19
NA Lee 48 0 1305 1280 1 37 14
NA Lee 49 0 765 1383 0 13 1
NA Lee 5 0 858 2195 1 27 7
NA Lee 50 0 1118 1104 3 21 10
NA Lee 51 0 1354 803 4 31 10
NA Lee 52 0 1024 898 7 29 12
NA Lee 53 0 1087 1002 1 14 17
NA Lee 54 0 239 787 0 8 2
NA Lee 55 0 1082 1883 1 34 11
NA Lee 56 0 911 1121 0 28 8
NA Lee 57 0 848 2094 0 14 8
NA Lee 58 0 1009 889 0 22 12
NA Lee 59 0 1040 990 0 14 13
NA Lee 6 0 552 507 1 13 3
NA Lee 60 0 751 1552 0 14 6
NA Lee 61 0 1032 1309 4 25 11
NA Lee 62 0 998 1249 1 25 12
NA Lee 63 0 719 1241 0 23 12
NA Lee 64 0 1101 2069 1 41 18
NA Lee 65 0 1034 1957 0 22 9
NA Lee 66 0 738 976 1 9 4
NA Lee 67 0 544 1834 0 31 8
NA Lee 68 0 699 1324 2 31 14
NA Lee 69 0 1047 2314 0 17 9
NA Lee 7 0 1546 325 2 22 12
NA Lee 70 0 1095 1740 1 25 5
NA Lee 71 0 843 1202 2 27 6
NA Lee 72 0 880 1475 0 13 5
NA Lee 73 0 1072 1401 1 19 12
NA Lee 74 0 972 1661 1 23 18
NA Lee 75 0 1283 2138 1 27 5
NA Lee 76 0 641 1035 0 11 3
NA Lee 77 0 1019 1244 2 24 9
NA Lee 78 0 1201 1195 2 24 19
NA Lee 79 0 1279 1621 1 29 16
NA Lee 8 0 1660 621 3 13 3
NA Lee 80 0 545 1220 0 7 3
NA Lee 81 0 586 1179 0 11 3
NA Lee 82 0 408 533 0 10 2
NA Lee 83 0 752 1446 1 16 1
NA Lee 84 0 1000 1417 0 24 13
NA Lee 85 0 773 1253 0 15 4
NA Lee 86 0 1093 1986 0 27 10
NA Lee 87 0 744 1322 0 20 9
NA Lee 88 0 659 1411 0 25 6
NA Lee 89 0 699 824 0 19 6
NA Lee 9 0 1053 810 0 14 4
NA Lee 90 0 994 1433 3 21 12
NA Lee 91 0 980 1340 0 22 6
NA Lee 92 0 1138 1460 2 35 9
NA Lee 93 0 840 1735 1 25 12
NA Lee 94 0 809 1679 1 20 7
NA Lee 95 0 1030 1464 0 20 6
NA Lee 96 0 943 1429 0 24 11
NA Lee 97 0 957 1623 1 25 12
NA Lee 98 0 802 1461 0 14 9
NA Lee 99 0 993 1385 1 27 9
NA Leon 1203 0 1369 265 0 12 2
NA Leon 1205 0 522 95 0 5 2
NA Leon 1230 0 275 96 0 3 1
NA Leon 1251 0 57 2 0 0 0
NA Leon 1255 0 460 132 0 1 1
NA Leon 1257 0 190 255 0 5 1
NA Leon 1258 0 2 0 0 0 0
NA Leon 1259 0 29 41 0 1 0
NA Leon 1301 0 421 20 0 8 1
NA Leon 1302 0 498 250 0 3 1
NA Leon 1303 0 296 98 0 5 1
NA Leon 1309 0 1758 43 0 26 2
NA Leon 1311 0 262 9 0 2 0
NA Leon 1313 0 1473 125 0 9 5
NA Leon 1314 0 70 49 0 0 1
NA Leon 1315 0 161 10 0 0 1
NA Leon 1317 0 873 33 0 7 2
NA Leon 1319 0 962 42 0 4 2
NA Leon 1321 0 2172 183 0 20 5
NA Leon 1327 0 526 26 0 2 1
NA Leon 1351 0 78 24 0 1 1
NA Leon 1353 0 113 28 0 2 0
NA Leon 1355 0 987 119 0 7 4
NA Leon 1359 0 98 21 0 1 0
NA Leon 1361 0 609 149 0 8 0
NA Leon 1362 0 43 7 0 0 0
NA Leon 1501 0 526 87 0 4 1
NA Leon 1502 0 430 117 0 4 8
NA Leon 1503 0 1124 174 0 13 1
NA Leon 1505 0 1043 149 0 14 0
NA Leon 1507 0 1660 635 0 14 5
NA Leon 2251 0 190 110 0 1 0
NA Leon 2252 0 467 452 0 1 4
NA Leon 2253 0 238 197 0 5 3
NA Leon 2303 0 240 6 0 0 1
NA Leon 2305 0 3070 548 0 43 14
NA Leon 2307 0 3 5 0 0 0
NA Leon 2355 0 61 44 0 1 0
NA Leon 2358 0 168 90 0 2 0
NA Leon 2359 0 239 67 0 4 2
NA Leon 2363 0 245 175 0 3 2
NA Leon 2365 0 821 1372 0 21 7
NA Leon 2366 0 105 127 0 3 1
NA Leon 2380 0 94 32 0 2 0
NA Leon 2401 0 238 86 0 2 0
NA Leon 2451 0 290 301 0 6 0
NA Leon 2502 0 525 160 0 11 5
NA Leon 2503 0 567 130 0 6 4
NA Leon 2504 0 357 78 0 6 2
NA Leon 2506 0 1024 324 0 11 4
NA Leon 2507 0 1896 264 0 25 7
NA Leon 2509 0 790 181 0 11 5
NA Leon 2511 0 1958 370 0 31 4
NA Leon 2513 0 722 178 0 6 2
NA Leon 3101 0 858 522 0 6 2
NA Leon 3103 0 747 547 0 13 2
NA Leon 3104 0 298 157 0 3 0
NA Leon 3107 0 614 261 0 4 2
NA Leon 3109 0 447 218 0 5 0
NA Leon 3110 0 826 381 0 8 11
NA Leon 3401 0 735 371 0 5 1
NA Leon 3403 0 543 360 0 2 3
NA Leon 3405 0 322 282 0 3 3
NA Leon 3409 0 378 138 0 2 0
NA Leon 3411 0 1466 492 0 17 4
NA Leon 3412 0 246 86 0 0 0
NA Leon 3413 0 3 1 0 0 0
NA Leon 3414 0 18 25 0 0 0
NA Leon 3451 0 37 25 0 0 0
NA Leon 3453 0 779 497 0 10 2
NA Leon 3455 0 825 601 0 5 1
NA Leon 3457 0 338 231 0 4 1
NA Leon 3459 0 599 460 0 10 3
NA Leon 3461 0 684 674 0 11 6
NA Leon 3467 0 1103 829 0 9 6
NA Leon 3468 0 30 6 0 0 0
NA Leon 3469 0 1101 619 0 13 2
NA Leon 3473 0 709 512 0 13 6
NA Leon 3475 0 141 53 0 1 1
NA Leon 3477 0 270 204 0 2 1
NA Leon 3501 0 1063 394 0 8 5
NA Leon 3502 0 489 68 0 2 2
NA Leon 3507 0 1099 341 0 10 3
NA Leon 3509 0 1279 568 0 6 7
NA Leon 3513 0 1300 379 0 10 5
NA Leon 3551 0 19 10 0 0 0
NA Leon 4101 0 618 423 0 7 1
NA Leon 4103 0 1215 973 0 13 6
NA Leon 4105 0 90 16 0 0 1
NA Leon 4106 0 14 0 0 0 0
NA Leon 4107 0 57 31 0 0 1
NA Leon 4109 0 32 36 0 1 0
NA Leon 4119 0 1932 1595 0 20 8
NA Leon 4125 0 1755 1849 1 19 4
NA Leon 4152 0 39 34 0 0 0
NA Leon 4153 0 658 606 0 10 2
NA Leon 4154 0 86 8 0 0 0
NA Leon 4155 0 285 162 0 5 0
NA Leon 4157 0 346 258 0 7 0
NA Leon 4159 0 294 179 0 0 0
NA Leon 4161 0 921 1103 1 11 3
NA Leon 4162 0 19 13 0 0 0
NA Leon 4163 0 737 744 0 12 7
NA Leon 4167 0 1056 1214 0 11 6
NA Leon 4168 0 41 20 0 1 0
NA Leon 4173 0 278 357 0 4 4
NA Leon 4184 0 321 232 0 1 3
NA Leon 4401 0 248 309 0 1 0
NA Leon 4403 0 406 655 0 3 0
NA Leon 4405 0 626 855 0 8 1
NA Leon 4408 0 656 694 0 5 2
NA Leon 4451 0 353 378 0 4 1
NA Leon 4453 0 442 700 0 3 0
NA Leon 4455 0 904 1263 0 13 5
NA Leon 4456 0 88 80 0 1 0
NA Leon 4457 0 49 40 0 0 0
NA Leon 4458 0 398 554 0 1 1
NA Leon 4459 0 1275 1767 0 14 8
NA Leon 4461 0 733 1051 0 10 3
NA Leon 5101 0 179 94 0 4 1
NA Leon 5103 0 590 166 0 3 3
NA Leon 5105 0 1524 633 1 17 7
NA Leon 5107 0 224 115 0 1 1
NA Leon 5110 0 703 322 0 7 1
NA Leon 5115 0 880 372 0 4 3
NA Leon 5153 0 724 670 0 7 4
NA Leon 5154 0 219 249 0 2 0
NA Leon 5165 0 99 22 0 0 0
NA Leon 5201 0 866 199 0 7 0
NA Leon 5203 0 1029 183 0 1 3
NA Leon 5204 0 0 0 0 0 0
NA Leon 5205 0 204 64 0 3 1
NA Leon 5207 0 1928 579 0 18 7
NA Leon 5209 0 271 84 0 3 0
NA Leon 5211 0 619 190 0 2 1
NA Leon 5212 0 72 67 0 0 0
NA Leon 5214 0 805 439 0 7 3
NA Leon 5219 0 1063 735 0 3 4
NA Leon 5220 0 682 363 0 3 3
NA Leon 5221 0 1134 417 0 7 5
NA Leon 5223 0 77 32 0 0 0
NA Leon 5224 0 88 55 0 1 1
NA Leon 5225 0 1488 1259 0 19 2
NA Leon 5227 0 130 53 0 1 0
NA Leon 5228 0 30 15 0 0 0
NA Leon 5251 0 820 832 0 10 3
NA Leon 5252 0 92 45 0 1 1
NA Leon 5258 0 0 2 0 0 0
NA Leon 5260 0 1917 846 0 15 10
NA Leon 5261 0 1022 924 0 15 5
NA Leon 5263 0 775 760 0 14 4
NA Leon 5264 0 50 21 0 0 1
NA Leon 5265 0 57 5 0 0 0
NA Leon 5284 0 791 789 0 4 2
NA Leon 9000 0 192 67 0 3 2
NA Levy 1 0 415 735 0 8 9
NA Levy 10 0 117 551 0 7 1
NA Levy 11 0 334 533 0 6 1
NA Levy 12 0 295 808 0 15 11
NA Levy 13 0 374 760 0 9 2
NA Levy 2 0 517 1200 1 19 11
NA Levy 3 0 660 1275 0 14 11
NA Levy 4 0 341 544 0 7 5
NA Levy 5 0 447 1470 0 18 12
NA Levy 6 0 60 255 0 1 1
NA Levy 7 0 812 922 1 10 7
NA Levy 8 0 489 1460 0 7 12
NA Levy 9 0 456 1144 0 11 17
NA Liberty 1 0 173 63 0 2 0
NA Liberty 2 0 65 88 0 1 1
NA Liberty 3 0 89 521 1 4 2
NA Liberty 4 0 80 540 0 4 1
NA Liberty 5 0 84 318 0 4 1
NA Liberty 6 0 85 348 0 5 0
NA Liberty 7 0 15 87 0 2 2
NA Liberty 8 0 40 110 0 1 0
NA Madison 1 0 674 747 0 8 2
NA Madison 10 0 600 391 0 8 3
NA Madison 11 0 452 225 0 5 2
NA Madison 2 0 232 52 0 6 2
NA Madison 3 0 279 1013 0 3 1
NA Madison 4 0 85 209 0 1 0
NA Madison 5 0 492 282 1 5 0
NA Madison 6 0 49 141 0 0 1
NA Madison 7 0 270 519 0 7 2
NA Madison 8 0 203 509 0 7 3
NA Madison 9 0 87 95 0 3 0
NA Manatee 101 0 1316 2358 3 27 9
NA Manatee 103 0 264 426 0 10 2
NA Manatee 107 0 344 727 0 7 4
NA Manatee 111 0 403 538 0 16 1
NA Manatee 117 0 1449 2229 0 15 20
NA Manatee 119 0 411 828 0 12 1
NA Manatee 121 0 1280 2129 1 22 20
NA Manatee 123 0 1119 1586 1 22 5
NA Manatee 125 0 620 995 0 18 7
NA Manatee 127 0 1486 2748 0 33 14
NA Manatee 129 0 356 737 0 2 1
NA Manatee 131 0 1329 1888 0 21 10
NA Manatee 133 0 235 504 0 3 1
NA Manatee 135 0 1326 2774 0 41 6
NA Manatee 137 0 1048 2372 0 14 5
NA Manatee 139 0 1523 3433 2 21 20
NA Manatee 141 0 81 321 0 2 2
NA Manatee 201 0 533 804 0 9 7
NA Manatee 203 0 323 594 0 5 1
NA Manatee 205 0 683 37 0 7 1
NA Manatee 207 0 727 814 0 8 9
NA Manatee 209 0 928 341 0 14 4
NA Manatee 211 0 405 785 0 10 7
NA Manatee 213 0 1615 946 3 24 8
NA Manatee 215 0 795 329 0 9 8
NA Manatee 217 0 1094 929 2 22 7
NA Manatee 219 0 1091 1022 2 13 6
NA Manatee 221 0 1220 1118 1 21 8
NA Manatee 223 0 1170 288 3 17 8
NA Manatee 301 0 357 420 0 3 2
NA Manatee 303 0 432 592 0 6 3
NA Manatee 305 0 449 631 0 13 0
NA Manatee 307 0 244 307 1 2 1
NA Manatee 309 0 681 975 0 3 1
NA Manatee 311 0 1359 2263 0 22 18
NA Manatee 313 0 896 1501 0 13 5
NA Manatee 315 0 1191 1545 0 18 9
NA Manatee 317 0 1080 1836 0 19 14
NA Manatee 321 0 168 206 0 8 0
NA Manatee 323 0 1366 1684 1 32 13
NA Manatee 325 0 987 1378 0 17 13
NA Manatee 327 0 1308 1790 2 17 17
NA Manatee 329 0 1499 1338 2 18 9
NA Manatee 331 0 725 873 0 13 10
NA Manatee 333 0 1614 2361 0 34 13
NA Manatee 401 0 875 770 0 17 8
NA Manatee 403 0 1160 1093 0 15 6
NA Manatee 405 0 211 336 1 6 1
NA Manatee 407 0 314 427 0 3 3
NA Manatee 409 0 777 1221 0 18 8
NA Manatee 411 0 862 972 1 26 8
NA Manatee 413 0 1093 1204 2 21 14
NA Manatee 415 0 1573 1082 1 19 14
NA Manatee 417 0 1576 2042 0 31 12
NA Manatee 419 0 1789 1764 1 25 7
NA Manatee 421 0 634 830 0 9 6
NA Manatee 501 0 2005 3034 0 27 15
NA Manatee 503 0 1349 1958 0 17 13
NA Manatee 505 0 1816 2137 1 20 9
NA Manatee 507 0 1497 1385 0 15 7
NA Manatee 509 0 898 1676 0 19 4
NA Manatee 511 0 1147 1835 0 26 7
NA Manatee 513 0 1038 1264 0 6 2
NA Manatee 515 0 1461 2192 0 15 5
NA Manatee 517 0 1893 2794 0 21 6
NA Manatee 519 0 1781 2850 0 25 10
NA Manatee 521 0 1351 2552 2 18 2
NA Manatee 523 0 1292 1805 0 23 10
NA Manatee 525 0 615 1850 1 16 6
NA Manatee 527 0 305 985 0 10 7
NA Monroe 1 0 507 379 0 10 2
NA Monroe 10 0 814 355 1 9 6
NA Monroe 11 0 748 466 0 15 6
NA Monroe 12 0 777 315 0 15 0
NA Monroe 13 0 909 742 1 19 5
NA Monroe 14 0 592 626 0 15 2
NA Monroe 15 0 582 532 0 9 2
NA Monroe 16 0 416 682 0 12 3
NA Monroe 17 0 585 905 0 15 10
NA Monroe 18 0 541 698 0 8 3
NA Monroe 19 0 444 463 0 13 3
NA Monroe 2 0 715 433 0 11 4
NA Monroe 20 0 300 330 0 15 5
NA Monroe 21 0 544 805 0 24 1
NA Monroe 22 0 337 486 0 24 3
NA Monroe 23 0 274 427 0 13 2
NA Monroe 24 0 153 385 0 5 0
NA Monroe 25 0 350 517 0 14 3
NA Monroe 28 0 401 728 0 11 4
NA Monroe 29 0 458 654 0 19 1
NA Monroe 3 0 665 341 0 7 0
NA Monroe 30 0 576 880 0 10 2
NA Monroe 31 0 450 527 1 7 2
NA Monroe 32 0 433 612 0 10 1
NA Monroe 35 0 685 927 0 15 6
NA Monroe 36 0 453 473 0 9 6
NA Monroe 37 0 418 515 0 8 3
NA Monroe 38 0 604 786 0 10 4
NA Monroe 4 0 618 107 0 10 6
NA Monroe 41 0 232 762 0 3 2
NA Monroe 5 0 1160 648 0 7 8
NA Monroe 8 0 778 265 0 14 1
NA Monroe 9 0 531 261 0 6 3
NA Marion 1 0 251 405 0 4 5
NA Marion 10 0 658 135 0 4 1
NA Marion 11 0 358 142 0 5 6
NA Marion 12 0 514 822 0 13 6
NA Marion 13 0 109 166 0 2 2
NA Marion 14 0 741 1639 0 25 7
NA Marion 15 0 514 965 0 14 4
NA Marion 1500 0 87 262 0 4 1
NA Marion 1510 0 167 432 0 3 1
NA Marion 1520 0 262 733 0 8 6
NA Marion 1530 0 279 928 0 9 7
NA Marion 1540 0 264 899 0 5 5
NA Marion 1550 0 558 1337 0 8 8
NA Marion 1560 0 287 780 0 11 2
NA Marion 1570 0 457 1105 0 13 3
NA Marion 1580 0 365 664 0 10 2
NA Marion 1590 0 424 886 1 12 6
NA Marion 16 0 459 955 0 22 9
NA Marion 1600 0 514 1020 0 11 12
NA Marion 1610 0 663 1208 0 7 7
NA Marion 17 0 369 685 0 9 4
NA Marion 18 0 965 1133 1 11 5
NA Marion 19 0 475 492 0 6 1
NA Marion 2 0 412 24 1 3 1
NA Marion 2500 0 345 633 0 4 4
NA Marion 2510 0 209 219 0 2 0
NA Marion 2520 0 554 667 0 9 0
NA Marion 2530 0 610 443 0 8 3
NA Marion 2540 0 323 415 0 6 2
NA Marion 2550 0 380 741 0 2 2
NA Marion 2551 0 228 461 0 2 3
NA Marion 2560 0 294 361 0 10 1
NA Marion 2570 0 839 752 0 11 4
NA Marion 2580 0 415 587 0 12 3
NA Marion 2590 0 342 217 0 6 2
NA Marion 2600 0 951 1522 3 15 9
NA Marion 2610 0 480 805 0 7 3
NA Marion 2620 0 123 128 0 0 2
NA Marion 2621 0 9 1 0 0 0
NA Marion 2630 0 267 58 0 2 0
NA Marion 3 0 620 901 1 16 5
NA Marion 3510 0 209 642 1 7 5
NA Marion 3520 0 332 892 0 3 3
NA Marion 3530 0 738 1979 0 17 4
NA Marion 3540 0 500 1184 0 12 5
NA Marion 3550 0 487 1255 1 10 2
NA Marion 3551 0 462 1047 0 10 4
NA Marion 3552 0 418 1044 0 6 2
NA Marion 3553 0 496 1329 0 8 3
NA Marion 3560 0 247 528 0 3 4
NA Marion 3570 0 380 1092 1 10 8
NA Marion 3580 0 657 1511 1 11 6
NA Marion 3590 0 453 965 0 13 8
NA Marion 3600 0 316 695 0 8 2
NA Marion 3610 0 159 304 0 6 2
NA Marion 3620 0 511 984 3 16 4
NA Marion 3621 0 369 962 1 9 5
NA Marion 3622 0 415 1080 0 11 2
NA Marion 3630 0 376 887 1 8 1
NA Marion 3640 0 277 784 0 14 4
NA Marion 3650 0 287 779 0 7 6
NA Marion 3660 0 447 726 0 6 2
NA Marion 3670 0 1679 1234 1 26 20
NA Marion 3680 0 464 419 0 4 5
NA Marion 3690 0 995 1198 0 19 8
NA Marion 3700 0 874 532 0 12 5
NA Marion 3710 0 821 1181 1 12 5
NA Marion 3720 0 208 462 0 5 2
NA Marion 3721 0 42 27 0 1 0
NA Marion 3730 0 428 859 0 8 6
NA Marion 3740 0 351 833 0 10 1
NA Marion 3750 0 436 1102 0 10 4
NA Marion 3760 0 395 791 0 7 4
NA Marion 3770 0 314 815 1 13 8
NA Marion 3780 0 707 1790 2 16 4
NA Marion 3790 0 119 362 0 1 3
NA Marion 3800 0 426 711 0 10 3
NA Marion 3810 0 468 790 1 16 3
NA Marion 3820 0 328 662 1 7 2
NA Marion 3830 0 274 474 0 9 5
NA Marion 3840 0 461 1062 0 10 5
NA Marion 4 0 1042 1310 1 21 3
NA Marion 40 0 610 1089 0 11 6
NA Marion 4500 0 491 877 1 12 5
NA Marion 4510 0 707 1341 0 13 2
NA Marion 4520 0 549 1209 0 13 6
NA Marion 4521 0 15 82 0 1 0
NA Marion 4530 0 290 496 0 7 2
NA Marion 4540 0 159 359 0 8 1
NA Marion 4550 0 633 366 0 10 4
NA Marion 4560 0 883 467 0 14 4
NA Marion 4570 0 520 936 0 11 4
NA Marion 4580 0 1096 596 0 14 2
NA Marion 4590 0 1103 590 0 12 5
NA Marion 4600 0 291 499 1 18 5
NA Marion 4610 0 719 1108 0 24 7
NA Marion 4620 0 812 1322 0 21 5
NA Marion 4630 0 286 419 0 14 0
NA Marion 4640 0 935 1064 0 9 7
NA Marion 4650 0 537 861 1 14 7
NA Marion 4651 0 1391 2348 1 21 4
NA Marion 4652 0 307 508 0 3 2
NA Marion 4653 0 206 345 0 2 1
NA Marion 4654 0 924 1642 0 12 4
NA Marion 4660 0 623 1038 0 20 6
NA Marion 4670 0 1016 1190 0 11 7
NA Marion 4680 0 388 774 0 9 3
NA Marion 4690 0 581 1029 1 15 5
NA Marion 4700 0 115 319 0 4 0
NA Marion 4710 0 612 1342 1 19 12
NA Marion 4720 0 256 331 0 10 2
NA Marion 4730 0 249 398 0 9 4
NA Marion 4740 0 231 486 0 5 0
NA Marion 4750 0 572 848 1 17 5
NA Marion 4760 0 223 307 0 7 3
NA Marion 4770 0 273 685 0 7 5
NA Marion 4771 0 109 233 0 4 1
NA Marion 5 0 466 938 0 12 3
NA Marion 50 0 326 530 0 6 6
NA Marion 6 0 619 974 1 26 10
NA Marion 60 0 98 170 0 4 0
NA Marion 7 0 649 859 0 13 5
NA Marion 70 0 125 63 0 2 0
NA Marion 8 0 540 371 1 12 5
NA Marion 9 0 945 133 2 10 4
NA Martin 1 0 910 1220 1 24 13
NA Martin 10 0 547 846 0 16 5
NA Martin 11 0 830 1055 1 20 13
NA Martin 12 0 1535 2452 0 53 18
NA Martin 13 0 1381 2386 0 29 10
NA Martin 14 0 1315 1469 0 16 18
NA Martin 15 0 842 1513 0 24 7
NA Martin 16 0 370 302 0 16 5
NA Martin 17 0 630 1525 1 15 6
NA Martin 18 0 1427 2082 3 39 17
NA Martin 19 0 1508 2283 1 48 19
NA Martin 2 0 1714 2322 0 39 18
NA Martin 20 0 649 1104 1 30 9
NA Martin 21 0 1240 2747 2 22 5
NA Martin 22 0 766 1339 1 21 9
NA Martin 23 0 1335 2316 1 51 8
NA Martin 24 0 987 1808 0 34 13
NA Martin 25 0 1433 2576 1 47 7
NA Martin 26 0 1382 2532 0 29 10
NA Martin 27 0 1344 2500 0 32 6
NA Martin 28 0 135 346 0 2 1
NA Martin 29 0 695 895 1 16 5
NA Martin 3 0 1375 1808 1 46 18
NA Martin 30 0 314 26 0 7 0
NA Martin 4 0 897 1015 0 26 16
NA Martin 5 0 442 706 0 16 6
NA Martin 6 0 1427 1877 2 43 10
NA Martin 7 0 1886 1982 0 51 19
NA Martin 8 0 758 435 0 17 5
NA Martin 9 0 616 1267 0 18 7
NA Nassau 101 0 950 795 0 12 4
NA Nassau 102 0 1814 2665 1 29 15
NA Nassau 201 0 1559 2769 1 23 10
NA Nassau 202 0 1055 2384 0 12 1
NA Nassau 203 0 622 1646 1 11 6
NA Nassau 204 0 1347 3014 2 22 9
NA Nassau 301 0 704 1835 1 15 5
NA Nassau 302 0 791 2229 0 16 9
NA Nassau 303 0 627 2043 0 9 5
NA Nassau 401 0 529 3085 3 20 7
NA Nassau 402 0 65 860 0 6 2
NA Nassau 403 0 174 1782 0 7 2
NA Nassau 501 0 558 1172 0 7 5
NA Nassau 503 0 634 3340 1 14 9
NA Nassau 504 0 266 2172 0 13 7
NA Okaloosa 1 0 192 1481 0 9 9
NA Okaloosa 10 0 1204 2240 0 21 13
NA Okaloosa 11 0 1630 2764 0 24 20
NA Okaloosa 12 0 305 153 0 3 2
NA Okaloosa 13 0 612 1731 0 17 13
NA Okaloosa 14 0 477 1270 0 21 7
NA Okaloosa 15 0 469 1326 2 14 7
NA Okaloosa 16 0 550 1231 1 12 5
NA Okaloosa 17 0 634 1087 0 12 6
NA Okaloosa 18 0 490 1025 0 13 5
NA Okaloosa 19 0 410 548 0 9 7
NA Okaloosa 2 0 48 413 1 2 4
NA Okaloosa 20 0 386 1244 0 17 4
NA Okaloosa 21 0 500 1225 0 7 5
NA Okaloosa 22 0 471 833 1 8 7
NA Okaloosa 23 0 92 109 0 0 3
NA Okaloosa 24 0 676 1050 0 5 6
NA Okaloosa 25 0 307 852 0 7 6
NA Okaloosa 26 0 362 1463 0 10 6
NA Okaloosa 27 0 56 104 0 2 2
NA Okaloosa 28 0 61 165 0 1 1
NA Okaloosa 29 0 370 1044 0 11 4
NA Okaloosa 3 0 139 732 1 5 6
NA Okaloosa 30 0 266 713 0 3 4
NA Okaloosa 31 0 342 1194 0 9 6
NA Okaloosa 32 0 480 1239 0 13 12
NA Okaloosa 33 0 688 2683 0 16 8
NA Okaloosa 34 0 642 1328 0 16 9
NA Okaloosa 35 0 557 1614 0 14 1
NA Okaloosa 36 0 398 1422 0 12 2
NA Okaloosa 37 0 486 1535 0 8 7
NA Okaloosa 38 0 436 991 1 7 5
NA Okaloosa 39 0 429 907 0 4 10
NA Okaloosa 4 0 135 715 0 3 5
NA Okaloosa 40 0 498 1645 1 11 4
NA Okaloosa 41 0 269 698 0 5 3
NA Okaloosa 42 0 594 750 0 12 3
NA Okaloosa 43 0 378 1039 0 12 10
NA Okaloosa 44 0 330 793 0 8 5
NA Okaloosa 45 0 805 1614 1 20 10
NA Okaloosa 46 0 683 2278 0 22 10
NA Okaloosa 47 0 286 620 0 7 5
NA Okaloosa 48 0 26 55 0 2 0
NA Okaloosa 49 0 430 1808 1 7 5
NA Okaloosa 5 0 107 607 0 6 4
NA Okaloosa 50 0 463 1688 0 7 5
NA Okaloosa 51 0 223 958 0 10 8
NA Okaloosa 52 0 660 1582 1 13 11
NA Okaloosa 6 0 412 1847 2 9 18
NA Okaloosa 7 0 196 796 0 11 5
NA Okaloosa 8 0 625 1896 1 37 11
NA Okaloosa 9 0 617 1819 0 12 3
NA Okeechobee 1 0 196 691 0 5 3
NA Okeechobee 10 0 154 464 0 3 3
NA Okeechobee 11 0 175 545 0 4 3
NA Okeechobee 2 0 97 322 0 1 0
