COUNTY AREA TOTAL DEM REP LIB WI
Baldwin "BON SECOUR SWIFT SCHOOL" 0 134 378 18 0
Baldwin "BROMLEY CROSSROADS VOL FIRE" 0 98 144 4 0
Baldwin "CLEARSPRINGS FELLOWSHIP HALL" 0 10 52 1 0
Baldwin "CROSSROADS ALTERNATIVE SCHOOL" 0 87 151 6 0
Baldwin "DAPHNE CIVIC CENTER 1" 0 165 527 17 0
Baldwin "DAPHNE CIVIC CENTER 2" 0 172 591 24 0
Baldwin "DAPHNE HIGH SCHOOL .1" 0 362 1168 44 2
Baldwin "DAPHNE HIGH SCHOOL .2" 0 0 0 0 0
Baldwin "DAPHNE INTERMEDIATE SCHOOL .1" 0 755 939 37 3
Baldwin "DAPHNE INTERMEDIATE SCHOOL .2" 0 0 0 0 0
Baldwin "DAPHNE ST_PAUL EPISCOPAL CHRCH" 0 309 836 40 1
Baldwin "ELBERTA CIVIC CENTER" 0 228 603 34 0
Baldwin "ELSANOR COMMUNITY CENTER" 0 110 301 21 0
Baldwin "FAIRHOPE CIVIC CENTER .1" 0 257 671 34 1
Baldwin "FAIRHOPE CIVIC CENTER .2" 0 279 676 30 0
Baldwin "FAIRHOPE CIVIC CENTER .3" 0 492 1036 46 3
Baldwin "FAIRHOPE CIVIC CENTER .4" 0 308 692 30 1
Baldwin "FERGUSON STORE - LITTLE RIVER" 0 43 51 0 2
Baldwin "FOLEY CIVIC CENTER .1" 0 304 652 14 1
Baldwin "FOLEY CIVIC CENTER .2" 0 341 828 39 1
Baldwin "FORT MORGAN VFD STATION .2" 0 73 186 8 0
Baldwin "GATESWOOD FIRE STATION" 0 10 12 0 0
Baldwin "GATESWOOD HAMILTON CHURCH" 0 28 73 1 0
Baldwin "GULF SHORES ACTIVITY CENTER .1" 0 241 821 29 1
Baldwin "GULF SHORES ACTIVITY CENTER .2" 0 355 1083 52 3
Baldwin "JOSEPHINE FIRE HOUSE" 0 67 196 7 0
Baldwin "LILLIAN COMMINUTY HALL .1" 0 0 0 0 0
Baldwin "LILLIAN COMMUNITY HALL .2" 0 634 1291 51 4
Baldwin "LOTTIE FIRE DEPARTMENT" 0 27 54 1 0
Baldwin "LOXLEY ELLISVILLE COMM CENTER" 0 94 75 3 0
Baldwin "LOXLEY TOWN HALL" 0 124 431 22 1
Baldwin "MAGNOLIA SPRINGS WESLEYAN" 0 279 917 46 1
Baldwin "MARLOW VOLUNTEER FIRE" 0 223 653 36 0
Baldwin "MIFLIN COMMUNITY CENTER" 0 235 689 17 0
Baldwin "ORANGE BEACH COMM CENTER .1" 0 399 1420 51 3
Baldwin "ORANGE BEACH COMM CENTER .2" 0 0 0 0 0
Baldwin "PERDIDO BEACH FIRE HOUSE" 0 83 237 11 0
Baldwin "PERDIDO ELEMENTARY SCHOOL" 0 110 179 14 1
Baldwin "PINE GROVE SCHOOL" 0 163 292 12 1
Baldwin "RABUN FIRE HOUSE" 0 93 147 7 0
Baldwin "ROBERTSDALE CITY HALL" 0 299 892 45 1
Baldwin "ROSINTON ELEMENTARY SCHOOL" 0 132 478 18 3
Baldwin "S_ RIVERPORT CHURCH OF GOD .1" 0 248 852 38 3
Baldwin "S_ RIVERPORT CHURCH OF GOD .2" 0 175 622 26 0
Baldwin "SEMINOLE FIRE HOUSE" 0 65 159 7 0
Baldwin "SILVERHILL TOWN HALL" 0 178 666 28 2
Baldwin "SPANISH FORT FIRE DEPARTMENT" 0 178 718 20 3
Baldwin "SPANISH FORT SCHOOL .1" 0 346 1325 68 3
Baldwin "SPANISH FORT SCHOOL .2" 0 0 0 0 0
Baldwin "STAPELTON COMMUNITY HALL" 0 93 343 16 0
Baldwin "STOCKTON FIRE HOUSE" 0 53 207 8 0
Baldwin "SUMMERDALE COMMUNITY HALL" 0 140 581 19 0
Baldwin "TENSAW COMMUNITY CENTER" 0 61 18 0 0
Baldwin "VAUGHN COMMUNITY CENTER" 0 149 99 2 2
Baldwin "WHITE HOUSE VOLUNTEER FIRE" 0 111 294 8 0
Baldwin "Bay Minette City Hall Civic 3" 0 207 492 19 3
Baldwin "ROCKWELL ELEM. SCHOOL" 0 181 600 21 2
Barbour "ABSENTEE VOTERS" 0 266 132 4 0
Barbour "BAKERHILL VOLUNTEER FIRE" 0 169 90 7 0
Barbour "BAKERS STORE" 0 37 21 3 0
Barbour "BEVILL CENTER" 0 173 265 8 0
Barbour "BLUE SPRINGS CITY HALL" 0 99 94 1 0
Barbour "CLAYTON COURTHOUSE" 0 552 193 5 1
Barbour "CLIO CITY HALL" 0 305 113 9 1
Barbour "COGGINS STORE VOTING HOUSE" 0 28 28 0 0
Barbour "COWIKEE VOLUNTEER FIRE" 0 46 17 2 0
Barbour "ELAMVILLE VOLUNTEER FIRE" 0 30 45 3 0
Barbour "EUFAULA WATER BOARD" 0 401 208 4 1
Barbour "FELLOWSHIP BAPTIST CHURCH" 0 249 264 7 4
Barbour "GREENS CROSSROADS" 0 60 44 2 0
Barbour "JOHNNY BOYDS STORE" 0 56 39 6 0
Barbour "JUNIOR TURNER STORE" 0 35 16 1 0
Barbour "LOUISVILLE CITY HALL" 0 270 107 15 0
Barbour "MCCOO SCHOOL" 0 485 198 9 0
Barbour "MT_ ANDREW RECREATION CENTER" 0 111 13 3 0
Barbour "NEW ARMORY" 0 377 358 14 0
Barbour "RICHARDS CABINET SHOP" 0 44 29 3 0
Barbour "SANFORD GYM" 0 402 352 8 2
Barbour "SPRINGHILL VOLUNTEER FIRE" 0 177 49 2 0
Barbour "SUTTONS RESTAURANT" 0 67 24 1 0
Barbour "WHITE OAK METHODIST CHURCH" 0 102 72 4 0
Bibb Absentee 0 54 64 0 0
Bibb Brent-North 0 495 473 13 0
Bibb Brent-South 0 335 117 2 0
Bibb "Cedar Grove" 0 161 120 0 0
Bibb Centreville 0 185 336 13 0
Bibb Centreville-Cent. 0 67 38 1 0
Bibb Eoline 0 126 98 2 0
Bibb Furnace 0 230 281 11 0
Bibb Greenpond 0 357 539 26 0
Bibb Harrisburg 0 116 63 1 0
Bibb Pondville 0 64 103 3 0
Bibb Randolph 0 153 131 4 0
Bibb Tabernacle 0 32 52 2 0
Bibb "West Blocton-East" 0 359 222 6 0
Bibb "West Blocton-West" 0 327 233 14 0
Blount "ABSENTEE VOTERS" 0 77 167 5 0
Blount ALLGOOD 0 95 225 2 0
Blount "BLOUNT SPRINGS" 0 48 125 7 0
Blount BLOUNTSVILLE 0 456 583 12 2
Blount BROOKSVILLE 0 111 143 10 1
Blount CLEVELAND 0 321 355 25 0
Blount "DALLAS - SELFVILLE" 0 243 478 27 1
Blount HAYDEN 0 379 803 34 1
Blount "HOLLY SPRINGS" 0 40 148 4 0
Blount "LOCUST FORK" 0 286 478 20 1
Blount "MT_ HIGH" 0 246 580 21 2
Blount "MURPHREE VALLEY" 0 129 286 10 1
Blount NECTAR 0 218 356 12 0
Blount "ONEONTA . 1" 0 333 440 12 0
Blount "ONEONTA . 2" 0 346 522 9 3
Blount "PINE MOUNTAIN" 0 78 196 6 0
Blount REMLAP 0 149 454 14 0
Blount "ROCK SPRINGS" 0 116 207 7 0
Blount ROSA 0 190 246 7 0
Blount ROYAL 0 108 146 7 0
Blount "SMOKE RISE" 0 198 563 20 1
Blount SNEAD 0 235 482 11 0
Blount "ST_ MOUNTAIN" 0 253 729 20 1
Blount "SUGAR CREEK - BANGOR" 0 103 193 19 0
Blount SUMMIT 0 124 121 3 0
Blount "SUSAN MOORE" 0 150 332 11 0
Bullock Absentee 0 75 38 1 0
Bullock Akerfoil 0 100 28 3 0
Bullock Armory-1 0 120 34 5 0
Bullock Armory-2 0 82 25 2 0
Bullock Armory-3 0 159 30 0 0
Bullock Armory-4 0 82 35 0 0
Bullock Armory-5 0 148 31 4 0
Bullock Armory-6 0 89 38 1 0
Bullock Armory-7 0 107 25 2 0
Bullock Armory-8 0 57 31 0 0
Bullock Armory-9 0 150 30 4 0
Bullock Armory-10 0 115 32 0 0
Bullock Gurreyton 0 56 2 0 0
Bullock Cornerstone 0 132 33 1 0
Bullock Cornith 0 28 17 1 0
Bullock Fitzpatrick 0 97 105 2 0
Bullock "Indian Creek" 0 50 9 2 0
Bullock Inverness 0 42 19 1 0
Bullock Midway-1 0 124 11 5 0
Bullock Midway-2 0 148 9 3 0
Bullock Midway-3 0 91 5 0 0
Bullock Peachburg 0 59 20 1 0
Bullock Perote 0 53 41 3 0
Bullock "Post Oak" 0 74 105 1 0
Bullock Sardis 0 85 21 1 0
Bullock Thompson 0 57 19 2 0
Bullock "Three Notch" 0 52 9 0 0
Butler "ABSENTEE VOTERS" 0 148 95 0 0
Butler "BOLLING VOTING HOUSE" 0 40 46 0 0
Butler "CENTER HILL - VOTING HOUSE" 0 71 19 3 0
Butler "CENTRAL VOL_ FIRE DEPT_" 0 221 107 5 0
Butler "CHAPMAN POST OFFICE" 0 73 78 3 0
Butler "DUNBAR COMMUNITY CENTER .1" 0 230 72 7 0
Butler "DUNBAR COMMUNITY CENTER .2" 0 250 69 0 0
Butler "FOREST HOME - VOTING HOUSE" 0 60 42 2 0
Butler FRIENDSHIP 0 33 82 1 0
Butler "GARLAND - VOTING HOUSE" 0 84 82 1 0
Butler "GEORGIANA ARMORY .1" 0 157 79 3 0
Butler "GEORGIANA ARMORY .2" 0 303 97 6 0
Butler "HARRISON - VOTING HOUSE" 0 73 81 3 0
Butler "HEALTH DEPARTMENT .1" 0 174 252 5 2
Butler "HEALTH DEPARTMENT .2" 0 195 265 8 0
Butler INDUSTRY 0 43 64 0 0
Butler "MANNINGHAM - VOTING HOUSE" 0 93 51 4 1
Butler "MCKENZIE TOWN HALL" 0 155 126 5 0
Butler "MCLAINS - VOTING HOUSE" 0 133 161 8 4
Butler "MIDWAY - VOTING HOUSE" 0 92 88 1 0
Butler "MONTEREY-OLD SCHOOL HOUSE" 0 20 11 1 0
Butler "NEW ARMORY .1" 0 102 79 2 0
Butler "NEW ARMORY .2" 0 447 314 10 1
Butler "PROVIDENCE - VOTING HOUSE" 0 176 117 4 0
Butler "ROCKY CREEK - VOTING HOUSE" 0 86 110 2 0
Butler "SEARCY - VOLUNTEER FIRE DEPT_" 0 37 72 0 1
Butler "STEINERS STORE" 0 55 57 1 0
Calhoun "ABSENTEE VOTERS" 0 261 350 13 1
Calhoun "1ST UNITED METHODIST-WEAVER #1" 0 283 358 23 2
Calhoun "1ST UNITED METHODIST-WEAVER #2" 0 344 348 15 0
Calhoun "ALEXANDRIA-CIVITAN CLUB CNTR" 0 559 747 24 2
Calhoun "ANNISTON - CARVER CENTER" 0 405 9 5 0
Calhoun "ANNISTON - FIRST PRESBYTERIAN" 0 419 276 18 1
Calhoun "ANNISTON - MEETING CENTER" 0 432 42 5 0
Calhoun "ANNISTON - MENTAL HEALTH CNTR" 0 159 200 10 1
Calhoun "ANNISTON - THANKFUL BAPTIST" 0 280 24 3 0
Calhoun "ANNISTON-F & WILMER FIRE ST." 0 462 51 6 0
Calhoun "ANNISTON-GOLDEN SPRINGS COMM 1" 0 519 774 24 1
Calhoun "ANNISTON-GOLDEN SPRINGS COMM 2" 0 340 500 14 2
Calhoun "ASBERRY BAPTIST CHURCH" 0 261 333 16 0
Calhoun "BETHEL UNITED METHODIST CHURCH" 0 89 57 0 0
Calhoun "BYNUM SCHOOL" 0 601 746 39 0
Calhoun "CALHOUN COUNTY HEALTH DEPT." 0 280 133 8 0
Calhoun "CHOCCOLOCCO COMMUNITY CENTER" 0 142 218 14 1
Calhoun "CHURCH OF THE COVENANT" 0 216 91 3 0
Calhoun "COOSA VALLEY SADDLE CLUB" 0 94 161 10 0
Calhoun "DEARMANVILLE SCHOOL" 0 189 393 11 2
Calhoun "EULATON-UNITED METHODIST" 0 224 232 15 0
Calhoun "FOUR MILE - METHODIST CHURCH" 0 135 157 8 2
Calhoun "FRIENDSHIP BAPTIST CHURCH" 0 250 255 4 1
Calhoun "FRIENDSHIP COMMUNITY CENTER" 0 301 559 23 0
Calhoun "GLENWOOD MEADOWS MEETING ROOM" 0 394 307 13 0
Calhoun "GODS COVENANT MINISTRY" 0 164 122 4 1
Calhoun "HOBSON CITY - CITY HALL" 0 238 10 7 1
Calhoun "HOLLEYS CROSSROADS BAPTIST" 0 167 146 8 1
Calhoun "JACKSONVILLE-FIRST BAPTIST" 0 495 589 20 4
Calhoun "JACKSONVILLE-WESTSIDE BAPTIST" 0 230 204 19 4
Calhoun "LEATHERWOOD RD CIVIL DEFENSE" 0 282 494 11 3
Calhoun "MOORE AVENUE CHURCH OF CHRIST" 0 414 47 9 1
Calhoun "NATIONAL GUARD ARMORY" 0 375 386 19 2
Calhoun "OHATCHEE FIRE STATION" 0 413 403 22 2
Calhoun "OXFORD - CHEAHA CLUBHOUSE C.C." 0 210 244 5 2
Calhoun "OXFORD - OXFORD LAKE PARK C.C." 0 238 220 7 1
Calhoun "OXFORD CITY HALL" 0 237 222 6 6
Calhoun "OXFORD ELEMENTARY SCHOOL #1" 0 344 532 21 3
Calhoun "OXFORD ELEMENTARY SCHOOL #2" 0 280 383 15 1
Calhoun "PIEDMONT COMMUNITY BUILDING" 0 172 74 8 0
Calhoun "PIEDMONT FIRE STATION" 0 235 201 11 1
Calhoun "PIEDMONT NATIONAL GUARD ARMORY" 0 239 174 13 0
Calhoun "PIEDMONT RECREATION BUILDING" 0 151 97 9 1
Calhoun "READS MILL - READS STORE" 0 169 242 6 0
Calhoun "S.M. MCCURRY RESIDENCE" 0 142 184 7 1
Calhoun "SAKS - HIGH SCHOOL #1" 0 620 852 30 2
Calhoun "SAKS - HIGH SCHOOL #2" 0 326 419 17 1
Calhoun "THE DONOHO SCHOOL" 0 244 426 10 3
Calhoun "WEBSTERS CHAPEL METHODIST" 0 214 249 15 2
Calhoun "WELLBORN HIGH SCHOOL" 0 506 417 25 2
Calhoun "WELLINGTON - MT.VIEW BAPTIST" 0 153 217 4 1
Calhoun "WHITE PLAINS HIGH SCHOOL" 0 178 264 13 2
Calhoun "WIGGINS COMMUNITY CENTER" 0 429 13 6 1
Chambers Absentee 0 98 96 1 0
Chambers Buffalo 0 94 80 2 0
Chambers Culebra 0 133 27 3 0
Chambers Cusseta 0 109 125 1 0
Chambers Fairfax 0 593 632 15 0
Chambers "Five Points" 0 157 49 2 0
Chambers Fredonia 0 105 99 5 0
Chambers Huguley 0 277 260 18 0
Chambers Lafayette 0 561 300 11 0
Chambers Lakeview 0 66 95 1 0
Chambers Lanett 0 1149 649 19 0
Chambers Langdale 0 329 271 7 0
Chambers Milltown 0 74 49 3 0
Chambers "Mount Olive" 0 54 30 5 0
Chambers Penton 0 46 60 1 0
Chambers Rescue 0 165 174 5 0
Chambers "Ridge Grove" 0 113 93 3 0
Chambers "River View" 0 222 185 9 0
Chambers Shawmut 0 236 425 9 0
Chambers "Sparkling Springs" 0 6 21 1 0
Chambers "Standing Rock" 0 45 64 5 0
Chambers Stroud 0 93 43 3 0
Chambers Sturkie 0 105 88 2 0
Chambers "Union Hall" 0 52 73 1 0
Chambers Waverly 0 40 62 4 0
Cherokee "ABSENTEE VOTERS" 0 90 59 2 0
Cherokee "ADRIANS STORE" 0 83 23 1 0
Cherokee "AMERICAN LEGION BUILDING .1" 0 395 221 10 0
Cherokee "AMERICAN LEGION BUILDING .2" 0 561 323 16 1
Cherokee "BARRETTS CHAPEL FELLOWSHIP" 0 34 21 1 0
Cherokee "BLANCHE CLUBHOUSE" 0 45 55 1 0
Cherokee "BROOMTOWN FIRE DEPARTMENT" 0 37 51 2 0
Cherokee "CEDAR BLUFF COMMUNITY CENTER" 0 334 217 13 1
Cherokee "CURTIS VAUGHN STORE" 0 105 25 1 1
Cherokee "DANIELS CHAPEL FELLOWSHIP HALL" 0 47 27 1 1
Cherokee "ELLISVILLE CLUBHOUSE" 0 38 42 2 1
Cherokee "FRIENDSHIP BAPTIST FELLOWSHIP" 0 34 35 0 0
Cherokee "GAYLESVILLE CITY HALL" 0 65 50 2 0
Cherokee "GOSHEN METHODIST CHURCH" 0 64 46 3 0
Cherokee "LEESBURG CLUBHOUSE" 0 302 187 9 1
Cherokee "LINDSEYS STORE" 0 56 26 2 0
Cherokee "MAYS STORE" 0 119 51 5 0
Cherokee "MCCORDS CROSSROADS FIRE HALL" 0 77 70 2 0
Cherokee "MILL CREEK BAPTIST CHURCH" 0 13 23 2 0
Cherokee "MT CALVARY BAPT_ CHURCH  PAPER" 0 18 17 0 0
Cherokee "MT_ SPRINGS FELLOWSHIP HALL" 0 28 27 3 0
Cherokee "MT_ WEISNER FIRE HALL" 0 56 56 1 0
Cherokee "NEW HOPE METHODIST CHURCH" 0 105 65 6 0
Cherokee "PLEASANT VALLEY BAPTIST .2" 0 52 39 3 0
Cherokee "ROCK RUN CHURCH" 0 39 23 2 0
Cherokee "SAND ROCK TOWN HALL" 0 214 133 2 0
Cherokee "SCHOONHOVEN STORE PAPER" 0 14 9 1 0
Cherokee "SLACKLAND CLUBHOUSE" 0 50 22 3 0
Cherokee "SPRING CREEK FIRE HALL" 0 146 79 7 0
Cherokee "SPRING GARDEN FIRE STATION" 0 120 97 6 0
Cherokee "TUCKERS CHAPEL FIRE DEPARTMENT" 0 38 29 2 0
Cherokee "WATSONS CHAPEL" 0 28 45 2 0
Chilton "ABSENTEE VOTERS" 0 284 194 4 1
Chilton "CANE CREEK-GAP OF MT_ FIRE" 0 178 249 16 1
Chilton "CLANTON FACILITY BLDG_" 0 430 848 18 1
Chilton "COLLINS CHAPEL-FIRE STATION" 0 90 171 4 0
Chilton COURTHOUSE-CLANTON 0 269 492 14 0
Chilton "ENTERPRISE-FIRE STATION" 0 238 414 6 0
Chilton "FAIRVIEW-FIRE STATION" 0 142 285 8 0
Chilton "ISABELLA-FIRE STATION" 0 161 253 5 0
Chilton "JEMISON FIRE DEPARTMENT" 0 570 644 32 2
Chilton LIBRARY-CLANTON 0 267 584 10 2
Chilton "MAPLESVILLE-NEW FIRE STATION" 0 295 199 5 1
Chilton "MARS HILL-W CHILTON FIRE" 0 213 303 13 1
Chilton "PROVIDENCE-E CHILTON FIRE" 0 240 411 23 0
Chilton "PROVIDENCE-N CHILTON FIRE" 0 125 283 10 2
Chilton "SOUTH CHILTON FIRE STATION" 0 140 354 8 0
Chilton "THORSBY TOWN HALL" 0 294 504 18 4
Chilton "UNION GROVE-FIRE STATION" 0 280 443 12 0
Chilton "VERBENA-FIRE STATION" 0 300 409 20 4
Chilton "VETERANS CLUB-CLANTON" 0 663 354 13 2
Choctaw Absentee 0 82 51 3 0
Choctaw Ararat 0 46 39 2 0
Choctaw Barrytown 0 29 104 3 0
Choctaw "Bladon Sprgs." 0 74 7 0 0
Choctaw Bogueloosa 0 63 128 2 0
Choctaw Branch 0 141 33 0 0
Choctaw Butler 0 468 499 8 1
Choctaw "Chappell Hill" 0 47 82 1 0
Choctaw Cromwell 0 50 15 0 1
Choctaw Crossroads 0 60 21 3 0
Choctaw Cullomburg 0 29 37 1 0
Choctaw Gilbertown 0 116 129 2 0
Choctaw Halsell 0 41 11 1 0
Choctaw Hurricane 0 15 9 1 0
Choctaw Intersection 0 45 0 0 0
Choctaw Isney 0 7 36 0 0
Choctaw Lavaca 0 110 43 0 0
Choctaw Lisman 0 188 19 4 0
Choctaw Lusk 0 40 79 3 0
Choctaw Melvin 0 65 11 1 0
Choctaw "Mt. Sterling" 0 101 26 0 0
Choctaw Pelham 0 89 14 0 0
Choctaw Pennington 0 192 53 4 0
Choctaw "Pleasant Valley" 0 31 63 1 0
Choctaw Pushmataha 0 95 4 0 0
Choctaw Riderwood 0 72 7 0 0
Choctaw "Rock Springs" 0 14 28 0 0
Choctaw Silas 0 107 100 3 0
Choctaw Souwilpa 0 12 18 0 0
Choctaw Toomey 0 59 49 1 0
Choctaw Toxey 0 88 70 1 0
Choctaw "Womack Hill" 0 31 33 0 0
Choctaw Yantley 0 193 10 2 0
Clarke "ABSENTEE VOTERS" 0 63 92 0 1
Clarke "ANTIOCH FIRE STATION" 0 104 107 0 1
Clarke "BASHI - METHODIST CHURCH" 0 27 28 0 0
Clarke "CHOCTAW BLUFF FIRE STATION" 0 152 40 2 0
Clarke "COFFEEVILLE HIGH SCHOOL GYM" 0 234 175 5 1
Clarke "GOOD HOPE AME CHRCH GAINSTOWN" 0 213 27 3 0
Clarke "GOSPORT FIRE STATION" 0 127 13 4 0
Clarke "GROVE HILL - COURTHOUSE" 0 146 183 0 0
Clarke "GROVE HILL-CITY HALL" 0 123 214 2 0
Clarke "GROVE HILL-NATIONAL GUARD" 0 166 41 3 0
Clarke "HELLWESTERN FIRE STATION" 0 65 107 0 0
Clarke "HOPEWELL CHURCH - CHILTON" 0 21 50 1 0
Clarke "JACKSON CITY HALL" 0 535 285 6 1
Clarke "JACKSON-FIRE STATION NO_2" 0 130 261 9 0
Clarke "JACKSON-NATIONAL GUARD ARMORY" 0 133 341 4 0
Clarke "JACKSON-SKIPPERS FIRE STATION" 0 205 250 2 0
Clarke "MORNING STAR BAPTIST CHURCH" 0 109 17 0 0
Clarke "MORVIN CAMP MORVIN" 0 95 22 0 0
Clarke "NETTLESBORO FIRE STATION" 0 56 50 1 0
Clarke "OLD FULTON SCHOOL" 0 202 207 6 1
Clarke "OVERSTREET GROCERY" 0 161 75 1 0
Clarke "SALITPA-ALABAMA SANDBLASTING" 0 79 42 3 0
Clarke "SALTWORKS VOTING HOUSE-CARLTON" 0 77 29 0 0
Clarke "SPRINGFIELD UNITED METHODIST" 0 36 135 3 0
Clarke "TALLAHATTA SPR_-COMM_ HOUSE" 0 11 65 0 0
Clarke "THOMASVILLE FIRE STATION" 0 214 279 4 1
Clarke "THOMASVILLE FIRE STATION .2" 0 93 247 4 0
Clarke "THOMASVILLE-NATIONAL GUARD" 0 580 273 6 1
Clarke "WHATLEY - GARRICKS STORE" 0 97 49 0 0
Clarke "WINN & ZIMCO-FIRE STATION" 0 142 31 0 0
Clay Absentee 0 97 99 2 0
Clay "Ashland National Guard 17" 0 280 351 13 0
Clay "Ashland National Guard 18A" 0 65 84 4 0
Clay "Ashland National Guard 18B" 0 26 54 4 0
Clay "Ashland National Guard 21" 0 166 68 1 0
Clay "Barfield Volunteer" 0 214 160 10 0
Clay "Bluff Springs F.D." 0 90 149 9 0
Clay "Coleta Valley F.D." 0 29 60 5 0
Clay "Cragford F.D." 0 69 98 3 1
Clay "Delta Community Center" 0 75 70 3 0
Clay "Highland/Coppermine FD" 0 50 66 1 0
Clay "Highland/Coppermine FD 2" 0 56 102 3 0
Clay "Hipine F.D." 0 29 53 4 0
Clay "Hollins Community Center" 0 78 94 3 1
Clay "Idaho F.D." 0 62 126 4 0
Clay "Lineville Armory" 0 169 152 10 1
Clay "Lineville National Guard 15" 0 144 131 3 0
Clay "Lineville National Guard 20" 0 230 52 6 0
Clay "Mellow Valley High 01" 0 24 27 3 0
Clay "Mellow Valley High 02" 0 79 108 1 0
Clay "Millerville F.D. 08" 0 40 62 6 0
Clay "Millerville F.D. 22" 0 61 59 5 0
Clay "Tri-Community F.D. 10" 0 38 69 4 1
Clay "Tri-Community F.D. 23" 0 51 50 1 0
Clay Challenged 0 0 0 0 0
Cleburne "ABSENTEE VOTERS" 0 107 56 2 0
Cleburne ABEL 0 34 76 5 1
Cleburne "BEASON MILL" 0 48 57 6 0
Cleburne "BELLS MILL" 0 100 110 5 0
Cleburne "BORDEN SPRINGS VOL_ FIRE" 0 50 21 3 0
Cleburne "BUD BLAKE" 0 45 41 3 0
Cleburne CAVENDER 0 30 50 0 0
Cleburne CHULAFINNIE 0 208 223 8 1
Cleburne EDWARDSVILLE 0 88 124 8 1
Cleburne FRUITHURST 0 83 100 2 0
Cleburne "HEFLIN NATIONAL GUARD ARMORY 1" 0 394 258 16 0
Cleburne "HEFLIN NATIONAL GUARD ARMORY 2" 0 297 241 10 1
Cleburne HIGHTOWER 0 138 171 6 0
Cleburne HOPEWELL 0 69 104 6 0
Cleburne MUSCADINE 0 91 79 5 0
Cleburne "OAK LEVEL VOL FIRE DEPARTMENT" 0 102 54 15 1
Cleburne "PLAINVIEW COMMUNITY CENTER" 0 34 82 2 0
Cleburne "RANBURNE RESCUE SQUAD BUILDING" 0 184 306 12 1
Coffee "ABSENTEE VOTERS" 0 144 169 9 0
Coffee BASIN 0 62 42 2 0
Coffee "BLUFF SPRINGS" 0 30 10 2 0
Coffee "CHESTNUT GROVE" 0 32 46 4 0
Coffee "COOL SPRINGS" 0 108 181 3 0
Coffee DAMASCUS 0 148 184 4 0
Coffee "DANLEYS CROSS ROADS" 0 78 32 2 0
Coffee EANON 0 56 122 4 0
Coffee "ELBA MULBERRY HEIGHTS" 0 184 12 4 1
Coffee "ELBA RESERVE ARMORY" 0 303 201 3 0
Coffee "ENTERPRISE CIVIC CENTER" 0 282 373 15 2
Coffee "ENTERPRISE RECREATION CENTER 1" 0 459 947 21 1
Coffee "ENTERPRISE RECREATION CENTER 2" 0 193 403 10 0
Coffee "ENTERPRISE YMCA 1" 0 197 439 12 1
Coffee "ENTERPRISE YMCA 2" 0 398 740 28 2
Coffee FAIRVIEW 0 16 25 0 1
Coffee FRESCO 0 139 115 4 0
Coffee GOODMAN 0 98 145 7 0
Coffee "HERITAGE CHURCH - ENTERPRISE" 0 215 353 14 1
Coffee "HOLLEYS STORE" 0 20 17 0 0
Coffee "INO COMMUNITY" 0 42 61 7 0
Coffee "JOHNS CHAPEL AME CHURCH 1" 0 668 193 18 0
Coffee "JOHNS CHAPEL AME CHURCH 2" 0 0 0 0 0
Coffee KINSTON 0 109 88 1 0
Coffee "LEE COMMUNITY" 0 70 27 4 0
Coffee "MOUNT PLEASANT" 0 146 250 7 1
